[1372, 849]
[section-title, [143.0, 157.0, 559.0, 30.0], shoonya_2s4O7OUSPIJTEW, 5710076]
[section-title, [143.0, 187.0, 559.0, 30.0], shoonya_2s4O7OUSPIJTEW, 5710076]
[paragraph, [66.0, 239.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 257.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 275.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 293.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 311.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 329.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 347.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 365.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 383.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 401.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 419.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 437.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 455.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 473.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 491.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 509.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 527.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 545.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 563.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 581.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 599.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 617.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 635.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 653.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 671.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 689.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
[paragraph, [66.0, 707.0, 710.0, 18.0], shoonya_1sOH0HD8G2CJD1, 5710076]
