[2009, 1386]
[chapter-title, [413.0, 69.0, 565.0, 70.5], aG8cZQ_3BZ, 5653926]
[chapter-title, [413.0, 139.5, 565.0, 70.5], aG8cZQ_3BZ, 5653926]
[chapter-title, [413.0, 210.0, 565.0, 70.5], aG8cZQ_3BZ, 5653926]
[author, [500.0, 337.0, 361.0, 36.0], 2ZpGWUVqlo, 5653926]
[paragraph, [688.0, 407.0, 624.0, 36.0], shoonya_5sBMUF8ZDCBI3C, 5653926]
[paragraph, [688.0, 443.0, 624.0, 36.0], shoonya_5sBMUF8ZDCBI3C, 5653926]
[paragraph, [688.0, 479.0, 624.0, 36.0], shoonya_5sBMUF8ZDCBI3C, 5653926]
[paragraph, [688.0, 515.0, 624.0, 36.0], shoonya_5sBMUF8ZDCBI3C, 5653926]
[paragraph, [688.0, 551.0, 624.0, 36.0], shoonya_5sBMUF8ZDCBI3C, 5653926]
[paragraph, [55.0, 416.0, 614.0, 36.0], shoonya_3sAVK0DRX15BA9, 5653926]
[paragraph, [55.0, 452.0, 614.0, 36.0], shoonya_3sAVK0DRX15BA9, 5653926]
[paragraph, [55.0, 488.0, 614.0, 36.0], shoonya_3sAVK0DRX15BA9, 5653926]
[paragraph, [55.0, 524.0, 614.0, 36.0], shoonya_3sAVK0DRX15BA9, 5653926]
[paragraph, [55.0, 560.0, 614.0, 36.0], shoonya_3sAVK0DRX15BA9, 5653926]
[paragraph, [884.0, 613.0, 433.0, 36.0], shoonya_1s8DMPJ0QP6DWH, 5653926]
[paragraph, [884.0, 649.0, 433.0, 36.0], shoonya_1s8DMPJ0QP6DWH, 5653926]
[paragraph, [884.0, 685.0, 433.0, 36.0], shoonya_1s8DMPJ0QP6DWH, 5653926]
[paragraph, [884.0, 721.0, 433.0, 36.0], shoonya_1s8DMPJ0QP6DWH, 5653926]
[paragraph, [884.0, 757.0, 433.0, 36.0], shoonya_1s8DMPJ0QP6DWH, 5653926]
[paragraph, [884.0, 793.0, 433.0, 36.0], shoonya_1s8DMPJ0QP6DWH, 5653926]
[paragraph, [884.0, 829.0, 433.0, 36.0], shoonya_1s8DMPJ0QP6DWH, 5653926]
[paragraph, [884.0, 865.0, 433.0, 36.0], shoonya_1s8DMPJ0QP6DWH, 5653926]
[paragraph, [884.0, 901.0, 433.0, 36.0], shoonya_1s8DMPJ0QP6DWH, 5653926]
[paragraph, [884.0, 937.0, 433.0, 36.0], shoonya_1s8DMPJ0QP6DWH, 5653926]
[paragraph, [884.0, 973.0, 433.0, 36.0], shoonya_1s8DMPJ0QP6DWH, 5653926]
[paragraph, [884.0, 1009.0, 433.0, 36.0], shoonya_1s8DMPJ0QP6DWH, 5653926]
[paragraph, [48.0, 616.0, 435.0, 36.0], shoonya_7sRLI8EQDS05VW, 5653926]
[paragraph, [48.0, 652.0, 435.0, 36.0], shoonya_7sRLI8EQDS05VW, 5653926]
[paragraph, [48.0, 688.0, 435.0, 36.0], shoonya_7sRLI8EQDS05VW, 5653926]
[paragraph, [48.0, 724.0, 435.0, 36.0], shoonya_7sRLI8EQDS05VW, 5653926]
[paragraph, [48.0, 760.0, 435.0, 36.0], shoonya_7sRLI8EQDS05VW, 5653926]
[paragraph, [48.0, 796.0, 435.0, 36.0], shoonya_7sRLI8EQDS05VW, 5653926]
[paragraph, [48.0, 832.0, 435.0, 36.0], shoonya_7sRLI8EQDS05VW, 5653926]
[paragraph, [48.0, 868.0, 435.0, 36.0], shoonya_7sRLI8EQDS05VW, 5653926]
[paragraph, [48.0, 904.0, 435.0, 36.0], shoonya_7sRLI8EQDS05VW, 5653926]
[paragraph, [48.0, 940.0, 435.0, 36.0], shoonya_7sRLI8EQDS05VW, 5653926]
[paragraph, [48.0, 976.0, 435.0, 36.0], shoonya_7sRLI8EQDS05VW, 5653926]
[paragraph, [48.0, 1012.0, 435.0, 36.0], shoonya_7sRLI8EQDS05VW, 5653926]
[paragraph, [695.0, 1050.0, 625.0, 36.0], shoonya_4sNBAACCG16TEU, 5653926]
[paragraph, [695.0, 1086.0, 625.0, 36.0], shoonya_4sNBAACCG16TEU, 5653926]
[paragraph, [695.0, 1122.0, 625.0, 36.0], shoonya_4sNBAACCG16TEU, 5653926]
[paragraph, [695.0, 1158.0, 625.0, 36.0], shoonya_4sNBAACCG16TEU, 5653926]
[paragraph, [55.0, 1060.0, 615.0, 36.0], rUqcFQKgws, 5653926]
[paragraph, [55.0, 1096.0, 615.0, 36.0], rUqcFQKgws, 5653926]
[paragraph, [55.0, 1132.0, 615.0, 36.0], rUqcFQKgws, 5653926]
[paragraph, [55.0, 1168.0, 615.0, 36.0], rUqcFQKgws, 5653926]
[paragraph, [963.0, 1208.0, 363.0, 36.0], shoonya_13sDSUGCIKSY5E, 5653926]
[paragraph, [963.0, 1244.0, 363.0, 36.0], shoonya_13sDSUGCIKSY5E, 5653926]
[paragraph, [963.0, 1280.0, 363.0, 36.0], shoonya_13sDSUGCIKSY5E, 5653926]
[paragraph, [963.0, 1316.0, 363.0, 36.0], shoonya_13sDSUGCIKSY5E, 5653926]
[paragraph, [963.0, 1352.0, 363.0, 36.0], shoonya_13sDSUGCIKSY5E, 5653926]
[paragraph, [963.0, 1388.0, 363.0, 36.0], shoonya_13sDSUGCIKSY5E, 5653926]
[paragraph, [963.0, 1424.0, 363.0, 36.0], shoonya_13sDSUGCIKSY5E, 5653926]
[paragraph, [963.0, 1460.0, 363.0, 36.0], shoonya_13sDSUGCIKSY5E, 5653926]
[paragraph, [963.0, 1496.0, 363.0, 36.0], shoonya_13sDSUGCIKSY5E, 5653926]
[paragraph, [963.0, 1532.0, 363.0, 36.0], shoonya_13sDSUGCIKSY5E, 5653926]
[paragraph, [963.0, 1568.0, 363.0, 36.0], shoonya_13sDSUGCIKSY5E, 5653926]
[paragraph, [963.0, 1604.0, 363.0, 36.0], shoonya_13sDSUGCIKSY5E, 5653926]
[paragraph, [62.0, 1264.0, 357.0, 36.0], shoonya_6s92YRCB5RV687, 5653926]
[paragraph, [62.0, 1300.0, 357.0, 36.0], shoonya_6s92YRCB5RV687, 5653926]
[paragraph, [62.0, 1336.0, 357.0, 36.0], shoonya_6s92YRCB5RV687, 5653926]
[paragraph, [62.0, 1372.0, 357.0, 36.0], shoonya_6s92YRCB5RV687, 5653926]
[paragraph, [62.0, 1408.0, 357.0, 36.0], shoonya_6s92YRCB5RV687, 5653926]
[paragraph, [62.0, 1444.0, 357.0, 36.0], shoonya_6s92YRCB5RV687, 5653926]
