[2339, 1653]
[section-title, [574.0, 398.0, 506.0, 52.5], 2-BNeFhp-j, 5654829]
[ordered-list, [283.0, 481.0, 1049.0, 36.0], AL4yJmMey3, 5654829]
[ordered-list, [283.0, 517.0, 1049.0, 36.0], AL4yJmMey3, 5654829]
[ordered-list, [283.0, 553.0, 1049.0, 36.0], AL4yJmMey3, 5654829]
[ordered-list, [283.0, 589.0, 1049.0, 36.0], AL4yJmMey3, 5654829]
[ordered-list, [283.0, 625.0, 1049.0, 36.0], AL4yJmMey3, 5654829]
[ordered-list, [283.0, 661.0, 1049.0, 36.0], AL4yJmMey3, 5654829]
[ordered-list, [283.0, 697.0, 1049.0, 36.0], AL4yJmMey3, 5654829]
[ordered-list, [283.0, 733.0, 1049.0, 36.0], AL4yJmMey3, 5654829]
[ordered-list, [283.0, 769.0, 1049.0, 36.0], AL4yJmMey3, 5654829]
[ordered-list, [283.0, 805.0, 1049.0, 36.0], AL4yJmMey3, 5654829]
[ordered-list, [283.0, 841.0, 1049.0, 36.0], AL4yJmMey3, 5654829]
[sub-section-title, [293.0, 919.0, 659.0, 55.5], zn1gx1PwOf, 5654829]
[paragraph, [281.0, 1013.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1049.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1085.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1121.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1157.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1193.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1229.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1265.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1301.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1337.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1373.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1409.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1445.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1481.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1517.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1553.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1589.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1625.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1661.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1697.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1733.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1769.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[paragraph, [281.0, 1805.0, 1083.0, 36.0], shoonya_0s4EY0Q0B01C1T, 5654829]
[sub-section-title, [291.0, 1903.0, 297.0, 55.5], m96hiYcYWf, 5654829]
[paragraph, [286.0, 1991.0, 1078.0, 36.0], shoonya_1s9DNXYGZ5QF51, 5654829]
[paragraph, [286.0, 2027.0, 1078.0, 36.0], shoonya_1s9DNXYGZ5QF51, 5654829]
[paragraph, [286.0, 2063.0, 1078.0, 36.0], shoonya_1s9DNXYGZ5QF51, 5654829]
[paragraph, [286.0, 2099.0, 1078.0, 36.0], shoonya_1s9DNXYGZ5QF51, 5654829]
