[2053, 1477]
[section-title, [308.0, 222.0, 426.0, 52.5], shoonya_5sUKRNMNM26I6Y, 5651089]
[paragraph, [298.0, 321.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 357.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 393.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 429.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 465.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 501.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 537.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 573.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 609.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 645.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 681.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 717.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 753.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 789.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 825.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 861.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 897.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 933.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 969.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 1005.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 1041.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 1077.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 1113.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 1149.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [298.0, 1185.0, 1101.0, 36.0], shoonya_0sMTXGG9AA06HW, 5651089]
[paragraph, [300.0, 1291.0, 1083.0, 36.0], shoonya_1s3ZOAP1GDUQSV, 5651089]
[paragraph, [300.0, 1327.0, 1083.0, 36.0], shoonya_1s3ZOAP1GDUQSV, 5651089]
[paragraph, [300.0, 1363.0, 1083.0, 36.0], shoonya_1s3ZOAP1GDUQSV, 5651089]
[paragraph, [300.0, 1399.0, 1083.0, 36.0], shoonya_1s3ZOAP1GDUQSV, 5651089]
[paragraph, [300.0, 1435.0, 1083.0, 36.0], shoonya_1s3ZOAP1GDUQSV, 5651089]
[paragraph, [300.0, 1471.0, 1083.0, 36.0], shoonya_1s3ZOAP1GDUQSV, 5651089]
[paragraph, [300.0, 1507.0, 1083.0, 36.0], shoonya_1s3ZOAP1GDUQSV, 5651089]
[paragraph, [300.0, 1543.0, 1083.0, 36.0], shoonya_1s3ZOAP1GDUQSV, 5651089]
[paragraph, [300.0, 1650.0, 1089.0, 36.0], shoonya_3s9W5BLNT222PC, 5651089]
[paragraph, [300.0, 1686.0, 1089.0, 36.0], shoonya_3s9W5BLNT222PC, 5651089]
[paragraph, [300.0, 1722.0, 1089.0, 36.0], shoonya_3s9W5BLNT222PC, 5651089]
[paragraph, [300.0, 1758.0, 1089.0, 36.0], shoonya_3s9W5BLNT222PC, 5651089]
[paragraph, [300.0, 1794.0, 1089.0, 36.0], shoonya_3s9W5BLNT222PC, 5651089]
[footnote, [293.0, 1914.0, 764.0, 36.0], U2LtoUQ4ze, 5651089]
[footnote, [293.0, 1950.0, 764.0, 36.0], U2LtoUQ4ze, 5651089]
[footnote, [293.0, 1986.0, 764.0, 36.0], U2LtoUQ4ze, 5651089]
