[2339, 1654]
[folio, [100.0, 51.0, 299.0, 36.0], shoonya_0sL3HBID2POPK9, 5750997]
[paragraph, [87.0, 106.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 142.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 178.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 214.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 250.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 286.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 322.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 358.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 394.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 430.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 466.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 502.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 538.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 574.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 610.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 646.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 682.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 718.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 754.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 790.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 826.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 862.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 898.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 934.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 970.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [87.0, 1006.0, 1449.0, 36.0], shoonya_2sR8YD9XMHZMEK, 5750997]
[paragraph, [97.0, 1088.0, 1446.0, 36.0], shoonya_1sIE7YV555BU41, 5750997]
[paragraph, [97.0, 1124.0, 1446.0, 36.0], shoonya_1sIE7YV555BU41, 5750997]
[paragraph, [97.0, 1160.0, 1446.0, 36.0], shoonya_1sIE7YV555BU41, 5750997]
[paragraph, [97.0, 1196.0, 1446.0, 36.0], shoonya_1sIE7YV555BU41, 5750997]
[paragraph, [97.0, 1232.0, 1446.0, 36.0], shoonya_1sIE7YV555BU41, 5750997]
[paragraph, [97.0, 1268.0, 1446.0, 36.0], shoonya_1sIE7YV555BU41, 5750997]
[paragraph, [97.0, 1304.0, 1446.0, 36.0], shoonya_1sIE7YV555BU41, 5750997]
[paragraph, [97.0, 1340.0, 1446.0, 36.0], shoonya_1sIE7YV555BU41, 5750997]
[paragraph, [97.0, 1376.0, 1446.0, 36.0], shoonya_1sIE7YV555BU41, 5750997]
[paragraph, [97.0, 1412.0, 1446.0, 36.0], shoonya_1sIE7YV555BU41, 5750997]
[paragraph, [97.0, 1448.0, 1446.0, 36.0], shoonya_1sIE7YV555BU41, 5750997]
[paragraph, [97.0, 1484.0, 1446.0, 36.0], shoonya_1sIE7YV555BU41, 5750997]
[paragraph, [97.0, 1520.0, 1446.0, 36.0], shoonya_1sIE7YV555BU41, 5750997]
[paragraph, [97.0, 1556.0, 1446.0, 36.0], shoonya_1sIE7YV555BU41, 5750997]
[paragraph, [97.0, 1592.0, 1446.0, 36.0], shoonya_1sIE7YV555BU41, 5750997]
[paragraph, [97.0, 1628.0, 1446.0, 36.0], shoonya_1sIE7YV555BU41, 5750997]
[paragraph, [97.0, 1664.0, 1446.0, 36.0], shoonya_1sIE7YV555BU41, 5750997]
[paragraph, [97.0, 1700.0, 1446.0, 36.0], shoonya_1sIE7YV555BU41, 5750997]
[paragraph, [89.0, 1763.0, 1457.0, 36.0], Vp3GY8pydH, 5750997]
[paragraph, [89.0, 1799.0, 1457.0, 36.0], Vp3GY8pydH, 5750997]
[paragraph, [89.0, 1835.0, 1457.0, 36.0], Vp3GY8pydH, 5750997]
