[1267, 753]
[chapter-title, [313.0, 183.0, 141.0, 30.0], awYBiPReZm, 5699673]
[headline, [300.0, 235.0, 161.0, 25.5], DR3wTe_7Lt, 5699673]
[sub-section-title, [289.0, 334.0, 159.0, 25.5], CzVRWYErj_, 5699673]
[paragraph, [84.0, 371.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 389.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 407.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 425.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 443.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 461.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 479.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 497.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 515.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 533.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 551.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 569.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 587.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 605.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 623.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 641.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 659.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 677.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 695.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 713.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 731.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 749.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 767.0, 589.0, 18.0], shoonya_1s93BKV267KQO3, 5699673]
[paragraph, [84.0, 801.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 819.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 837.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 855.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 873.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 891.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 909.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 927.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 945.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 963.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 981.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 999.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 1017.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 1035.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 1053.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 1071.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 1089.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 1107.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 1125.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 1143.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
[paragraph, [84.0, 1161.0, 592.0, 18.0], shoonya_0sRSDO5JMY9SOE, 5699673]
