[859, 612]
[folio, [194.0, 34.0, 194.0, 18.0], RHVKNH18u9, 6460012]
[paragraph, [68.0, 81.0, 447.0, 18.0], 986R1c4hIR, 6460012]
[paragraph, [68.0, 99.0, 447.0, 18.0], 986R1c4hIR, 6460012]
[paragraph, [68.0, 117.0, 447.0, 18.0], 986R1c4hIR, 6460012]
[paragraph, [68.0, 135.0, 447.0, 18.0], 986R1c4hIR, 6460012]
[paragraph, [68.0, 153.0, 447.0, 18.0], 986R1c4hIR, 6460012]
[paragraph, [68.0, 171.0, 447.0, 18.0], 986R1c4hIR, 6460012]
[paragraph, [68.0, 189.0, 447.0, 18.0], 986R1c4hIR, 6460012]
[paragraph, [68.0, 212.0, 437.0, 18.0], nFhr2Cxsxy, 6460012]
[paragraph, [68.0, 230.0, 437.0, 18.0], nFhr2Cxsxy, 6460012]
[paragraph, [68.0, 248.0, 437.0, 18.0], nFhr2Cxsxy, 6460012]
[paragraph, [68.0, 266.0, 437.0, 18.0], nFhr2Cxsxy, 6460012]
[paragraph, [76.0, 301.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 319.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 337.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 355.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 373.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 391.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 409.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 427.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 445.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 463.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 481.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 499.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 517.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 535.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 553.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 571.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 589.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 607.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 625.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 643.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 661.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 679.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 697.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 715.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [76.0, 733.0, 428.0, 18.0], shoonya_0sPIL1IE42EVQ5, 6460012]
[paragraph, [112.0, 758.0, 396.0, 18.0], mcIKr5MfTz, 6460012]
[paragraph, [112.0, 776.0, 396.0, 18.0], mcIKr5MfTz, 6460012]
