[2020, 1545]
[folio, [46.0, 61.0, 189.0, 36.0], CtwuHyM50e, 5712614]
[sidebar, [1359.0, 146.0, 92.0, 36.0], Q-FG5YGUFZ, 5712614]
[sub-headline, [354.0, 196.0, 838.0, 55.5], shoonya_13sX2JK2ANT7S0, 5712614]
[sub-headline, [354.0, 251.5, 838.0, 55.5], shoonya_13sX2JK2ANT7S0, 5712614]
[paragraph, [40.0, 326.0, 1425.0, 36.0], bE7JZpFC9K, 5712614]
[paragraph, [40.0, 362.0, 1425.0, 36.0], bE7JZpFC9K, 5712614]
[paragraph, [40.0, 398.0, 1425.0, 36.0], bE7JZpFC9K, 5712614]
[paragraph, [40.0, 434.0, 1425.0, 36.0], bE7JZpFC9K, 5712614]
[paragraph, [764.0, 493.0, 697.0, 36.0], shoonya_7sYBNLFP6CLXRA, 5712614]
[paragraph, [764.0, 529.0, 697.0, 36.0], shoonya_7sYBNLFP6CLXRA, 5712614]
[paragraph, [44.0, 495.0, 714.0, 36.0], shoonya_0s8Z5OT4URJ5UP, 5712614]
[paragraph, [44.0, 531.0, 714.0, 36.0], shoonya_0s8Z5OT4URJ5UP, 5712614]
[paragraph, [44.0, 567.0, 714.0, 36.0], shoonya_0s8Z5OT4URJ5UP, 5712614]
[paragraph, [44.0, 603.0, 714.0, 36.0], shoonya_0s8Z5OT4URJ5UP, 5712614]
[paragraph, [44.0, 639.0, 714.0, 36.0], shoonya_0s8Z5OT4URJ5UP, 5712614]
[paragraph, [44.0, 675.0, 714.0, 36.0], shoonya_0s8Z5OT4URJ5UP, 5712614]
[paragraph, [44.0, 711.0, 714.0, 36.0], shoonya_0s8Z5OT4URJ5UP, 5712614]
[paragraph, [44.0, 747.0, 714.0, 36.0], shoonya_0s8Z5OT4URJ5UP, 5712614]
[paragraph, [44.0, 783.0, 714.0, 36.0], shoonya_0s8Z5OT4URJ5UP, 5712614]
[paragraph, [44.0, 819.0, 714.0, 36.0], shoonya_0s8Z5OT4URJ5UP, 5712614]
[paragraph, [44.0, 855.0, 714.0, 36.0], shoonya_0s8Z5OT4URJ5UP, 5712614]
[paragraph, [44.0, 891.0, 714.0, 36.0], shoonya_0s8Z5OT4URJ5UP, 5712614]
[paragraph, [801.0, 569.0, 484.0, 36.0], shoonya_8sXKKT5I0RTC0T, 5712614]
[paragraph, [761.0, 608.0, 703.0, 36.0], shoonya_9sONGCS1R1LNT9, 5712614]
[paragraph, [761.0, 644.0, 703.0, 36.0], shoonya_9sONGCS1R1LNT9, 5712614]
[paragraph, [761.0, 680.0, 703.0, 36.0], shoonya_9sONGCS1R1LNT9, 5712614]
[paragraph, [761.0, 716.0, 703.0, 36.0], shoonya_9sONGCS1R1LNT9, 5712614]
[paragraph, [761.0, 752.0, 703.0, 36.0], shoonya_9sONGCS1R1LNT9, 5712614]
[paragraph, [762.0, 801.0, 709.0, 36.0], shoonya_10sKFBT0Y9VW75, 5712614]
[paragraph, [762.0, 837.0, 709.0, 36.0], shoonya_10sKFBT0Y9VW75, 5712614]
[paragraph, [762.0, 873.0, 709.0, 36.0], shoonya_10sKFBT0Y9VW75, 5712614]
[paragraph, [762.0, 909.0, 709.0, 36.0], shoonya_10sKFBT0Y9VW75, 5712614]
[paragraph, [762.0, 945.0, 709.0, 36.0], shoonya_10sKFBT0Y9VW75, 5712614]
[paragraph, [48.0, 954.0, 711.0, 36.0], shoonya_1sW85XWP2BTN76, 5712614]
[paragraph, [48.0, 990.0, 711.0, 36.0], shoonya_1sW85XWP2BTN76, 5712614]
[paragraph, [48.0, 1026.0, 711.0, 36.0], shoonya_1sW85XWP2BTN76, 5712614]
[paragraph, [48.0, 1062.0, 711.0, 36.0], shoonya_1sW85XWP2BTN76, 5712614]
[paragraph, [764.0, 997.0, 712.0, 36.0], shoonya_11s2JU9O9MRHD9, 5712614]
[paragraph, [764.0, 1033.0, 712.0, 36.0], shoonya_11s2JU9O9MRHD9, 5712614]
[paragraph, [764.0, 1069.0, 712.0, 36.0], shoonya_11s2JU9O9MRHD9, 5712614]
[paragraph, [764.0, 1105.0, 712.0, 36.0], shoonya_11s2JU9O9MRHD9, 5712614]
[paragraph, [764.0, 1141.0, 712.0, 36.0], shoonya_11s2JU9O9MRHD9, 5712614]
[paragraph, [764.0, 1177.0, 712.0, 36.0], shoonya_11s2JU9O9MRHD9, 5712614]
[paragraph, [764.0, 1213.0, 712.0, 36.0], shoonya_11s2JU9O9MRHD9, 5712614]
[paragraph, [54.0, 1118.0, 705.0, 36.0], shoonya_2s8D5BEFZTEQK5, 5712614]
[paragraph, [54.0, 1154.0, 705.0, 36.0], shoonya_2s8D5BEFZTEQK5, 5712614]
[paragraph, [54.0, 1190.0, 705.0, 36.0], shoonya_2s8D5BEFZTEQK5, 5712614]
[paragraph, [54.0, 1226.0, 705.0, 36.0], shoonya_2s8D5BEFZTEQK5, 5712614]
[ordered-list, [764.0, 1255.0, 707.0, 36.0], shoonya_12sR5JZFAEI1MP, 5712614]
[ordered-list, [764.0, 1291.0, 707.0, 36.0], shoonya_12sR5JZFAEI1MP, 5712614]
[ordered-list, [764.0, 1327.0, 707.0, 36.0], shoonya_12sR5JZFAEI1MP, 5712614]
[ordered-list, [764.0, 1363.0, 707.0, 36.0], shoonya_12sR5JZFAEI1MP, 5712614]
[ordered-list, [764.0, 1399.0, 707.0, 36.0], shoonya_12sR5JZFAEI1MP, 5712614]
[ordered-list, [764.0, 1435.0, 707.0, 36.0], shoonya_12sR5JZFAEI1MP, 5712614]
[ordered-list, [764.0, 1471.0, 707.0, 36.0], shoonya_12sR5JZFAEI1MP, 5712614]
[ordered-list, [764.0, 1507.0, 707.0, 36.0], shoonya_12sR5JZFAEI1MP, 5712614]
[ordered-list, [764.0, 1543.0, 707.0, 36.0], shoonya_12sR5JZFAEI1MP, 5712614]
[ordered-list, [764.0, 1579.0, 707.0, 36.0], shoonya_12sR5JZFAEI1MP, 5712614]
[ordered-list, [764.0, 1615.0, 707.0, 36.0], shoonya_12sR5JZFAEI1MP, 5712614]
[ordered-list, [764.0, 1651.0, 707.0, 36.0], shoonya_12sR5JZFAEI1MP, 5712614]
[ordered-list, [764.0, 1687.0, 707.0, 36.0], shoonya_12sR5JZFAEI1MP, 5712614]
[paragraph, [56.0, 1278.0, 704.0, 36.0], shoonya_3s7EKYRSQCOYKY, 5712614]
[paragraph, [56.0, 1314.0, 704.0, 36.0], shoonya_3s7EKYRSQCOYKY, 5712614]
[paragraph, [56.0, 1350.0, 704.0, 36.0], shoonya_3s7EKYRSQCOYKY, 5712614]
[paragraph, [56.0, 1386.0, 704.0, 36.0], shoonya_3s7EKYRSQCOYKY, 5712614]
[paragraph, [56.0, 1422.0, 704.0, 36.0], shoonya_3s7EKYRSQCOYKY, 5712614]
[paragraph, [56.0, 1458.0, 704.0, 36.0], shoonya_3s7EKYRSQCOYKY, 5712614]
[paragraph, [46.0, 1501.0, 714.0, 36.0], shoonya_4s9ZAISZRM2DLJ, 5712614]
[paragraph, [46.0, 1537.0, 714.0, 36.0], shoonya_4s9ZAISZRM2DLJ, 5712614]
[paragraph, [46.0, 1573.0, 714.0, 36.0], shoonya_4s9ZAISZRM2DLJ, 5712614]
[paragraph, [46.0, 1609.0, 714.0, 36.0], shoonya_4s9ZAISZRM2DLJ, 5712614]
[paragraph, [50.0, 1670.0, 702.0, 36.0], shoonya_5s2QFPROST5E8M, 5712614]
[paragraph, [50.0, 1706.0, 702.0, 36.0], shoonya_5s2QFPROST5E8M, 5712614]
[paragraph, [50.0, 1742.0, 702.0, 36.0], shoonya_5s2QFPROST5E8M, 5712614]
[paragraph, [50.0, 1778.0, 702.0, 36.0], shoonya_5s2QFPROST5E8M, 5712614]
[paragraph, [50.0, 1814.0, 702.0, 36.0], shoonya_5s2QFPROST5E8M, 5712614]
[paragraph, [50.0, 1850.0, 702.0, 36.0], shoonya_5s2QFPROST5E8M, 5712614]
[contact-info, [759.0, 1746.0, 138.0, 36.0], fNip_DX6D_, 5712614]
[paragraph, [755.0, 1780.0, 718.0, 36.0], shoonya_14sKZ9CTQSJH7B, 5712614]
[paragraph, [755.0, 1816.0, 718.0, 36.0], shoonya_14sKZ9CTQSJH7B, 5712614]
[paragraph, [755.0, 1852.0, 718.0, 36.0], shoonya_14sKZ9CTQSJH7B, 5712614]
[paragraph, [38.0, 1902.0, 713.0, 36.0], shoonya_6sNK1YLPGGQQUJ, 5712614]
[paragraph, [38.0, 1938.0, 713.0, 36.0], shoonya_6sNK1YLPGGQQUJ, 5712614]
[author, [1045.0, 1904.0, 424.0, 36.0], utWOfpwbqm, 5712614]
