[834, 609]
[folio, [64.0, 42.0, 180.0, 18.0], hnJcu9LNx9, 5712576]
[unordered-list, [36.0, 104.0, 218.0, 18.0], shoonya_0sK1LDGCV6V1CO, 5712576]
[unordered-list, [36.0, 122.0, 218.0, 18.0], shoonya_0sK1LDGCV6V1CO, 5712576]
[unordered-list, [36.0, 140.0, 218.0, 18.0], shoonya_0sK1LDGCV6V1CO, 5712576]
[unordered-list, [36.0, 158.0, 218.0, 18.0], shoonya_0sK1LDGCV6V1CO, 5712576]
[unordered-list, [36.0, 176.0, 218.0, 18.0], shoonya_0sK1LDGCV6V1CO, 5712576]
[unordered-list, [36.0, 194.0, 218.0, 18.0], shoonya_0sK1LDGCV6V1CO, 5712576]
[unordered-list, [36.0, 212.0, 218.0, 18.0], shoonya_0sK1LDGCV6V1CO, 5712576]
[unordered-list, [36.0, 230.0, 218.0, 18.0], shoonya_0sK1LDGCV6V1CO, 5712576]
[unordered-list, [36.0, 248.0, 218.0, 18.0], shoonya_0sK1LDGCV6V1CO, 5712576]
[unordered-list, [36.0, 266.0, 218.0, 18.0], shoonya_0sK1LDGCV6V1CO, 5712576]
[unordered-list, [36.0, 284.0, 218.0, 18.0], shoonya_0sK1LDGCV6V1CO, 5712576]
[unordered-list, [36.0, 302.0, 218.0, 18.0], shoonya_0sK1LDGCV6V1CO, 5712576]
[unordered-list, [36.0, 320.0, 218.0, 18.0], shoonya_0sK1LDGCV6V1CO, 5712576]
[unordered-list, [36.0, 338.0, 218.0, 18.0], shoonya_0sK1LDGCV6V1CO, 5712576]
[unordered-list, [256.0, 107.0, 309.0, 18.0], shoonya_9sUMFY0CRYVRHN, 5712576]
[unordered-list, [256.0, 125.0, 309.0, 18.0], shoonya_9sUMFY0CRYVRHN, 5712576]
[unordered-list, [256.0, 143.0, 309.0, 18.0], shoonya_9sUMFY0CRYVRHN, 5712576]
[unordered-list, [256.0, 161.0, 309.0, 18.0], shoonya_9sUMFY0CRYVRHN, 5712576]
[unordered-list, [256.0, 179.0, 309.0, 18.0], shoonya_9sUMFY0CRYVRHN, 5712576]
[unordered-list, [256.0, 197.0, 309.0, 18.0], shoonya_9sUMFY0CRYVRHN, 5712576]
[unordered-list, [255.0, 238.0, 305.0, 18.0], shoonya_7sOUU0H5UHA383, 5712576]
[unordered-list, [255.0, 256.0, 305.0, 18.0], shoonya_7sOUU0H5UHA383, 5712576]
[unordered-list, [255.0, 274.0, 305.0, 18.0], shoonya_7sOUU0H5UHA383, 5712576]
[unordered-list, [255.0, 292.0, 305.0, 18.0], shoonya_7sOUU0H5UHA383, 5712576]
[unordered-list, [255.0, 310.0, 305.0, 18.0], shoonya_7sOUU0H5UHA383, 5712576]
[unordered-list, [255.0, 328.0, 305.0, 18.0], shoonya_7sOUU0H5UHA383, 5712576]
[paragraph, [33.0, 374.0, 182.0, 18.0], shoonya_4s3D6BVKGPBBV2, 5712576]
[paragraph, [33.0, 392.0, 182.0, 18.0], shoonya_4s3D6BVKGPBBV2, 5712576]
[paragraph, [33.0, 410.0, 182.0, 18.0], shoonya_4s3D6BVKGPBBV2, 5712576]
[paragraph, [33.0, 428.0, 182.0, 18.0], shoonya_4s3D6BVKGPBBV2, 5712576]
[paragraph, [33.0, 446.0, 182.0, 18.0], shoonya_4s3D6BVKGPBBV2, 5712576]
[paragraph, [33.0, 464.0, 182.0, 18.0], shoonya_4s3D6BVKGPBBV2, 5712576]
[paragraph, [33.0, 482.0, 182.0, 18.0], shoonya_4s3D6BVKGPBBV2, 5712576]
[paragraph, [33.0, 500.0, 182.0, 18.0], shoonya_4s3D6BVKGPBBV2, 5712576]
[paragraph, [33.0, 518.0, 182.0, 18.0], shoonya_4s3D6BVKGPBBV2, 5712576]
[paragraph, [33.0, 536.0, 182.0, 18.0], shoonya_4s3D6BVKGPBBV2, 5712576]
[paragraph, [33.0, 554.0, 182.0, 18.0], shoonya_4s3D6BVKGPBBV2, 5712576]
[paragraph, [33.0, 572.0, 182.0, 18.0], shoonya_4s3D6BVKGPBBV2, 5712576]
[paragraph, [33.0, 590.0, 182.0, 18.0], shoonya_4s3D6BVKGPBBV2, 5712576]
[paragraph, [33.0, 608.0, 182.0, 18.0], shoonya_4s3D6BVKGPBBV2, 5712576]
[paragraph, [33.0, 626.0, 182.0, 18.0], shoonya_4s3D6BVKGPBBV2, 5712576]
[paragraph, [33.0, 644.0, 182.0, 18.0], shoonya_4s3D6BVKGPBBV2, 5712576]
[paragraph, [217.0, 376.0, 167.0, 18.0], shoonya_6s3JSFSA4VBPO9, 5712576]
[paragraph, [217.0, 394.0, 167.0, 18.0], shoonya_6s3JSFSA4VBPO9, 5712576]
[paragraph, [217.0, 412.0, 167.0, 18.0], shoonya_6s3JSFSA4VBPO9, 5712576]
[paragraph, [388.0, 379.0, 182.0, 18.0], MQrr-C1s17, 5712576]
[paragraph, [388.0, 397.0, 182.0, 18.0], MQrr-C1s17, 5712576]
[paragraph, [388.0, 415.0, 182.0, 18.0], MQrr-C1s17, 5712576]
[paragraph, [216.0, 433.0, 173.0, 18.0], WmdDlWRFCy, 5712576]
[paragraph, [216.0, 451.0, 173.0, 18.0], WmdDlWRFCy, 5712576]
[paragraph, [216.0, 469.0, 173.0, 18.0], WmdDlWRFCy, 5712576]
[paragraph, [216.0, 487.0, 173.0, 18.0], WmdDlWRFCy, 5712576]
[paragraph, [216.0, 505.0, 173.0, 18.0], WmdDlWRFCy, 5712576]
[paragraph, [216.0, 523.0, 173.0, 18.0], WmdDlWRFCy, 5712576]
[paragraph, [216.0, 541.0, 173.0, 18.0], WmdDlWRFCy, 5712576]
[paragraph, [216.0, 559.0, 173.0, 18.0], WmdDlWRFCy, 5712576]
[paragraph, [216.0, 577.0, 173.0, 18.0], WmdDlWRFCy, 5712576]
[paragraph, [216.0, 595.0, 173.0, 18.0], WmdDlWRFCy, 5712576]
[paragraph, [216.0, 613.0, 173.0, 18.0], WmdDlWRFCy, 5712576]
[paragraph, [216.0, 631.0, 173.0, 18.0], WmdDlWRFCy, 5712576]
[paragraph, [216.0, 649.0, 173.0, 18.0], WmdDlWRFCy, 5712576]
[paragraph, [216.0, 667.0, 173.0, 18.0], WmdDlWRFCy, 5712576]
[paragraph, [216.0, 685.0, 173.0, 18.0], WmdDlWRFCy, 5712576]
[paragraph, [216.0, 703.0, 173.0, 18.0], WmdDlWRFCy, 5712576]
[paragraph, [216.0, 721.0, 173.0, 18.0], WmdDlWRFCy, 5712576]
[paragraph, [216.0, 739.0, 173.0, 18.0], WmdDlWRFCy, 5712576]
[paragraph, [391.0, 446.0, 181.0, 18.0], N5SFtzzhBl, 5712576]
[paragraph, [391.0, 464.0, 181.0, 18.0], N5SFtzzhBl, 5712576]
[paragraph, [391.0, 482.0, 181.0, 18.0], N5SFtzzhBl, 5712576]
[paragraph, [391.0, 500.0, 181.0, 18.0], N5SFtzzhBl, 5712576]
[paragraph, [391.0, 518.0, 181.0, 18.0], N5SFtzzhBl, 5712576]
[paragraph, [391.0, 536.0, 181.0, 18.0], N5SFtzzhBl, 5712576]
[paragraph, [391.0, 554.0, 181.0, 18.0], N5SFtzzhBl, 5712576]
[paragraph, [391.0, 572.0, 181.0, 18.0], N5SFtzzhBl, 5712576]
[paragraph, [391.0, 590.0, 181.0, 18.0], N5SFtzzhBl, 5712576]
[paragraph, [391.0, 608.0, 181.0, 18.0], N5SFtzzhBl, 5712576]
[paragraph, [391.0, 626.0, 181.0, 18.0], N5SFtzzhBl, 5712576]
[paragraph, [391.0, 644.0, 181.0, 18.0], N5SFtzzhBl, 5712576]
[paragraph, [391.0, 662.0, 181.0, 18.0], N5SFtzzhBl, 5712576]
[paragraph, [391.0, 680.0, 181.0, 18.0], N5SFtzzhBl, 5712576]
[paragraph, [391.0, 698.0, 181.0, 18.0], N5SFtzzhBl, 5712576]
[paragraph, [391.0, 716.0, 181.0, 18.0], N5SFtzzhBl, 5712576]
[paragraph, [391.0, 734.0, 181.0, 18.0], N5SFtzzhBl, 5712576]
[paragraph, [32.0, 676.0, 183.0, 18.0], shoonya_5s1UZNC5WH47IE, 5712576]
[paragraph, [32.0, 694.0, 183.0, 18.0], shoonya_5s1UZNC5WH47IE, 5712576]
[paragraph, [32.0, 712.0, 183.0, 18.0], shoonya_5s1UZNC5WH47IE, 5712576]
[paragraph, [32.0, 730.0, 183.0, 18.0], shoonya_5s1UZNC5WH47IE, 5712576]
[folio, [61.0, 765.0, 109.0, 18.0], 6vScluKj55, 5712576]
