[1152, 739]
[section-title, [292.0, 104.0, 116.0, 30.0], shoonya_2sAF227ORKPGL7, 5741082]
[paragraph, [93.0, 157.0, 568.0, 18.0], shoonya_0sLQ3CB8HP364N, 5741082]
[paragraph, [93.0, 175.0, 568.0, 18.0], shoonya_0sLQ3CB8HP364N, 5741082]
[paragraph, [93.0, 193.0, 568.0, 18.0], shoonya_0sLQ3CB8HP364N, 5741082]
[paragraph, [93.0, 211.0, 568.0, 18.0], shoonya_0sLQ3CB8HP364N, 5741082]
[paragraph, [93.0, 229.0, 568.0, 18.0], shoonya_0sLQ3CB8HP364N, 5741082]
[paragraph, [153.0, 266.0, 314.0, 18.0], lX9Qfqz9Op, 5741082]
[paragraph, [153.0, 284.0, 314.0, 18.0], lX9Qfqz9Op, 5741082]
[paragraph, [95.0, 313.0, 550.0, 18.0], -jbD-YINj6, 5741082]
[paragraph, [95.0, 331.0, 550.0, 18.0], -jbD-YINj6, 5741082]
[paragraph, [95.0, 349.0, 550.0, 18.0], -jbD-YINj6, 5741082]
[paragraph, [95.0, 367.0, 550.0, 18.0], -jbD-YINj6, 5741082]
[paragraph, [95.0, 385.0, 550.0, 18.0], -jbD-YINj6, 5741082]
[paragraph, [96.0, 420.0, 549.0, 18.0], 1aFmKliY1c, 5741082]
[paragraph, [96.0, 438.0, 549.0, 18.0], 1aFmKliY1c, 5741082]
[paragraph, [96.0, 456.0, 549.0, 18.0], 1aFmKliY1c, 5741082]
[paragraph, [96.0, 474.0, 549.0, 18.0], 1aFmKliY1c, 5741082]
[paragraph, [96.0, 492.0, 549.0, 18.0], 1aFmKliY1c, 5741082]
[paragraph, [91.0, 530.0, 551.0, 18.0], RPDYtpYpMS, 5741082]
[paragraph, [91.0, 548.0, 551.0, 18.0], RPDYtpYpMS, 5741082]
[paragraph, [91.0, 566.0, 551.0, 18.0], RPDYtpYpMS, 5741082]
[paragraph, [96.0, 603.0, 555.0, 18.0], lo6Cv4t9Ip, 5741082]
[paragraph, [96.0, 621.0, 555.0, 18.0], lo6Cv4t9Ip, 5741082]
[paragraph, [96.0, 639.0, 555.0, 18.0], lo6Cv4t9Ip, 5741082]
[paragraph, [96.0, 657.0, 555.0, 18.0], lo6Cv4t9Ip, 5741082]
[paragraph, [96.0, 675.0, 555.0, 18.0], lo6Cv4t9Ip, 5741082]
[paragraph, [96.0, 710.0, 543.0, 18.0], PgicFjGltP, 5741082]
[paragraph, [96.0, 728.0, 543.0, 18.0], PgicFjGltP, 5741082]
[paragraph, [96.0, 746.0, 543.0, 18.0], PgicFjGltP, 5741082]
[paragraph, [91.0, 786.0, 549.0, 18.0], 86yxZllKaw, 5741082]
[paragraph, [91.0, 804.0, 549.0, 18.0], 86yxZllKaw, 5741082]
[paragraph, [91.0, 822.0, 549.0, 18.0], 86yxZllKaw, 5741082]
[paragraph, [88.0, 864.0, 578.0, 18.0], 65xEhK8AQ7, 5741082]
[paragraph, [88.0, 882.0, 578.0, 18.0], 65xEhK8AQ7, 5741082]
[paragraph, [88.0, 900.0, 578.0, 18.0], 65xEhK8AQ7, 5741082]
[paragraph, [88.0, 918.0, 578.0, 18.0], 65xEhK8AQ7, 5741082]
[paragraph, [88.0, 936.0, 578.0, 18.0], 65xEhK8AQ7, 5741082]
[paragraph, [88.0, 954.0, 578.0, 18.0], 65xEhK8AQ7, 5741082]
[paragraph, [88.0, 972.0, 578.0, 18.0], 65xEhK8AQ7, 5741082]
[footnote, [427.0, 1113.0, 253.0, 18.0], pQZDxRv5Tx, 5741082]
