[1638, 1027]
[sidebar, [6.0, 138.0, 465.0, 36.0], QBh4RkcPMY, 5654619]
[sidebar, [6.0, 174.0, 465.0, 36.0], QBh4RkcPMY, 5654619]
[sidebar, [6.0, 210.0, 465.0, 36.0], QBh4RkcPMY, 5654619]
[sidebar, [6.0, 246.0, 465.0, 36.0], QBh4RkcPMY, 5654619]
[sidebar, [6.0, 282.0, 465.0, 36.0], QBh4RkcPMY, 5654619]
[sidebar, [6.0, 318.0, 465.0, 36.0], QBh4RkcPMY, 5654619]
[sidebar, [6.0, 354.0, 465.0, 36.0], QBh4RkcPMY, 5654619]
[sidebar, [6.0, 390.0, 465.0, 36.0], QBh4RkcPMY, 5654619]
[sidebar, [6.0, 426.0, 465.0, 36.0], QBh4RkcPMY, 5654619]
[sidebar, [6.0, 462.0, 465.0, 36.0], QBh4RkcPMY, 5654619]
[paragraph, [477.0, 143.0, 417.0, 36.0], shoonya_5sLQLWKVEDNOIZ, 5654619]
[ordered-list, [480.0, 196.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 232.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 268.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 304.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 340.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 376.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 412.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 448.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 484.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 520.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 556.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 592.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 628.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 664.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 700.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 736.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 772.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 808.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 844.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 880.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 916.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 952.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 988.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 1024.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 1060.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 1096.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 1132.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 1168.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 1204.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 1240.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 1276.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 1312.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 1348.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 1384.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[ordered-list, [480.0, 1420.0, 426.0, 36.0], shoonya_0s55FVSIRQOMYH, 5654619]
[paragraph, [39.0, 517.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 553.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 589.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 625.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 661.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 697.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 733.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 769.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 805.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 841.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 877.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 913.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 949.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 985.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 1021.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 1057.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 1093.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 1129.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 1165.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 1201.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 1237.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 1273.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 1309.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 1345.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 1381.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[paragraph, [39.0, 1417.0, 424.0, 36.0], shoonya_1s0VODVOF66K70, 5654619]
[folio, [29.0, 1498.0, 169.0, 36.0], shoonya_6s5XLJP35VWMF0, 5654619]
