[1050, 693]
[folio, [83.0, 84.0, 85.0, 18.0], shoonya_1sP5ENUQ47EWGF, 5702608]
[folio, [83.0, 102.0, 85.0, 18.0], shoonya_1sP5ENUQ47EWGF, 5702608]
[paragraph, [79.0, 132.0, 523.0, 18.0], th4vWUsshM, 5702608]
[paragraph, [79.0, 150.0, 523.0, 18.0], th4vWUsshM, 5702608]
[paragraph, [79.0, 168.0, 523.0, 18.0], th4vWUsshM, 5702608]
[paragraph, [84.0, 200.0, 520.0, 18.0], kJfYK_orMM, 5702608]
[paragraph, [84.0, 218.0, 520.0, 18.0], kJfYK_orMM, 5702608]
[paragraph, [84.0, 236.0, 520.0, 18.0], kJfYK_orMM, 5702608]
[paragraph, [84.0, 254.0, 520.0, 18.0], kJfYK_orMM, 5702608]
[paragraph, [84.0, 272.0, 520.0, 18.0], kJfYK_orMM, 5702608]
[paragraph, [86.0, 296.0, 525.0, 18.0], JjF2ir5rxM, 5702608]
[paragraph, [86.0, 314.0, 525.0, 18.0], JjF2ir5rxM, 5702608]
[paragraph, [86.0, 332.0, 525.0, 18.0], JjF2ir5rxM, 5702608]
[paragraph, [86.0, 350.0, 525.0, 18.0], JjF2ir5rxM, 5702608]
[paragraph, [86.0, 368.0, 525.0, 18.0], JjF2ir5rxM, 5702608]
[paragraph, [85.0, 398.0, 519.0, 18.0], zqt0d4Xd5H, 5702608]
[paragraph, [85.0, 416.0, 519.0, 18.0], zqt0d4Xd5H, 5702608]
[paragraph, [85.0, 434.0, 519.0, 18.0], zqt0d4Xd5H, 5702608]
[paragraph, [85.0, 452.0, 519.0, 18.0], zqt0d4Xd5H, 5702608]
[paragraph, [85.0, 470.0, 519.0, 18.0], zqt0d4Xd5H, 5702608]
[paragraph, [85.0, 488.0, 519.0, 18.0], zqt0d4Xd5H, 5702608]
[paragraph, [85.0, 506.0, 519.0, 18.0], zqt0d4Xd5H, 5702608]
[paragraph, [85.0, 524.0, 519.0, 18.0], zqt0d4Xd5H, 5702608]
[paragraph, [88.0, 554.0, 519.0, 18.0], z8Os_BCDCz, 5702608]
[paragraph, [88.0, 572.0, 519.0, 18.0], z8Os_BCDCz, 5702608]
[paragraph, [88.0, 590.0, 519.0, 18.0], z8Os_BCDCz, 5702608]
[paragraph, [88.0, 608.0, 519.0, 18.0], z8Os_BCDCz, 5702608]
[paragraph, [88.0, 626.0, 519.0, 18.0], z8Os_BCDCz, 5702608]
[paragraph, [88.0, 644.0, 519.0, 18.0], z8Os_BCDCz, 5702608]
[paragraph, [91.0, 682.0, 520.0, 18.0], shoonya_0sRP4D76JZ82TY, 5702608]
[paragraph, [91.0, 700.0, 520.0, 18.0], shoonya_0sRP4D76JZ82TY, 5702608]
[paragraph, [91.0, 718.0, 520.0, 18.0], shoonya_0sRP4D76JZ82TY, 5702608]
[paragraph, [91.0, 736.0, 520.0, 18.0], shoonya_0sRP4D76JZ82TY, 5702608]
[paragraph, [91.0, 754.0, 520.0, 18.0], shoonya_0sRP4D76JZ82TY, 5702608]
[paragraph, [91.0, 772.0, 520.0, 18.0], shoonya_0sRP4D76JZ82TY, 5702608]
[paragraph, [91.0, 790.0, 520.0, 18.0], shoonya_0sRP4D76JZ82TY, 5702608]
[paragraph, [91.0, 808.0, 520.0, 18.0], shoonya_0sRP4D76JZ82TY, 5702608]
[paragraph, [91.0, 826.0, 520.0, 18.0], shoonya_0sRP4D76JZ82TY, 5702608]
[paragraph, [91.0, 844.0, 520.0, 18.0], shoonya_0sRP4D76JZ82TY, 5702608]
[paragraph, [91.0, 862.0, 520.0, 18.0], shoonya_0sRP4D76JZ82TY, 5702608]
[paragraph, [91.0, 880.0, 520.0, 18.0], shoonya_0sRP4D76JZ82TY, 5702608]
[paragraph, [94.0, 906.0, 517.0, 18.0], 77nnT11C2-, 5702608]
[paragraph, [94.0, 924.0, 517.0, 18.0], 77nnT11C2-, 5702608]
[paragraph, [94.0, 942.0, 517.0, 18.0], 77nnT11C2-, 5702608]
