[872, 605]
[section-title, [255.0, 29.0, 103.0, 30.0], pp1QMtcezV, 6457420]
[folio, [36.0, 33.0, 83.0, 18.0], mfcE_4HMHB, 6457420]
[paragraph, [34.0, 72.0, 267.0, 18.0], shoonya_0s3A9L1AFK1XCL, 6457420]
[paragraph, [34.0, 90.0, 267.0, 18.0], shoonya_0s3A9L1AFK1XCL, 6457420]
[paragraph, [302.0, 72.0, 245.0, 18.0], 7Au-pzljgi, 6457420]
[paragraph, [302.0, 90.0, 245.0, 18.0], 7Au-pzljgi, 6457420]
[paragraph, [301.0, 109.0, 212.0, 18.0], FdRoduBJtL, 6457420]
[paragraph, [36.0, 112.0, 265.0, 18.0], uu23Un0DUA, 6457420]
[paragraph, [36.0, 130.0, 265.0, 18.0], uu23Un0DUA, 6457420]
[paragraph, [300.0, 131.0, 265.0, 18.0], yeSvoq3Rdy, 6457420]
[paragraph, [50.0, 150.0, 182.0, 18.0], Ln65QAGZee, 6457420]
[paragraph, [316.0, 164.0, 202.0, 18.0], jSXgsc2hfA, 6457420]
[paragraph, [36.0, 170.0, 258.0, 18.0], msAjqn9lP4, 6457420]
[paragraph, [36.0, 188.0, 258.0, 18.0], msAjqn9lP4, 6457420]
[paragraph, [303.0, 179.0, 260.0, 18.0], TQ7OkvQGbe, 6457420]
[paragraph, [303.0, 197.0, 260.0, 18.0], TQ7OkvQGbe, 6457420]
[paragraph, [38.0, 209.0, 247.0, 18.0], bR40RNUTCO, 6457420]
[paragraph, [38.0, 227.0, 247.0, 18.0], bR40RNUTCO, 6457420]
[paragraph, [301.0, 217.0, 256.0, 18.0], wTsflBxLn-, 6457420]
[paragraph, [302.0, 240.0, 264.0, 18.0], rn1Fo-UNxZ, 6457420]
[paragraph, [37.0, 247.0, 264.0, 18.0], _GMf9arY7H, 6457420]
[paragraph, [37.0, 265.0, 264.0, 18.0], _GMf9arY7H, 6457420]
[paragraph, [37.0, 283.0, 264.0, 18.0], _GMf9arY7H, 6457420]
[paragraph, [303.0, 271.0, 264.0, 18.0], W2kzGnXc2L, 6457420]
[paragraph, [303.0, 289.0, 264.0, 18.0], W2kzGnXc2L, 6457420]
[paragraph, [303.0, 307.0, 264.0, 18.0], W2kzGnXc2L, 6457420]
[paragraph, [303.0, 325.0, 264.0, 18.0], W2kzGnXc2L, 6457420]
[paragraph, [303.0, 343.0, 264.0, 18.0], W2kzGnXc2L, 6457420]
[paragraph, [303.0, 361.0, 264.0, 18.0], W2kzGnXc2L, 6457420]
[paragraph, [303.0, 379.0, 264.0, 18.0], W2kzGnXc2L, 6457420]
[paragraph, [303.0, 397.0, 264.0, 18.0], W2kzGnXc2L, 6457420]
[paragraph, [303.0, 415.0, 264.0, 18.0], W2kzGnXc2L, 6457420]
[paragraph, [303.0, 433.0, 264.0, 18.0], W2kzGnXc2L, 6457420]
[paragraph, [303.0, 451.0, 264.0, 18.0], W2kzGnXc2L, 6457420]
[paragraph, [303.0, 469.0, 264.0, 18.0], W2kzGnXc2L, 6457420]
[paragraph, [303.0, 487.0, 264.0, 18.0], W2kzGnXc2L, 6457420]
[paragraph, [35.0, 319.0, 262.0, 18.0], Q9R9rfwyEl, 6457420]
[paragraph, [35.0, 337.0, 262.0, 18.0], Q9R9rfwyEl, 6457420]
[paragraph, [51.0, 352.0, 250.0, 18.0], 0u5VWE2cZ_, 6457420]
[paragraph, [53.0, 371.0, 184.0, 18.0], KnTz8z--zu, 6457420]
[paragraph, [52.0, 389.0, 177.0, 18.0], XpEG4FcW7N, 6457420]
[paragraph, [35.0, 411.0, 259.0, 18.0], dUqP9V98XB, 6457420]
[paragraph, [35.0, 429.0, 259.0, 18.0], dUqP9V98XB, 6457420]
[paragraph, [37.0, 451.0, 265.0, 18.0], -YugvJM2G1, 6457420]
[paragraph, [37.0, 469.0, 265.0, 18.0], -YugvJM2G1, 6457420]
[paragraph, [36.0, 487.0, 266.0, 18.0], -BwqL56_R6, 6457420]
[paragraph, [36.0, 505.0, 266.0, 18.0], -BwqL56_R6, 6457420]
[paragraph, [36.0, 523.0, 266.0, 18.0], -BwqL56_R6, 6457420]
[paragraph, [36.0, 541.0, 266.0, 18.0], -BwqL56_R6, 6457420]
[paragraph, [306.0, 519.0, 220.0, 18.0], cNnrtfmL8g, 6457420]
[paragraph, [304.0, 540.0, 263.0, 18.0], TKcHtzGOYg, 6457420]
[paragraph, [304.0, 558.0, 263.0, 18.0], TKcHtzGOYg, 6457420]
[paragraph, [36.0, 558.0, 266.0, 18.0], k6KFiJIh98, 6457420]
[paragraph, [36.0, 576.0, 266.0, 18.0], k6KFiJIh98, 6457420]
[paragraph, [318.0, 575.0, 64.0, 18.0], LtZkPHZlGN, 6457420]
[paragraph, [304.0, 595.0, 262.0, 18.0], UiB-rirl3g, 6457420]
[paragraph, [37.0, 596.0, 267.0, 18.0], jyvnJMZgHH, 6457420]
