[1755, 1240]
[folio, [643.0, 74.0, 480.0, 36.0], eHOX5A0nQ3, 5743883]
[paragraph, [196.0, 206.0, 939.0, 36.0], skXxtBhiVE, 5743883]
[paragraph, [196.0, 242.0, 939.0, 36.0], skXxtBhiVE, 5743883]
[paragraph, [196.0, 278.0, 939.0, 36.0], skXxtBhiVE, 5743883]
[paragraph, [196.0, 314.0, 939.0, 36.0], skXxtBhiVE, 5743883]
[paragraph, [196.0, 350.0, 939.0, 36.0], skXxtBhiVE, 5743883]
[paragraph, [196.0, 386.0, 939.0, 36.0], skXxtBhiVE, 5743883]
[paragraph, [196.0, 422.0, 939.0, 36.0], skXxtBhiVE, 5743883]
[paragraph, [196.0, 458.0, 939.0, 36.0], skXxtBhiVE, 5743883]
[paragraph, [196.0, 494.0, 939.0, 36.0], skXxtBhiVE, 5743883]
[paragraph, [196.0, 570.0, 933.0, 36.0], 3DLxVZcWF9, 5743883]
[paragraph, [196.0, 606.0, 933.0, 36.0], 3DLxVZcWF9, 5743883]
[paragraph, [196.0, 642.0, 933.0, 36.0], 3DLxVZcWF9, 5743883]
[paragraph, [196.0, 678.0, 933.0, 36.0], 3DLxVZcWF9, 5743883]
[section-title, [199.0, 725.0, 406.0, 49.5], g7j2PA4Cz6, 5743883]
[paragraph, [193.0, 786.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 822.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 858.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 894.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 930.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 966.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 1002.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 1038.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 1074.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 1110.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 1146.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 1182.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 1218.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 1254.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 1290.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 1326.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 1362.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 1398.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 1434.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 1470.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 1506.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
[paragraph, [193.0, 1542.0, 942.0, 36.0], vZ4OYKWytt, 5743883]
