[1650, 1275]
[headline, [488.0, 90.0, 490.0, 37.5], c9ye2Yjdjh, 6471870]
[paragraph, [636.0, 195.0, 525.0, 36.0], ONyfsDNriN, 6471870]
[paragraph, [636.0, 231.0, 525.0, 36.0], ONyfsDNriN, 6471870]
[author, [294.0, 213.0, 205.0, 36.0], oftX5GeJ3x, 6471870]
[paragraph, [259.0, 277.0, 329.0, 36.0], T6A0R-HLi1, 6471870]
[paragraph, [259.0, 313.0, 329.0, 36.0], T6A0R-HLi1, 6471870]
[paragraph, [643.0, 304.0, 522.0, 36.0], 6ze1TIatwL, 6471870]
[paragraph, [643.0, 340.0, 522.0, 36.0], 6ze1TIatwL, 6471870]
[paragraph, [106.0, 382.0, 523.0, 36.0], dG-LmeNtfD, 6471870]
[paragraph, [106.0, 418.0, 523.0, 36.0], dG-LmeNtfD, 6471870]
[paragraph, [106.0, 454.0, 523.0, 36.0], dG-LmeNtfD, 6471870]
[paragraph, [106.0, 490.0, 523.0, 36.0], dG-LmeNtfD, 6471870]
[paragraph, [641.0, 383.0, 526.0, 36.0], P0Hoa4TtnT, 6471870]
[paragraph, [646.0, 492.0, 528.0, 36.0], 0ZNk9oEjd-, 6471870]
[paragraph, [646.0, 528.0, 528.0, 36.0], 0ZNk9oEjd-, 6471870]
[paragraph, [646.0, 564.0, 528.0, 36.0], 0ZNk9oEjd-, 6471870]
[paragraph, [646.0, 600.0, 528.0, 36.0], 0ZNk9oEjd-, 6471870]
[paragraph, [646.0, 636.0, 528.0, 36.0], 0ZNk9oEjd-, 6471870]
[paragraph, [646.0, 672.0, 528.0, 36.0], 0ZNk9oEjd-, 6471870]
[paragraph, [646.0, 708.0, 528.0, 36.0], 0ZNk9oEjd-, 6471870]
[paragraph, [646.0, 744.0, 528.0, 36.0], 0ZNk9oEjd-, 6471870]
[paragraph, [646.0, 780.0, 528.0, 36.0], 0ZNk9oEjd-, 6471870]
[paragraph, [101.0, 573.0, 533.0, 36.0], p7mxkx0aSf, 6471870]
[paragraph, [101.0, 609.0, 533.0, 36.0], p7mxkx0aSf, 6471870]
[paragraph, [101.0, 645.0, 533.0, 36.0], p7mxkx0aSf, 6471870]
[paragraph, [101.0, 681.0, 533.0, 36.0], p7mxkx0aSf, 6471870]
[paragraph, [101.0, 717.0, 533.0, 36.0], p7mxkx0aSf, 6471870]
[paragraph, [101.0, 753.0, 533.0, 36.0], p7mxkx0aSf, 6471870]
[paragraph, [101.0, 789.0, 533.0, 36.0], p7mxkx0aSf, 6471870]
[paragraph, [101.0, 825.0, 533.0, 36.0], p7mxkx0aSf, 6471870]
[paragraph, [638.0, 871.0, 535.0, 36.0], Q4Z02d_n4N, 6471870]
[paragraph, [638.0, 907.0, 535.0, 36.0], Q4Z02d_n4N, 6471870]
[paragraph, [638.0, 943.0, 535.0, 36.0], Q4Z02d_n4N, 6471870]
[paragraph, [638.0, 979.0, 535.0, 36.0], Q4Z02d_n4N, 6471870]
[paragraph, [638.0, 1015.0, 535.0, 36.0], Q4Z02d_n4N, 6471870]
[paragraph, [638.0, 1051.0, 535.0, 36.0], Q4Z02d_n4N, 6471870]
[paragraph, [638.0, 1087.0, 535.0, 36.0], Q4Z02d_n4N, 6471870]
[paragraph, [638.0, 1123.0, 535.0, 36.0], Q4Z02d_n4N, 6471870]
[paragraph, [638.0, 1159.0, 535.0, 36.0], Q4Z02d_n4N, 6471870]
[paragraph, [638.0, 1195.0, 535.0, 36.0], Q4Z02d_n4N, 6471870]
[paragraph, [638.0, 1231.0, 535.0, 36.0], Q4Z02d_n4N, 6471870]
[paragraph, [638.0, 1267.0, 535.0, 36.0], Q4Z02d_n4N, 6471870]
[paragraph, [103.0, 899.0, 531.0, 36.0], NdayhijACK, 6471870]
[paragraph, [103.0, 935.0, 531.0, 36.0], NdayhijACK, 6471870]
[paragraph, [103.0, 971.0, 531.0, 36.0], NdayhijACK, 6471870]
[paragraph, [103.0, 1007.0, 531.0, 36.0], NdayhijACK, 6471870]
[paragraph, [103.0, 1043.0, 531.0, 36.0], NdayhijACK, 6471870]
[paragraph, [103.0, 1079.0, 531.0, 36.0], NdayhijACK, 6471870]
[paragraph, [101.0, 1139.0, 533.0, 36.0], shoonya_0s7F9OFMKJ54O2, 6471870]
[paragraph, [101.0, 1175.0, 533.0, 36.0], shoonya_0s7F9OFMKJ54O2, 6471870]
[paragraph, [101.0, 1211.0, 533.0, 36.0], shoonya_0s7F9OFMKJ54O2, 6471870]
[paragraph, [101.0, 1247.0, 533.0, 36.0], shoonya_0s7F9OFMKJ54O2, 6471870]
[paragraph, [101.0, 1283.0, 533.0, 36.0], shoonya_0s7F9OFMKJ54O2, 6471870]
[paragraph, [101.0, 1319.0, 533.0, 36.0], shoonya_0s7F9OFMKJ54O2, 6471870]
[paragraph, [101.0, 1355.0, 533.0, 36.0], shoonya_0s7F9OFMKJ54O2, 6471870]
[paragraph, [101.0, 1391.0, 533.0, 36.0], shoonya_0s7F9OFMKJ54O2, 6471870]
[paragraph, [101.0, 1427.0, 533.0, 36.0], shoonya_0s7F9OFMKJ54O2, 6471870]
[paragraph, [101.0, 1463.0, 533.0, 36.0], shoonya_0s7F9OFMKJ54O2, 6471870]
[paragraph, [636.0, 1330.0, 542.0, 36.0], m78UToPD-D, 6471870]
[paragraph, [636.0, 1366.0, 542.0, 36.0], m78UToPD-D, 6471870]
[paragraph, [636.0, 1402.0, 542.0, 36.0], m78UToPD-D, 6471870]
[paragraph, [636.0, 1438.0, 542.0, 36.0], m78UToPD-D, 6471870]
[folio, [175.0, 1520.0, 389.0, 36.0], _qyxYtCBu9, 6471870]
