[1320, 1176]
[section-title, [258.0, 85.0, 607.0, 30.0], shoonya_0sGBNL9WGDAMG5, 5693840]
[section-title, [258.0, 115.0, 607.0, 30.0], shoonya_0sGBNL9WGDAMG5, 5693840]
[section-title, [258.0, 145.0, 607.0, 30.0], shoonya_0sGBNL9WGDAMG5, 5693840]
[section-title, [258.0, 175.0, 607.0, 30.0], shoonya_0sGBNL9WGDAMG5, 5693840]
[section-title, [258.0, 205.0, 607.0, 30.0], shoonya_0sGBNL9WGDAMG5, 5693840]
[section-title, [258.0, 235.0, 607.0, 30.0], shoonya_0sGBNL9WGDAMG5, 5693840]
[section-title, [258.0, 265.0, 607.0, 30.0], shoonya_0sGBNL9WGDAMG5, 5693840]
[author, [170.0, 336.0, 764.0, 18.0], 7XbxaEf2rR, 5693840]
[author, [170.0, 354.0, 764.0, 18.0], 7XbxaEf2rR, 5693840]
[author, [170.0, 372.0, 764.0, 18.0], 7XbxaEf2rR, 5693840]
[contact-info, [828.0, 393.0, 165.0, 18.0], EuLH5Qa-V1, 5693840]
[contact-info, [828.0, 411.0, 165.0, 18.0], EuLH5Qa-V1, 5693840]
[contact-info, [129.0, 394.0, 145.0, 18.0], 8Tpe_rXqC6, 5693840]
[contact-info, [358.0, 394.0, 355.0, 18.0], qfKOBF6NSW, 5693840]
[author, [419.0, 434.0, 277.0, 18.0], 69MzERLUcj, 5693840]
[folio, [92.0, 461.0, 944.0, 18.0], 8JEK_N0Xnw, 5693840]
[folio, [92.0, 479.0, 944.0, 18.0], 8JEK_N0Xnw, 5693840]
[folio, [92.0, 497.0, 944.0, 18.0], 8JEK_N0Xnw, 5693840]
[folio, [92.0, 515.0, 944.0, 18.0], 8JEK_N0Xnw, 5693840]
[folio, [898.0, 487.0, 117.0, 18.0], 3DXfCZWOps, 5693840]
[folio, [898.0, 505.0, 117.0, 18.0], 3DXfCZWOps, 5693840]
[folio, [111.0, 488.0, 108.0, 18.0], BdNeyoL23d, 5693840]
[section-title, [161.0, 541.0, 446.0, 30.0], LWoznb1_QD, 5693840]
[paragraph, [154.0, 593.0, 897.0, 18.0], 4mg_SzZrXT, 5693840]
[paragraph, [154.0, 611.0, 897.0, 18.0], 4mg_SzZrXT, 5693840]
[paragraph, [154.0, 629.0, 897.0, 18.0], 4mg_SzZrXT, 5693840]
[paragraph, [154.0, 647.0, 897.0, 18.0], 4mg_SzZrXT, 5693840]
[paragraph, [154.0, 665.0, 897.0, 18.0], 4mg_SzZrXT, 5693840]
[paragraph, [154.0, 683.0, 897.0, 18.0], 4mg_SzZrXT, 5693840]
[paragraph, [154.0, 701.0, 897.0, 18.0], 4mg_SzZrXT, 5693840]
[paragraph, [154.0, 719.0, 897.0, 18.0], 4mg_SzZrXT, 5693840]
[paragraph, [154.0, 737.0, 897.0, 18.0], 4mg_SzZrXT, 5693840]
[paragraph, [154.0, 755.0, 897.0, 18.0], 4mg_SzZrXT, 5693840]
[paragraph, [154.0, 773.0, 897.0, 18.0], 4mg_SzZrXT, 5693840]
[paragraph, [158.0, 603.0, 895.0, 18.0], PPjZCQ9xBH, 5693840]
[paragraph, [158.0, 621.0, 895.0, 18.0], PPjZCQ9xBH, 5693840]
[paragraph, [158.0, 639.0, 895.0, 18.0], PPjZCQ9xBH, 5693840]
[paragraph, [158.0, 657.0, 895.0, 18.0], PPjZCQ9xBH, 5693840]
[paragraph, [158.0, 675.0, 895.0, 18.0], PPjZCQ9xBH, 5693840]
[paragraph, [158.0, 693.0, 895.0, 18.0], PPjZCQ9xBH, 5693840]
[paragraph, [158.0, 711.0, 895.0, 18.0], PPjZCQ9xBH, 5693840]
[paragraph, [158.0, 729.0, 895.0, 18.0], PPjZCQ9xBH, 5693840]
[paragraph, [158.0, 747.0, 895.0, 18.0], PPjZCQ9xBH, 5693840]
[paragraph, [158.0, 765.0, 895.0, 18.0], PPjZCQ9xBH, 5693840]
[answer, [161.0, 1070.0, 883.0, 18.0], alIO5z6IaC, 5693840]
[answer, [161.0, 1088.0, 883.0, 18.0], alIO5z6IaC, 5693840]
[answer, [161.0, 1106.0, 883.0, 18.0], alIO5z6IaC, 5693840]
[answer, [161.0, 1124.0, 883.0, 18.0], alIO5z6IaC, 5693840]
[answer, [161.0, 1142.0, 883.0, 18.0], alIO5z6IaC, 5693840]
[answer, [161.0, 1160.0, 883.0, 18.0], alIO5z6IaC, 5693840]
