[1650, 1275]
[paragraph, [186.0, 140.0, 902.0, 36.0], shoonya_1sRNBJFEGMFSQQ, 5704213]
[paragraph, [186.0, 176.0, 902.0, 36.0], shoonya_1sRNBJFEGMFSQQ, 5704213]
[paragraph, [186.0, 212.0, 902.0, 36.0], shoonya_1sRNBJFEGMFSQQ, 5704213]
[paragraph, [186.0, 248.0, 902.0, 36.0], shoonya_1sRNBJFEGMFSQQ, 5704213]
[paragraph, [184.0, 316.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 352.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 388.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 424.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 460.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 496.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 532.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 568.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 604.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 640.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 676.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 712.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 748.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 784.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 820.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 856.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 892.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 928.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 964.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 1000.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 1036.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 1072.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 1108.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 1144.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 1180.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 1216.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 1252.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 1288.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 1324.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 1360.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
[paragraph, [184.0, 1396.0, 905.0, 36.0], shoonya_2sOMALDLCZPU2R, 5704213]
