[2427, 1815]
[headline, [696.0, 129.0, 781.0, 67.5], shoonya_7sOKZEDGQYUVM5, 5694280]
[paragraph, [81.0, 227.0, 594.0, 36.0], shoonya_1sXKMJYNB3LVIO, 5694280]
[paragraph, [81.0, 263.0, 594.0, 36.0], shoonya_1sXKMJYNB3LVIO, 5694280]
[paragraph, [81.0, 299.0, 594.0, 36.0], shoonya_1sXKMJYNB3LVIO, 5694280]
[paragraph, [81.0, 335.0, 594.0, 36.0], shoonya_1sXKMJYNB3LVIO, 5694280]
[paragraph, [81.0, 371.0, 594.0, 36.0], shoonya_1sXKMJYNB3LVIO, 5694280]
[paragraph, [81.0, 407.0, 594.0, 36.0], shoonya_1sXKMJYNB3LVIO, 5694280]
[paragraph, [81.0, 443.0, 594.0, 36.0], shoonya_1sXKMJYNB3LVIO, 5694280]
[paragraph, [81.0, 479.0, 594.0, 36.0], shoonya_1sXKMJYNB3LVIO, 5694280]
[paragraph, [81.0, 515.0, 594.0, 36.0], shoonya_1sXKMJYNB3LVIO, 5694280]
[paragraph, [81.0, 551.0, 594.0, 36.0], shoonya_1sXKMJYNB3LVIO, 5694280]
[paragraph, [81.0, 587.0, 594.0, 36.0], shoonya_1sXKMJYNB3LVIO, 5694280]
[paragraph, [81.0, 623.0, 594.0, 36.0], shoonya_1sXKMJYNB3LVIO, 5694280]
[paragraph, [81.0, 659.0, 594.0, 36.0], shoonya_1sXKMJYNB3LVIO, 5694280]
[paragraph, [81.0, 695.0, 594.0, 36.0], shoonya_1sXKMJYNB3LVIO, 5694280]
[paragraph, [81.0, 731.0, 594.0, 36.0], shoonya_1sXKMJYNB3LVIO, 5694280]
[paragraph, [81.0, 767.0, 594.0, 36.0], shoonya_1sXKMJYNB3LVIO, 5694280]
[paragraph, [81.0, 803.0, 594.0, 36.0], shoonya_1sXKMJYNB3LVIO, 5694280]
[paragraph, [82.0, 874.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 910.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 946.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 982.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 1018.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 1054.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 1090.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 1126.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 1162.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 1198.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 1234.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 1270.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 1306.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 1342.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 1378.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 1414.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 1450.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 1486.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 1522.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 1558.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 1594.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 1630.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [82.0, 1666.0, 595.0, 36.0], shoonya_0s849D7WLXC2GC, 5694280]
[paragraph, [691.0, 1383.0, 597.0, 36.0], shoonya_3sDPPL95P0BRJP, 5694280]
[paragraph, [691.0, 1419.0, 597.0, 36.0], shoonya_3sDPPL95P0BRJP, 5694280]
[paragraph, [691.0, 1455.0, 597.0, 36.0], shoonya_3sDPPL95P0BRJP, 5694280]
[paragraph, [691.0, 1491.0, 597.0, 36.0], shoonya_3sDPPL95P0BRJP, 5694280]
[paragraph, [691.0, 1527.0, 597.0, 36.0], shoonya_3sDPPL95P0BRJP, 5694280]
[paragraph, [691.0, 1563.0, 597.0, 36.0], shoonya_3sDPPL95P0BRJP, 5694280]
[paragraph, [691.0, 1599.0, 597.0, 36.0], shoonya_3sDPPL95P0BRJP, 5694280]
[paragraph, [691.0, 1635.0, 597.0, 36.0], shoonya_3sDPPL95P0BRJP, 5694280]
[paragraph, [691.0, 1671.0, 597.0, 36.0], shoonya_3sDPPL95P0BRJP, 5694280]
[paragraph, [691.0, 1707.0, 597.0, 36.0], shoonya_3sDPPL95P0BRJP, 5694280]
[sidebar, [1300.0, 1410.0, 254.0, 36.0], 6qwDnaZdE-, 5694280]
[sidebar, [1300.0, 1446.0, 254.0, 36.0], 6qwDnaZdE-, 5694280]
[sidebar, [1300.0, 1482.0, 254.0, 36.0], 6qwDnaZdE-, 5694280]
[sidebar, [1300.0, 1518.0, 254.0, 36.0], 6qwDnaZdE-, 5694280]
[sidebar, [1300.0, 1554.0, 254.0, 36.0], 6qwDnaZdE-, 5694280]
[sidebar, [1300.0, 1590.0, 254.0, 36.0], 6qwDnaZdE-, 5694280]
[sidebar, [1300.0, 1626.0, 254.0, 36.0], 6qwDnaZdE-, 5694280]
[sidebar, [1300.0, 1662.0, 254.0, 36.0], 6qwDnaZdE-, 5694280]
[sidebar, [1300.0, 1698.0, 254.0, 36.0], 6qwDnaZdE-, 5694280]
[sidebar, [1300.0, 1734.0, 254.0, 36.0], 6qwDnaZdE-, 5694280]
[sidebar, [1300.0, 1770.0, 254.0, 36.0], 6qwDnaZdE-, 5694280]
[sidebar, [1300.0, 1806.0, 254.0, 36.0], 6qwDnaZdE-, 5694280]
[sidebar, [1300.0, 1842.0, 254.0, 36.0], 6qwDnaZdE-, 5694280]
[sidebar, [1300.0, 1878.0, 254.0, 36.0], 6qwDnaZdE-, 5694280]
[paragraph, [82.0, 1711.0, 596.0, 36.0], shoonya_2s9URUZZQEJGFE, 5694280]
[paragraph, [82.0, 1747.0, 596.0, 36.0], shoonya_2s9URUZZQEJGFE, 5694280]
[paragraph, [82.0, 1783.0, 596.0, 36.0], shoonya_2s9URUZZQEJGFE, 5694280]
[paragraph, [82.0, 1819.0, 596.0, 36.0], shoonya_2s9URUZZQEJGFE, 5694280]
[paragraph, [82.0, 1855.0, 596.0, 36.0], shoonya_2s9URUZZQEJGFE, 5694280]
[paragraph, [82.0, 1891.0, 596.0, 36.0], shoonya_2s9URUZZQEJGFE, 5694280]
[paragraph, [82.0, 1927.0, 596.0, 36.0], shoonya_2s9URUZZQEJGFE, 5694280]
[paragraph, [82.0, 1963.0, 596.0, 36.0], shoonya_2s9URUZZQEJGFE, 5694280]
[paragraph, [82.0, 1999.0, 596.0, 36.0], shoonya_2s9URUZZQEJGFE, 5694280]
[paragraph, [82.0, 2035.0, 596.0, 36.0], shoonya_2s9URUZZQEJGFE, 5694280]
[paragraph, [82.0, 2071.0, 596.0, 36.0], shoonya_2s9URUZZQEJGFE, 5694280]
[paragraph, [82.0, 2107.0, 596.0, 36.0], shoonya_2s9URUZZQEJGFE, 5694280]
[paragraph, [696.0, 1748.0, 591.0, 36.0], shoonya_4sR3YUEY8MYZAX, 5694280]
[paragraph, [696.0, 1784.0, 591.0, 36.0], shoonya_4sR3YUEY8MYZAX, 5694280]
[paragraph, [696.0, 1820.0, 591.0, 36.0], shoonya_4sR3YUEY8MYZAX, 5694280]
[paragraph, [696.0, 1856.0, 591.0, 36.0], shoonya_4sR3YUEY8MYZAX, 5694280]
[paragraph, [696.0, 1892.0, 591.0, 36.0], shoonya_4sR3YUEY8MYZAX, 5694280]
[paragraph, [696.0, 1928.0, 591.0, 36.0], shoonya_4sR3YUEY8MYZAX, 5694280]
[paragraph, [696.0, 1964.0, 591.0, 36.0], shoonya_4sR3YUEY8MYZAX, 5694280]
[paragraph, [696.0, 2000.0, 591.0, 36.0], shoonya_4sR3YUEY8MYZAX, 5694280]
[paragraph, [696.0, 2036.0, 591.0, 36.0], shoonya_4sR3YUEY8MYZAX, 5694280]
[paragraph, [696.0, 2072.0, 591.0, 36.0], shoonya_4sR3YUEY8MYZAX, 5694280]
[paragraph, [696.0, 2108.0, 591.0, 36.0], shoonya_4sR3YUEY8MYZAX, 5694280]
