[3509, 2482]
[folio, [876.0, 220.0, 454.0, 52.5], 7FD5E8oNln, 5692059]
[paragraph, [235.0, 345.0, 1731.0, 52.5], shoonya_0sY4EB79627CSQ, 5692059]
[paragraph, [235.0, 397.5, 1731.0, 52.5], shoonya_0sY4EB79627CSQ, 5692059]
[paragraph, [235.0, 450.0, 1731.0, 52.5], shoonya_0sY4EB79627CSQ, 5692059]
[paragraph, [235.0, 502.5, 1731.0, 52.5], shoonya_0sY4EB79627CSQ, 5692059]
[paragraph, [235.0, 555.0, 1731.0, 52.5], shoonya_0sY4EB79627CSQ, 5692059]
[paragraph, [235.0, 607.5, 1731.0, 52.5], shoonya_0sY4EB79627CSQ, 5692059]
[paragraph, [235.0, 660.0, 1731.0, 52.5], shoonya_0sY4EB79627CSQ, 5692059]
[paragraph, [235.0, 712.5, 1731.0, 52.5], shoonya_0sY4EB79627CSQ, 5692059]
[paragraph, [235.0, 765.0, 1731.0, 52.5], shoonya_0sY4EB79627CSQ, 5692059]
[paragraph, [235.0, 817.5, 1731.0, 52.5], shoonya_0sY4EB79627CSQ, 5692059]
[paragraph, [235.0, 870.0, 1731.0, 52.5], shoonya_0sY4EB79627CSQ, 5692059]
[paragraph, [235.0, 922.5, 1731.0, 52.5], shoonya_0sY4EB79627CSQ, 5692059]
[paragraph, [235.0, 975.0, 1731.0, 52.5], shoonya_0sY4EB79627CSQ, 5692059]
[paragraph, [235.0, 1027.5, 1731.0, 52.5], shoonya_0sY4EB79627CSQ, 5692059]
[paragraph, [235.0, 1080.0, 1731.0, 52.5], shoonya_0sY4EB79627CSQ, 5692059]
[paragraph, [235.0, 1132.5, 1731.0, 52.5], shoonya_0sY4EB79627CSQ, 5692059]
[paragraph, [326.0, 1221.0, 428.0, 52.5], shoonya_3sDSEU9VZG2YZH, 5692059]
[section-title, [977.0, 1442.0, 220.0, 93.0], V2Wl0CR5gr, 5692059]
[paragraph, [218.0, 1585.0, 1745.0, 52.5], shoonya_2s19FOPL5F4HTG, 5692059]
[paragraph, [218.0, 1637.5, 1745.0, 52.5], shoonya_2s19FOPL5F4HTG, 5692059]
[paragraph, [218.0, 1690.0, 1745.0, 52.5], shoonya_2s19FOPL5F4HTG, 5692059]
[paragraph, [218.0, 1742.5, 1745.0, 52.5], shoonya_2s19FOPL5F4HTG, 5692059]
[paragraph, [218.0, 1795.0, 1745.0, 52.5], shoonya_2s19FOPL5F4HTG, 5692059]
[paragraph, [218.0, 1847.5, 1745.0, 52.5], shoonya_2s19FOPL5F4HTG, 5692059]
[paragraph, [218.0, 1900.0, 1745.0, 52.5], shoonya_2s19FOPL5F4HTG, 5692059]
[paragraph, [218.0, 1952.5, 1745.0, 52.5], shoonya_2s19FOPL5F4HTG, 5692059]
[paragraph, [218.0, 2005.0, 1745.0, 52.5], shoonya_2s19FOPL5F4HTG, 5692059]
[paragraph, [218.0, 2057.5, 1745.0, 52.5], shoonya_2s19FOPL5F4HTG, 5692059]
[paragraph, [218.0, 2110.0, 1745.0, 52.5], shoonya_2s19FOPL5F4HTG, 5692059]
[paragraph, [217.0, 2218.0, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 2270.5, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 2323.0, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 2375.5, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 2428.0, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 2480.5, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 2533.0, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 2585.5, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 2638.0, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 2690.5, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 2743.0, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 2795.5, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 2848.0, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 2900.5, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 2953.0, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 3005.5, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 3058.0, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 3110.5, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 3163.0, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 3215.5, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
[paragraph, [217.0, 3268.0, 1762.0, 52.5], shoonya_1sTAJ3H9MEZ72D, 5692059]
