[1364, 832]
[folio, [105.0, 49.0, 116.0, 18.0], tt8uZNmt9d, 5782508]
[folio, [105.0, 67.0, 116.0, 18.0], tt8uZNmt9d, 5782508]
[ordered-list, [92.0, 144.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 162.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 180.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 198.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 216.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 234.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 252.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 270.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 288.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 306.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 324.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 342.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 360.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 378.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 396.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 414.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 432.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 450.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 468.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 486.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 504.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 522.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 540.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 558.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 576.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 594.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 612.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 630.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 648.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 666.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 684.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 702.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 720.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 738.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 756.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 774.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 792.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 810.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 828.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 846.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 864.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 882.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 900.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 918.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 936.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 954.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 972.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 990.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 1008.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 1026.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[ordered-list, [92.0, 1044.0, 665.0, 18.0], SgDpgWmdR9, 5782508]
[sub-ordered-list, [93.0, 782.0, 662.0, 18.0], gg3qy4MxEb, 5782508]
[sub-ordered-list, [93.0, 800.0, 662.0, 18.0], gg3qy4MxEb, 5782508]
[sub-ordered-list, [93.0, 818.0, 662.0, 18.0], gg3qy4MxEb, 5782508]
[sub-ordered-list, [93.0, 836.0, 662.0, 18.0], gg3qy4MxEb, 5782508]
[sub-ordered-list, [93.0, 854.0, 662.0, 18.0], gg3qy4MxEb, 5782508]
[sub-ordered-list, [93.0, 872.0, 662.0, 18.0], gg3qy4MxEb, 5782508]
[sub-ordered-list, [93.0, 890.0, 662.0, 18.0], gg3qy4MxEb, 5782508]
[sub-ordered-list, [93.0, 908.0, 662.0, 18.0], gg3qy4MxEb, 5782508]
[sub-ordered-list, [93.0, 926.0, 662.0, 18.0], gg3qy4MxEb, 5782508]
[sub-ordered-list, [93.0, 944.0, 662.0, 18.0], gg3qy4MxEb, 5782508]
[sub-ordered-list, [93.0, 962.0, 662.0, 18.0], gg3qy4MxEb, 5782508]
[sub-ordered-list, [93.0, 980.0, 662.0, 18.0], gg3qy4MxEb, 5782508]
[sub-ordered-list, [93.0, 998.0, 662.0, 18.0], gg3qy4MxEb, 5782508]
[sub-ordered-list, [93.0, 1016.0, 662.0, 18.0], gg3qy4MxEb, 5782508]
[sub-ordered-list, [93.0, 1034.0, 662.0, 18.0], gg3qy4MxEb, 5782508]
[sub-section-title, [91.0, 1083.0, 570.0, 25.5], Lm46WBtYnA, 5782508]
[ordered-list, [90.0, 1113.0, 668.0, 18.0], eIb_VTfY03, 5782508]
[ordered-list, [90.0, 1131.0, 668.0, 18.0], eIb_VTfY03, 5782508]
[ordered-list, [90.0, 1149.0, 668.0, 18.0], eIb_VTfY03, 5782508]
[ordered-list, [90.0, 1167.0, 668.0, 18.0], eIb_VTfY03, 5782508]
[ordered-list, [90.0, 1185.0, 668.0, 18.0], eIb_VTfY03, 5782508]
[ordered-list, [90.0, 1203.0, 668.0, 18.0], eIb_VTfY03, 5782508]
