[792, 612]
[section-title, [240.0, 53.0, 128.0, 30.0], shoonya_9sF0LQ2Y0WGUOG, 5658701]
[paragraph, [69.0, 118.0, 474.0, 18.0], shoonya_0sXEP5U4C7SLZN, 5658701]
[paragraph, [69.0, 136.0, 474.0, 18.0], shoonya_0sXEP5U4C7SLZN, 5658701]
[paragraph, [69.0, 154.0, 474.0, 18.0], shoonya_0sXEP5U4C7SLZN, 5658701]
[paragraph, [69.0, 172.0, 474.0, 18.0], shoonya_0sXEP5U4C7SLZN, 5658701]
[paragraph, [69.0, 190.0, 474.0, 18.0], shoonya_0sXEP5U4C7SLZN, 5658701]
[paragraph, [69.0, 208.0, 474.0, 18.0], shoonya_0sXEP5U4C7SLZN, 5658701]
[paragraph, [69.0, 226.0, 474.0, 18.0], shoonya_0sXEP5U4C7SLZN, 5658701]
[paragraph, [69.0, 244.0, 474.0, 18.0], shoonya_0sXEP5U4C7SLZN, 5658701]
[paragraph, [69.0, 262.0, 474.0, 18.0], shoonya_0sXEP5U4C7SLZN, 5658701]
[paragraph, [71.0, 295.0, 471.0, 18.0], shoonya_4sC49EG90D48LI, 5658701]
[paragraph, [71.0, 313.0, 471.0, 18.0], shoonya_4sC49EG90D48LI, 5658701]
[paragraph, [71.0, 331.0, 471.0, 18.0], shoonya_4sC49EG90D48LI, 5658701]
[paragraph, [71.0, 349.0, 471.0, 18.0], shoonya_4sC49EG90D48LI, 5658701]
[ordered-list, [69.0, 419.0, 468.0, 18.0], shoonya_2sTMK3M7WVY9ND, 5658701]
[ordered-list, [69.0, 437.0, 468.0, 18.0], shoonya_2sTMK3M7WVY9ND, 5658701]
[ordered-list, [69.0, 455.0, 468.0, 18.0], shoonya_2sTMK3M7WVY9ND, 5658701]
[ordered-list, [69.0, 473.0, 468.0, 18.0], shoonya_2sTMK3M7WVY9ND, 5658701]
[ordered-list, [69.0, 491.0, 468.0, 18.0], shoonya_2sTMK3M7WVY9ND, 5658701]
[ordered-list, [69.0, 509.0, 468.0, 18.0], shoonya_2sTMK3M7WVY9ND, 5658701]
[ordered-list, [69.0, 527.0, 468.0, 18.0], shoonya_2sTMK3M7WVY9ND, 5658701]
[ordered-list, [69.0, 545.0, 468.0, 18.0], shoonya_2sTMK3M7WVY9ND, 5658701]
[ordered-list, [69.0, 563.0, 468.0, 18.0], shoonya_2sTMK3M7WVY9ND, 5658701]
[ordered-list, [69.0, 581.0, 468.0, 18.0], shoonya_2sTMK3M7WVY9ND, 5658701]
[ordered-list, [69.0, 599.0, 468.0, 18.0], shoonya_2sTMK3M7WVY9ND, 5658701]
[unordered-list, [87.0, 681.0, 426.0, 18.0], shoonya_1s031VMTBWSSUD, 5658701]
[unordered-list, [87.0, 699.0, 426.0, 18.0], shoonya_1s031VMTBWSSUD, 5658701]
