[1275, 750]
[folio, [226.0, 72.0, 294.0, 18.0], ID904756HQ, 5767390]
[folio, [226.0, 90.0, 294.0, 18.0], ID904756HQ, 5767390]
[folio, [226.0, 108.0, 294.0, 18.0], ID904756HQ, 5767390]
[paragraph, [58.0, 151.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 169.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 187.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 205.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 223.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 241.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 259.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 277.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 295.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 313.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 331.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 349.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 367.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 385.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 403.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 421.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 439.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 457.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 475.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 493.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 511.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 529.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 547.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 565.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 583.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 601.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 619.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 637.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 655.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 673.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 691.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [58.0, 709.0, 624.0, 18.0], shoonya_1sMCNV4NP0WCWD, 5767390]
[paragraph, [67.0, 732.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 750.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 768.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 786.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 804.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 822.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 840.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 858.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 876.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 894.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 912.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 930.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 948.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 966.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 984.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 1002.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 1020.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 1038.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 1056.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 1074.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 1092.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 1110.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 1128.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 1146.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
[paragraph, [67.0, 1164.0, 625.0, 18.0], shoonya_0sP0NJCG1B4IKY, 5767390]
