[1754, 1241]
[chapter-title, [463.0, 108.0, 300.0, 58.5], kqgXovDni1, 5709040]
[ordered-list, [112.0, 210.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 246.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 282.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 318.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 354.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 390.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 426.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 462.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 498.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 534.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 570.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 606.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 642.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 678.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 714.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 750.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 786.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 822.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 858.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 894.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 930.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 966.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 1002.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 1038.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 1074.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 1110.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 1146.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 1182.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 1218.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 1254.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[ordered-list, [112.0, 1290.0, 1086.0, 36.0], shoonya_3sJQ18GMOYVZFD, 5709040]
[sub-ordered-list, [188.0, 245.0, 1009.0, 36.0], shoonya_0s0BKI8TS5COD4, 5709040]
[sub-ordered-list, [188.0, 281.0, 1009.0, 36.0], shoonya_0s0BKI8TS5COD4, 5709040]
[sub-ordered-list, [188.0, 317.0, 1009.0, 36.0], shoonya_0s0BKI8TS5COD4, 5709040]
[sub-ordered-list, [188.0, 353.0, 1009.0, 36.0], shoonya_0s0BKI8TS5COD4, 5709040]
[sub-ordered-list, [188.0, 389.0, 1009.0, 36.0], shoonya_0s0BKI8TS5COD4, 5709040]
[sub-ordered-list, [188.0, 425.0, 1009.0, 36.0], shoonya_0s0BKI8TS5COD4, 5709040]
[sub-ordered-list, [188.0, 461.0, 1009.0, 36.0], shoonya_0s0BKI8TS5COD4, 5709040]
[sub-ordered-list, [188.0, 497.0, 1009.0, 36.0], shoonya_0s0BKI8TS5COD4, 5709040]
[sub-ordered-list, [188.0, 533.0, 1009.0, 36.0], shoonya_0s0BKI8TS5COD4, 5709040]
[sub-ordered-list, [188.0, 569.0, 1009.0, 36.0], shoonya_0s0BKI8TS5COD4, 5709040]
[sub-ordered-list, [188.0, 605.0, 1009.0, 36.0], shoonya_0s0BKI8TS5COD4, 5709040]
[sub-ordered-list, [188.0, 641.0, 1009.0, 36.0], shoonya_0s0BKI8TS5COD4, 5709040]
[sub-ordered-list, [188.0, 677.0, 1009.0, 36.0], shoonya_0s0BKI8TS5COD4, 5709040]
[sub-ordered-list, [188.0, 713.0, 1009.0, 36.0], shoonya_0s0BKI8TS5COD4, 5709040]
