[1448, 2048]
[section-title, [114.0, 349.0, 1802.0, 30.0], shoonya_3sZ3HQTNBVK7XS, 6473917]
[section-title, [114.0, 379.0, 1802.0, 30.0], shoonya_3sZ3HQTNBVK7XS, 6473917]
[section-title, [114.0, 409.0, 1802.0, 30.0], shoonya_3sZ3HQTNBVK7XS, 6473917]
[section-title, [114.0, 439.0, 1802.0, 30.0], shoonya_3sZ3HQTNBVK7XS, 6473917]
[section-title, [114.0, 469.0, 1802.0, 30.0], shoonya_3sZ3HQTNBVK7XS, 6473917]
[section-title, [114.0, 499.0, 1802.0, 30.0], shoonya_3sZ3HQTNBVK7XS, 6473917]
[unordered-list, [152.0, 560.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 578.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 596.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 614.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 632.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 650.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 668.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 686.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 704.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 722.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 740.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 758.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 776.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 794.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 812.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 830.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 848.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 866.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 884.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 902.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 920.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 938.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 956.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 974.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 992.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 1010.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 1028.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 1046.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[unordered-list, [152.0, 1064.0, 1758.0, 18.0], shoonya_2sXRHD3BNP2WDP, 6473917]
[folio, [479.0, 1291.0, 824.0, 18.0], shoonya_0sAYTZ4J0DJYIC, 6473917]
[folio, [479.0, 1309.0, 824.0, 18.0], shoonya_0sAYTZ4J0DJYIC, 6473917]
[folio, [479.0, 1327.0, 824.0, 18.0], shoonya_0sAYTZ4J0DJYIC, 6473917]
[folio, [1382.0, 1301.0, 167.0, 18.0], zR66kKN6ty, 6473917]
[folio, [1382.0, 1319.0, 167.0, 18.0], zR66kKN6ty, 6473917]
