[842, 595]
[folio, [28.0, 86.0, 56.0, 18.0], eGJPiVtnZs, 5742738]
[folio, [28.0, 104.0, 56.0, 18.0], eGJPiVtnZs, 5742738]
[paragraph, [221.0, 114.0, 195.0, 18.0], shoonya_1sBIY1UTGDLCV7, 5742738]
[paragraph, [221.0, 132.0, 195.0, 18.0], shoonya_1sBIY1UTGDLCV7, 5742738]
[paragraph, [221.0, 150.0, 195.0, 18.0], shoonya_1sBIY1UTGDLCV7, 5742738]
[paragraph, [221.0, 168.0, 195.0, 18.0], shoonya_1sBIY1UTGDLCV7, 5742738]
[paragraph, [221.0, 186.0, 195.0, 18.0], shoonya_1sBIY1UTGDLCV7, 5742738]
[paragraph, [221.0, 204.0, 195.0, 18.0], shoonya_1sBIY1UTGDLCV7, 5742738]
[paragraph, [221.0, 222.0, 195.0, 18.0], shoonya_1sBIY1UTGDLCV7, 5742738]
[paragraph, [221.0, 240.0, 195.0, 18.0], shoonya_1sBIY1UTGDLCV7, 5742738]
[paragraph, [54.0, 172.0, 160.0, 18.0], p4JKM0InDE, 5742738]
[paragraph, [54.0, 190.0, 160.0, 18.0], p4JKM0InDE, 5742738]
[paragraph, [54.0, 208.0, 160.0, 18.0], p4JKM0InDE, 5742738]
[paragraph, [54.0, 226.0, 160.0, 18.0], p4JKM0InDE, 5742738]
[paragraph, [54.0, 244.0, 160.0, 18.0], p4JKM0InDE, 5742738]
[paragraph, [54.0, 262.0, 160.0, 18.0], p4JKM0InDE, 5742738]
[paragraph, [54.0, 280.0, 160.0, 18.0], p4JKM0InDE, 5742738]
[paragraph, [54.0, 298.0, 160.0, 18.0], p4JKM0InDE, 5742738]
[paragraph, [54.0, 316.0, 160.0, 18.0], p4JKM0InDE, 5742738]
[paragraph, [54.0, 334.0, 160.0, 18.0], p4JKM0InDE, 5742738]
[paragraph, [220.0, 269.0, 322.0, 18.0], shoonya_2sCRQPQAN9Y042, 5742738]
[paragraph, [220.0, 287.0, 322.0, 18.0], shoonya_2sCRQPQAN9Y042, 5742738]
[paragraph, [220.0, 305.0, 322.0, 18.0], shoonya_2sCRQPQAN9Y042, 5742738]
[paragraph, [220.0, 323.0, 322.0, 18.0], shoonya_2sCRQPQAN9Y042, 5742738]
[paragraph, [220.0, 341.0, 322.0, 18.0], shoonya_2sCRQPQAN9Y042, 5742738]
[paragraph, [220.0, 359.0, 322.0, 18.0], shoonya_2sCRQPQAN9Y042, 5742738]
[paragraph, [220.0, 377.0, 322.0, 18.0], shoonya_2sCRQPQAN9Y042, 5742738]
[paragraph, [220.0, 395.0, 322.0, 18.0], shoonya_2sCRQPQAN9Y042, 5742738]
[paragraph, [220.0, 413.0, 322.0, 18.0], shoonya_2sCRQPQAN9Y042, 5742738]
[paragraph, [220.0, 431.0, 322.0, 18.0], shoonya_2sCRQPQAN9Y042, 5742738]
[paragraph, [220.0, 449.0, 322.0, 18.0], shoonya_2sCRQPQAN9Y042, 5742738]
[paragraph, [220.0, 467.0, 322.0, 18.0], shoonya_2sCRQPQAN9Y042, 5742738]
[paragraph, [220.0, 485.0, 322.0, 18.0], shoonya_2sCRQPQAN9Y042, 5742738]
[paragraph, [220.0, 503.0, 322.0, 18.0], shoonya_2sCRQPQAN9Y042, 5742738]
[paragraph, [220.0, 521.0, 322.0, 18.0], shoonya_2sCRQPQAN9Y042, 5742738]
[paragraph, [220.0, 539.0, 322.0, 18.0], shoonya_2sCRQPQAN9Y042, 5742738]
[paragraph, [220.0, 557.0, 322.0, 18.0], shoonya_2sCRQPQAN9Y042, 5742738]
[paragraph, [220.0, 575.0, 322.0, 18.0], shoonya_2sCRQPQAN9Y042, 5742738]
[paragraph, [55.0, 405.0, 159.0, 18.0], shoonya_4sM4P47EDZRMWB, 5742738]
[paragraph, [55.0, 423.0, 159.0, 18.0], shoonya_4sM4P47EDZRMWB, 5742738]
[paragraph, [55.0, 441.0, 159.0, 18.0], shoonya_4sM4P47EDZRMWB, 5742738]
[paragraph, [55.0, 459.0, 159.0, 18.0], shoonya_4sM4P47EDZRMWB, 5742738]
[paragraph, [55.0, 477.0, 159.0, 18.0], shoonya_4sM4P47EDZRMWB, 5742738]
[paragraph, [55.0, 495.0, 159.0, 18.0], shoonya_4sM4P47EDZRMWB, 5742738]
[paragraph, [55.0, 513.0, 159.0, 18.0], shoonya_4sM4P47EDZRMWB, 5742738]
[paragraph, [55.0, 531.0, 159.0, 18.0], shoonya_4sM4P47EDZRMWB, 5742738]
[paragraph, [55.0, 549.0, 159.0, 18.0], shoonya_4sM4P47EDZRMWB, 5742738]
[paragraph, [55.0, 567.0, 159.0, 18.0], shoonya_4sM4P47EDZRMWB, 5742738]
[paragraph, [55.0, 585.0, 159.0, 18.0], shoonya_4sM4P47EDZRMWB, 5742738]
[paragraph, [220.0, 642.0, 322.0, 18.0], shoonya_5sYWQ99WDQQRUT, 5742738]
[paragraph, [220.0, 660.0, 322.0, 18.0], shoonya_5sYWQ99WDQQRUT, 5742738]
[paragraph, [220.0, 678.0, 322.0, 18.0], shoonya_5sYWQ99WDQQRUT, 5742738]
[paragraph, [220.0, 696.0, 322.0, 18.0], shoonya_5sYWQ99WDQQRUT, 5742738]
[paragraph, [54.0, 653.0, 160.0, 18.0], GtMtBNaFW6, 5742738]
[paragraph, [54.0, 671.0, 160.0, 18.0], GtMtBNaFW6, 5742738]
[paragraph, [54.0, 689.0, 160.0, 18.0], GtMtBNaFW6, 5742738]
