[1518, 1004]
[section-title, [391.0, 65.0, 238.0, 49.5], c2FMd_9jwt, 6471905]
[headline, [89.0, 167.0, 833.0, 37.5], shoonya_7sH6M7SIFWOQF0, 6471905]
[headline, [89.0, 204.5, 833.0, 37.5], shoonya_7sH6M7SIFWOQF0, 6471905]
[headline, [89.0, 242.0, 833.0, 37.5], shoonya_7sH6M7SIFWOQF0, 6471905]
[author, [753.0, 326.0, 149.0, 36.0], shoonya_9sR1ZTWSNIKHUJ, 6471905]
[paragraph, [667.0, 390.0, 291.0, 36.0], shoonya_4sHZFJNY0FGQ8A, 6471905]
[paragraph, [667.0, 426.0, 291.0, 36.0], shoonya_4sHZFJNY0FGQ8A, 6471905]
[paragraph, [667.0, 462.0, 291.0, 36.0], shoonya_4sHZFJNY0FGQ8A, 6471905]
[paragraph, [667.0, 498.0, 291.0, 36.0], shoonya_4sHZFJNY0FGQ8A, 6471905]
[paragraph, [667.0, 534.0, 291.0, 36.0], shoonya_4sHZFJNY0FGQ8A, 6471905]
[paragraph, [667.0, 570.0, 291.0, 36.0], shoonya_4sHZFJNY0FGQ8A, 6471905]
[paragraph, [667.0, 606.0, 291.0, 36.0], shoonya_4sHZFJNY0FGQ8A, 6471905]
[paragraph, [667.0, 642.0, 291.0, 36.0], shoonya_4sHZFJNY0FGQ8A, 6471905]
[paragraph, [667.0, 678.0, 291.0, 36.0], shoonya_4sHZFJNY0FGQ8A, 6471905]
[figure-caption, [91.0, 632.0, 219.0, 36.0], shoonya_8sQDSM1ENN91DH, 6471905]
[paragraph, [666.0, 727.0, 287.0, 36.0], shoonya_0s7VPWYOQWSANT, 6471905]
[paragraph, [666.0, 763.0, 287.0, 36.0], shoonya_0s7VPWYOQWSANT, 6471905]
[paragraph, [666.0, 799.0, 287.0, 36.0], shoonya_0s7VPWYOQWSANT, 6471905]
[paragraph, [666.0, 835.0, 287.0, 36.0], shoonya_0s7VPWYOQWSANT, 6471905]
[paragraph, [666.0, 871.0, 287.0, 36.0], shoonya_0s7VPWYOQWSANT, 6471905]
[paragraph, [666.0, 907.0, 287.0, 36.0], shoonya_0s7VPWYOQWSANT, 6471905]
[paragraph, [666.0, 943.0, 287.0, 36.0], shoonya_0s7VPWYOQWSANT, 6471905]
[paragraph, [666.0, 979.0, 287.0, 36.0], shoonya_0s7VPWYOQWSANT, 6471905]
[paragraph, [666.0, 1015.0, 287.0, 36.0], shoonya_0s7VPWYOQWSANT, 6471905]
[paragraph, [666.0, 1051.0, 287.0, 36.0], shoonya_0s7VPWYOQWSANT, 6471905]
[paragraph, [666.0, 1087.0, 287.0, 36.0], shoonya_0s7VPWYOQWSANT, 6471905]
[paragraph, [666.0, 1123.0, 287.0, 36.0], shoonya_0s7VPWYOQWSANT, 6471905]
[paragraph, [666.0, 1159.0, 287.0, 36.0], shoonya_0s7VPWYOQWSANT, 6471905]
[paragraph, [666.0, 1195.0, 287.0, 36.0], shoonya_0s7VPWYOQWSANT, 6471905]
[paragraph, [666.0, 1231.0, 287.0, 36.0], shoonya_0s7VPWYOQWSANT, 6471905]
[paragraph, [666.0, 1267.0, 287.0, 36.0], shoonya_0s7VPWYOQWSANT, 6471905]
[paragraph, [666.0, 1303.0, 287.0, 36.0], shoonya_0s7VPWYOQWSANT, 6471905]
[paragraph, [666.0, 1339.0, 287.0, 36.0], shoonya_0s7VPWYOQWSANT, 6471905]
[paragraph, [666.0, 1375.0, 287.0, 36.0], shoonya_0s7VPWYOQWSANT, 6471905]
[paragraph, [49.0, 729.0, 311.0, 36.0], shoonya_1sXYREFPWMQGNH, 6471905]
[paragraph, [49.0, 765.0, 311.0, 36.0], shoonya_1sXYREFPWMQGNH, 6471905]
[paragraph, [49.0, 801.0, 311.0, 36.0], shoonya_1sXYREFPWMQGNH, 6471905]
[paragraph, [49.0, 837.0, 311.0, 36.0], shoonya_1sXYREFPWMQGNH, 6471905]
[paragraph, [49.0, 873.0, 311.0, 36.0], shoonya_1sXYREFPWMQGNH, 6471905]
[paragraph, [49.0, 909.0, 311.0, 36.0], shoonya_1sXYREFPWMQGNH, 6471905]
[paragraph, [49.0, 945.0, 311.0, 36.0], shoonya_1sXYREFPWMQGNH, 6471905]
[paragraph, [49.0, 981.0, 311.0, 36.0], shoonya_1sXYREFPWMQGNH, 6471905]
[paragraph, [49.0, 1017.0, 311.0, 36.0], shoonya_1sXYREFPWMQGNH, 6471905]
[paragraph, [49.0, 1053.0, 311.0, 36.0], shoonya_1sXYREFPWMQGNH, 6471905]
[paragraph, [49.0, 1089.0, 311.0, 36.0], shoonya_1sXYREFPWMQGNH, 6471905]
[paragraph, [49.0, 1125.0, 311.0, 36.0], shoonya_1sXYREFPWMQGNH, 6471905]
[paragraph, [49.0, 1161.0, 311.0, 36.0], shoonya_1sXYREFPWMQGNH, 6471905]
[paragraph, [49.0, 1197.0, 311.0, 36.0], shoonya_1sXYREFPWMQGNH, 6471905]
[paragraph, [49.0, 1233.0, 311.0, 36.0], shoonya_1sXYREFPWMQGNH, 6471905]
[paragraph, [49.0, 1269.0, 311.0, 36.0], shoonya_1sXYREFPWMQGNH, 6471905]
[paragraph, [361.0, 733.0, 294.0, 36.0], shoonya_6s7Q6WM9RXXZ10, 6471905]
[paragraph, [361.0, 769.0, 294.0, 36.0], shoonya_6s7Q6WM9RXXZ10, 6471905]
[paragraph, [361.0, 805.0, 294.0, 36.0], shoonya_6s7Q6WM9RXXZ10, 6471905]
[paragraph, [361.0, 841.0, 294.0, 36.0], shoonya_6s7Q6WM9RXXZ10, 6471905]
[paragraph, [362.0, 904.0, 294.0, 36.0], shoonya_3s082HOVNL2GXE, 6471905]
[paragraph, [362.0, 940.0, 294.0, 36.0], shoonya_3s082HOVNL2GXE, 6471905]
[paragraph, [362.0, 976.0, 294.0, 36.0], shoonya_3s082HOVNL2GXE, 6471905]
[paragraph, [362.0, 1012.0, 294.0, 36.0], shoonya_3s082HOVNL2GXE, 6471905]
[paragraph, [362.0, 1048.0, 294.0, 36.0], shoonya_3s082HOVNL2GXE, 6471905]
[paragraph, [362.0, 1084.0, 294.0, 36.0], shoonya_3s082HOVNL2GXE, 6471905]
[paragraph, [362.0, 1120.0, 294.0, 36.0], shoonya_3s082HOVNL2GXE, 6471905]
[paragraph, [362.0, 1156.0, 294.0, 36.0], shoonya_3s082HOVNL2GXE, 6471905]
[paragraph, [362.0, 1192.0, 294.0, 36.0], shoonya_3s082HOVNL2GXE, 6471905]
[paragraph, [362.0, 1228.0, 294.0, 36.0], shoonya_3s082HOVNL2GXE, 6471905]
[paragraph, [362.0, 1264.0, 294.0, 36.0], shoonya_3s082HOVNL2GXE, 6471905]
[paragraph, [362.0, 1300.0, 294.0, 36.0], shoonya_3s082HOVNL2GXE, 6471905]
[paragraph, [362.0, 1336.0, 294.0, 36.0], shoonya_3s082HOVNL2GXE, 6471905]
[paragraph, [362.0, 1372.0, 294.0, 36.0], shoonya_3s082HOVNL2GXE, 6471905]
[paragraph, [54.0, 1329.0, 307.0, 36.0], shoonya_5sYNX8Z8X66YSJ, 6471905]
[paragraph, [54.0, 1365.0, 307.0, 36.0], shoonya_5sYNX8Z8X66YSJ, 6471905]
[folio, [445.0, 1432.0, 79.0, 36.0], hm3uAEVntB, 6471905]
