[1654, 1241]
[section-title, [232.0, 105.0, 893.0, 49.5], KFhzthzXim, 6468155]
[section-title, [232.0, 154.5, 893.0, 49.5], KFhzthzXim, 6468155]
[section-title, [232.0, 1046.0, 317.0, 49.5], gY0QHFG9Gg, 6468155]
[paragraph, [108.0, 1130.0, 1022.0, 36.0], ragOPbI9fB, 6468155]
[paragraph, [108.0, 1166.0, 1022.0, 36.0], ragOPbI9fB, 6468155]
[paragraph, [108.0, 1202.0, 1022.0, 36.0], ragOPbI9fB, 6468155]
[paragraph, [108.0, 1238.0, 1022.0, 36.0], ragOPbI9fB, 6468155]
[paragraph, [108.0, 1274.0, 1022.0, 36.0], ragOPbI9fB, 6468155]
[paragraph, [108.0, 1310.0, 1022.0, 36.0], ragOPbI9fB, 6468155]
[paragraph, [108.0, 1346.0, 1022.0, 36.0], ragOPbI9fB, 6468155]
[paragraph, [108.0, 1382.0, 1022.0, 36.0], ragOPbI9fB, 6468155]
[paragraph, [108.0, 1418.0, 1022.0, 36.0], ragOPbI9fB, 6468155]
[paragraph, [108.0, 1454.0, 1022.0, 36.0], ragOPbI9fB, 6468155]
[folio, [105.0, 1539.0, 237.0, 36.0], 4DiNCH4FCD, 6468155]
