[2230, 1630]
[headline, [736.0, 413.0, 162.0, 67.5], 4MtEGXMlKo, 5757794]
[sub-headline, [367.0, 544.0, 888.0, 55.5], shoonya_2sEQC98RK0E1FR, 5757794]
[paragraph, [156.0, 689.0, 1320.0, 36.0], X6YEMzmKLr, 5757794]
[paragraph, [156.0, 725.0, 1320.0, 36.0], X6YEMzmKLr, 5757794]
[paragraph, [156.0, 761.0, 1320.0, 36.0], X6YEMzmKLr, 5757794]
[paragraph, [156.0, 797.0, 1320.0, 36.0], X6YEMzmKLr, 5757794]
[paragraph, [156.0, 833.0, 1320.0, 36.0], X6YEMzmKLr, 5757794]
[paragraph, [153.0, 906.0, 1320.0, 36.0], shoonya_3sCLW4W66ABIX9, 5757794]
[paragraph, [153.0, 942.0, 1320.0, 36.0], shoonya_3sCLW4W66ABIX9, 5757794]
[paragraph, [153.0, 978.0, 1320.0, 36.0], shoonya_3sCLW4W66ABIX9, 5757794]
[paragraph, [153.0, 1014.0, 1320.0, 36.0], shoonya_3sCLW4W66ABIX9, 5757794]
[paragraph, [153.0, 1050.0, 1320.0, 36.0], shoonya_3sCLW4W66ABIX9, 5757794]
[paragraph, [153.0, 1086.0, 1320.0, 36.0], shoonya_3sCLW4W66ABIX9, 5757794]
[paragraph, [153.0, 1122.0, 1320.0, 36.0], shoonya_3sCLW4W66ABIX9, 5757794]
[paragraph, [152.0, 1175.0, 1323.0, 36.0], shoonya_1sXAYR64ZWYHOR, 5757794]
[paragraph, [152.0, 1211.0, 1323.0, 36.0], shoonya_1sXAYR64ZWYHOR, 5757794]
[paragraph, [152.0, 1247.0, 1323.0, 36.0], shoonya_1sXAYR64ZWYHOR, 5757794]
[paragraph, [152.0, 1283.0, 1323.0, 36.0], shoonya_1sXAYR64ZWYHOR, 5757794]
[paragraph, [152.0, 1319.0, 1323.0, 36.0], shoonya_1sXAYR64ZWYHOR, 5757794]
[paragraph, [152.0, 1355.0, 1323.0, 36.0], shoonya_1sXAYR64ZWYHOR, 5757794]
[paragraph, [152.0, 1391.0, 1323.0, 36.0], shoonya_1sXAYR64ZWYHOR, 5757794]
[paragraph, [156.0, 1454.0, 1320.0, 36.0], 4bQZZUokUU, 5757794]
[paragraph, [156.0, 1490.0, 1320.0, 36.0], 4bQZZUokUU, 5757794]
[paragraph, [156.0, 1526.0, 1320.0, 36.0], 4bQZZUokUU, 5757794]
[paragraph, [156.0, 1562.0, 1320.0, 36.0], 4bQZZUokUU, 5757794]
[paragraph, [156.0, 1598.0, 1320.0, 36.0], 4bQZZUokUU, 5757794]
[author, [1007.0, 1790.0, 390.0, 36.0], bbp5LGDvUy, 5757794]
[paragraph, [1011.0, 1857.0, 451.0, 36.0], RmQ80yJVh6, 5757794]
[paragraph, [1011.0, 1893.0, 451.0, 36.0], RmQ80yJVh6, 5757794]
[paragraph, [1011.0, 1929.0, 451.0, 36.0], RmQ80yJVh6, 5757794]
