[690, 512]
[folio, [194.0, 32.0, 100.0, 18.0], BnuweQVSTE, 6492066]
[paragraph, [254.0, 107.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 125.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 143.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 161.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 179.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 197.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 215.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 233.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 251.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 269.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 287.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 305.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 323.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 341.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 359.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 377.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 395.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 413.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 431.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 449.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 467.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 485.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 503.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 521.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 539.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 557.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 575.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 593.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [254.0, 611.0, 183.0, 18.0], 8CmlYNg8MW, 6492066]
[paragraph, [26.0, 108.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 126.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 144.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 162.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 180.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 198.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 216.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 234.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 252.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 270.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 288.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 306.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 324.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 342.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 360.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 378.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 396.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 414.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 432.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 450.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 468.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 486.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 504.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 522.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 540.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 558.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 576.0, 195.0, 18.0], -S_sWrjjat, 6492066]
[paragraph, [26.0, 594.0, 195.0, 18.0], -S_sWrjjat, 6492066]
