[2182, 1472]
[folio, [145.0, 126.0, 230.0, 36.0], I7mzTdH2cq, 5654941]
[paragraph, [146.0, 235.0, 1191.0, 36.0], shoonya_2sOIHFHBUMMZS4, 5654941]
[paragraph, [146.0, 271.0, 1191.0, 36.0], shoonya_2sOIHFHBUMMZS4, 5654941]
[paragraph, [146.0, 307.0, 1191.0, 36.0], shoonya_2sOIHFHBUMMZS4, 5654941]
[paragraph, [146.0, 343.0, 1191.0, 36.0], shoonya_2sOIHFHBUMMZS4, 5654941]
[paragraph, [146.0, 379.0, 1191.0, 36.0], shoonya_2sOIHFHBUMMZS4, 5654941]
[paragraph, [146.0, 415.0, 1191.0, 36.0], shoonya_2sOIHFHBUMMZS4, 5654941]
[paragraph, [146.0, 451.0, 1191.0, 36.0], shoonya_2sOIHFHBUMMZS4, 5654941]
[paragraph, [146.0, 487.0, 1191.0, 36.0], shoonya_2sOIHFHBUMMZS4, 5654941]
[paragraph, [146.0, 523.0, 1191.0, 36.0], shoonya_2sOIHFHBUMMZS4, 5654941]
[paragraph, [146.0, 559.0, 1191.0, 36.0], shoonya_2sOIHFHBUMMZS4, 5654941]
[paragraph, [146.0, 595.0, 1191.0, 36.0], shoonya_2sOIHFHBUMMZS4, 5654941]
[paragraph, [146.0, 631.0, 1191.0, 36.0], shoonya_2sOIHFHBUMMZS4, 5654941]
[paragraph, [146.0, 667.0, 1191.0, 36.0], shoonya_2sOIHFHBUMMZS4, 5654941]
[paragraph, [146.0, 703.0, 1191.0, 36.0], shoonya_2sOIHFHBUMMZS4, 5654941]
[paragraph, [146.0, 739.0, 1191.0, 36.0], shoonya_2sOIHFHBUMMZS4, 5654941]
[paragraph, [147.0, 814.0, 1196.0, 36.0], shoonya_1s7H0SUS13173D, 5654941]
[paragraph, [147.0, 850.0, 1196.0, 36.0], shoonya_1s7H0SUS13173D, 5654941]
[paragraph, [147.0, 886.0, 1196.0, 36.0], shoonya_1s7H0SUS13173D, 5654941]
[paragraph, [147.0, 922.0, 1196.0, 36.0], shoonya_1s7H0SUS13173D, 5654941]
[paragraph, [147.0, 958.0, 1196.0, 36.0], shoonya_1s7H0SUS13173D, 5654941]
[paragraph, [147.0, 994.0, 1196.0, 36.0], shoonya_1s7H0SUS13173D, 5654941]
[paragraph, [147.0, 1030.0, 1196.0, 36.0], shoonya_1s7H0SUS13173D, 5654941]
[paragraph, [147.0, 1066.0, 1196.0, 36.0], shoonya_1s7H0SUS13173D, 5654941]
[paragraph, [147.0, 1102.0, 1196.0, 36.0], shoonya_1s7H0SUS13173D, 5654941]
[paragraph, [147.0, 1138.0, 1196.0, 36.0], shoonya_1s7H0SUS13173D, 5654941]
[paragraph, [147.0, 1174.0, 1196.0, 36.0], shoonya_1s7H0SUS13173D, 5654941]
[paragraph, [147.0, 1210.0, 1196.0, 36.0], shoonya_1s7H0SUS13173D, 5654941]
[paragraph, [147.0, 1246.0, 1196.0, 36.0], shoonya_1s7H0SUS13173D, 5654941]
[paragraph, [147.0, 1282.0, 1196.0, 36.0], shoonya_1s7H0SUS13173D, 5654941]
[paragraph, [147.0, 1318.0, 1196.0, 36.0], shoonya_1s7H0SUS13173D, 5654941]
[paragraph, [147.0, 1354.0, 1196.0, 36.0], shoonya_1s7H0SUS13173D, 5654941]
[paragraph, [150.0, 1451.0, 1196.0, 36.0], shoonya_0s8A2HC6MAYVZ7, 5654941]
[paragraph, [150.0, 1487.0, 1196.0, 36.0], shoonya_0s8A2HC6MAYVZ7, 5654941]
[paragraph, [150.0, 1523.0, 1196.0, 36.0], shoonya_0s8A2HC6MAYVZ7, 5654941]
[paragraph, [150.0, 1559.0, 1196.0, 36.0], shoonya_0s8A2HC6MAYVZ7, 5654941]
[paragraph, [150.0, 1595.0, 1196.0, 36.0], shoonya_0s8A2HC6MAYVZ7, 5654941]
[paragraph, [150.0, 1631.0, 1196.0, 36.0], shoonya_0s8A2HC6MAYVZ7, 5654941]
[paragraph, [150.0, 1667.0, 1196.0, 36.0], shoonya_0s8A2HC6MAYVZ7, 5654941]
[paragraph, [150.0, 1703.0, 1196.0, 36.0], shoonya_0s8A2HC6MAYVZ7, 5654941]
[paragraph, [150.0, 1739.0, 1196.0, 36.0], shoonya_0s8A2HC6MAYVZ7, 5654941]
[paragraph, [150.0, 1775.0, 1196.0, 36.0], shoonya_0s8A2HC6MAYVZ7, 5654941]
[paragraph, [150.0, 1811.0, 1196.0, 36.0], shoonya_0s8A2HC6MAYVZ7, 5654941]
[paragraph, [150.0, 1847.0, 1196.0, 36.0], shoonya_0s8A2HC6MAYVZ7, 5654941]
[reference, [152.0, 1958.0, 898.0, 36.0], shoonya_3s2PEVL9TFKQFR, 5654941]
[reference, [152.0, 1994.0, 898.0, 36.0], shoonya_3s2PEVL9TFKQFR, 5654941]
