[1034, 680]
[folio, [216.0, 67.0, 223.0, 18.0], S2uxWlIet4, 5740156]
[ordered-list, [63.0, 119.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 137.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 155.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 173.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 191.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 209.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 227.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 245.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 263.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 281.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 299.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 317.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 335.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 353.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 371.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 389.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 407.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 425.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 443.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 461.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 479.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 497.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 515.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 533.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 551.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 569.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 587.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 605.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 623.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 641.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 659.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 677.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 695.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 713.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 731.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 749.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 767.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 785.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 803.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 821.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 839.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 857.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 875.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 893.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 911.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 929.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 947.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
[ordered-list, [63.0, 965.0, 564.0, 18.0], nKSrzx6e2E, 5740156]
