[872, 605]
[folio, [443.0, 37.0, 111.0, 18.0], ttIyrQrjIg, 6457421]
[section-title, [269.0, 40.0, 72.0, 30.0], 1FkSlRbHPm, 6457421]
[paragraph, [53.0, 75.0, 246.0, 18.0], r7LwfEKPeC, 6457421]
[paragraph, [53.0, 93.0, 246.0, 18.0], r7LwfEKPeC, 6457421]
[paragraph, [383.0, 78.0, 94.0, 18.0], N29uGe4uWI, 6457421]
[paragraph, [298.0, 97.0, 248.0, 18.0], A0ny_YXmQm, 6457421]
[paragraph, [298.0, 115.0, 248.0, 18.0], A0ny_YXmQm, 6457421]
[paragraph, [55.0, 114.0, 244.0, 18.0], shoonya_0sG5LHBDMJXRER, 6457421]
[paragraph, [55.0, 132.0, 244.0, 18.0], shoonya_0sG5LHBDMJXRER, 6457421]
[paragraph, [55.0, 150.0, 244.0, 18.0], shoonya_0sG5LHBDMJXRER, 6457421]
[paragraph, [55.0, 168.0, 244.0, 18.0], shoonya_0sG5LHBDMJXRER, 6457421]
[paragraph, [55.0, 186.0, 244.0, 18.0], shoonya_0sG5LHBDMJXRER, 6457421]
[paragraph, [301.0, 133.0, 247.0, 18.0], -Whb5tqnWV, 6457421]
[paragraph, [301.0, 151.0, 247.0, 18.0], -Whb5tqnWV, 6457421]
[paragraph, [301.0, 169.0, 247.0, 18.0], -Whb5tqnWV, 6457421]
[paragraph, [301.0, 198.0, 248.0, 18.0], zZolfDY-Vb, 6457421]
[paragraph, [301.0, 216.0, 248.0, 18.0], zZolfDY-Vb, 6457421]
[paragraph, [301.0, 234.0, 248.0, 18.0], zZolfDY-Vb, 6457421]
[paragraph, [301.0, 252.0, 248.0, 18.0], zZolfDY-Vb, 6457421]
[paragraph, [301.0, 270.0, 248.0, 18.0], zZolfDY-Vb, 6457421]
[paragraph, [301.0, 288.0, 248.0, 18.0], zZolfDY-Vb, 6457421]
[paragraph, [301.0, 306.0, 248.0, 18.0], zZolfDY-Vb, 6457421]
[paragraph, [301.0, 324.0, 248.0, 18.0], zZolfDY-Vb, 6457421]
[paragraph, [301.0, 342.0, 248.0, 18.0], zZolfDY-Vb, 6457421]
[paragraph, [301.0, 360.0, 248.0, 18.0], zZolfDY-Vb, 6457421]
[paragraph, [52.0, 199.0, 227.0, 18.0], Z978PFL6Fs, 6457421]
[paragraph, [52.0, 217.0, 227.0, 18.0], Z978PFL6Fs, 6457421]
[paragraph, [105.0, 234.0, 149.0, 18.0], fzNrnETvBd, 6457421]
[paragraph, [51.0, 251.0, 252.0, 18.0], 6uvtRZ6IpH, 6457421]
[paragraph, [51.0, 269.0, 252.0, 18.0], 6uvtRZ6IpH, 6457421]
[paragraph, [51.0, 287.0, 252.0, 18.0], 6uvtRZ6IpH, 6457421]
[paragraph, [51.0, 305.0, 252.0, 18.0], 6uvtRZ6IpH, 6457421]
[paragraph, [51.0, 323.0, 252.0, 18.0], 6uvtRZ6IpH, 6457421]
[paragraph, [51.0, 341.0, 252.0, 18.0], 6uvtRZ6IpH, 6457421]
[paragraph, [51.0, 369.0, 251.0, 18.0], wGECm1oGHC, 6457421]
[paragraph, [51.0, 387.0, 251.0, 18.0], wGECm1oGHC, 6457421]
[paragraph, [51.0, 405.0, 251.0, 18.0], wGECm1oGHC, 6457421]
[paragraph, [51.0, 423.0, 251.0, 18.0], wGECm1oGHC, 6457421]
[paragraph, [51.0, 441.0, 251.0, 18.0], wGECm1oGHC, 6457421]
[paragraph, [51.0, 459.0, 251.0, 18.0], wGECm1oGHC, 6457421]
[paragraph, [51.0, 477.0, 251.0, 18.0], wGECm1oGHC, 6457421]
[paragraph, [51.0, 495.0, 251.0, 18.0], wGECm1oGHC, 6457421]
[paragraph, [51.0, 513.0, 251.0, 18.0], wGECm1oGHC, 6457421]
[paragraph, [51.0, 531.0, 251.0, 18.0], wGECm1oGHC, 6457421]
[paragraph, [51.0, 549.0, 251.0, 18.0], wGECm1oGHC, 6457421]
[paragraph, [51.0, 567.0, 251.0, 18.0], wGECm1oGHC, 6457421]
[paragraph, [51.0, 585.0, 251.0, 18.0], wGECm1oGHC, 6457421]
[paragraph, [51.0, 603.0, 251.0, 18.0], wGECm1oGHC, 6457421]
[paragraph, [51.0, 621.0, 251.0, 18.0], wGECm1oGHC, 6457421]
[paragraph, [301.0, 384.0, 217.0, 18.0], jK3X18eDpA, 6457421]
[paragraph, [301.0, 402.0, 217.0, 18.0], jK3X18eDpA, 6457421]
[paragraph, [300.0, 418.0, 224.0, 18.0], xATaN_0cHT, 6457421]
[paragraph, [300.0, 436.0, 224.0, 18.0], xATaN_0cHT, 6457421]
[paragraph, [298.0, 452.0, 215.0, 18.0], vXGxdc6nbq, 6457421]
[paragraph, [301.0, 469.0, 249.0, 18.0], kzQnr3yJrt, 6457421]
[paragraph, [301.0, 487.0, 249.0, 18.0], kzQnr3yJrt, 6457421]
[paragraph, [301.0, 505.0, 249.0, 18.0], kzQnr3yJrt, 6457421]
[paragraph, [301.0, 523.0, 249.0, 18.0], kzQnr3yJrt, 6457421]
[paragraph, [301.0, 541.0, 249.0, 18.0], kzQnr3yJrt, 6457421]
[paragraph, [302.0, 557.0, 247.0, 18.0], Hp-QHvze3D, 6457421]
[paragraph, [302.0, 575.0, 247.0, 18.0], Hp-QHvze3D, 6457421]
[paragraph, [302.0, 593.0, 247.0, 18.0], Hp-QHvze3D, 6457421]
[paragraph, [302.0, 611.0, 247.0, 18.0], Hp-QHvze3D, 6457421]
[paragraph, [302.0, 629.0, 247.0, 18.0], Hp-QHvze3D, 6457421]
[paragraph, [302.0, 647.0, 247.0, 18.0], Hp-QHvze3D, 6457421]
[paragraph, [54.0, 639.0, 248.0, 18.0], En3NIZteDk, 6457421]
[paragraph, [54.0, 657.0, 248.0, 18.0], En3NIZteDk, 6457421]
[paragraph, [54.0, 675.0, 248.0, 18.0], En3NIZteDk, 6457421]
[paragraph, [54.0, 693.0, 248.0, 18.0], En3NIZteDk, 6457421]
[paragraph, [54.0, 711.0, 248.0, 18.0], En3NIZteDk, 6457421]
[reference, [302.0, 664.0, 251.0, 18.0], C7zweffvT1, 6457421]
[reference, [302.0, 682.0, 251.0, 18.0], C7zweffvT1, 6457421]
[reference, [302.0, 700.0, 251.0, 18.0], C7zweffvT1, 6457421]
[reference, [302.0, 718.0, 251.0, 18.0], C7zweffvT1, 6457421]
[reference, [302.0, 736.0, 251.0, 18.0], C7zweffvT1, 6457421]
[reference, [302.0, 754.0, 251.0, 18.0], C7zweffvT1, 6457421]
[reference, [302.0, 772.0, 251.0, 18.0], C7zweffvT1, 6457421]
[reference, [302.0, 790.0, 251.0, 18.0], C7zweffvT1, 6457421]
[reference, [302.0, 808.0, 251.0, 18.0], C7zweffvT1, 6457421]
[reference, [50.0, 735.0, 252.0, 18.0], 5iDv-N0a_9, 6457421]
[reference, [50.0, 753.0, 252.0, 18.0], 5iDv-N0a_9, 6457421]
[reference, [50.0, 771.0, 252.0, 18.0], 5iDv-N0a_9, 6457421]
[reference, [50.0, 789.0, 252.0, 18.0], 5iDv-N0a_9, 6457421]
[reference, [50.0, 807.0, 252.0, 18.0], 5iDv-N0a_9, 6457421]
