[1650, 1275]
[section-title, [168.0, 149.0, 491.0, 49.5], shoonya_4sCCMYNAABJCIE, 5703446]
[paragraph, [140.0, 251.0, 993.0, 36.0], shoonya_1sLEOG5QDNASP4, 5703446]
[paragraph, [140.0, 287.0, 993.0, 36.0], shoonya_1sLEOG5QDNASP4, 5703446]
[paragraph, [140.0, 323.0, 993.0, 36.0], shoonya_1sLEOG5QDNASP4, 5703446]
[paragraph, [140.0, 359.0, 993.0, 36.0], shoonya_1sLEOG5QDNASP4, 5703446]
[paragraph, [140.0, 395.0, 993.0, 36.0], shoonya_1sLEOG5QDNASP4, 5703446]
[paragraph, [140.0, 431.0, 993.0, 36.0], shoonya_1sLEOG5QDNASP4, 5703446]
[paragraph, [142.0, 522.0, 993.0, 36.0], shoonya_0sFXY5YL5Q2VNO, 5703446]
[paragraph, [142.0, 558.0, 993.0, 36.0], shoonya_0sFXY5YL5Q2VNO, 5703446]
[paragraph, [142.0, 594.0, 993.0, 36.0], shoonya_0sFXY5YL5Q2VNO, 5703446]
[paragraph, [142.0, 630.0, 993.0, 36.0], shoonya_0sFXY5YL5Q2VNO, 5703446]
[paragraph, [142.0, 666.0, 993.0, 36.0], shoonya_0sFXY5YL5Q2VNO, 5703446]
[paragraph, [142.0, 702.0, 993.0, 36.0], shoonya_0sFXY5YL5Q2VNO, 5703446]
[paragraph, [142.0, 738.0, 993.0, 36.0], shoonya_0sFXY5YL5Q2VNO, 5703446]
[paragraph, [142.0, 774.0, 993.0, 36.0], shoonya_0sFXY5YL5Q2VNO, 5703446]
[paragraph, [142.0, 810.0, 993.0, 36.0], shoonya_0sFXY5YL5Q2VNO, 5703446]
[paragraph, [142.0, 846.0, 993.0, 36.0], shoonya_0sFXY5YL5Q2VNO, 5703446]
[paragraph, [142.0, 882.0, 993.0, 36.0], shoonya_0sFXY5YL5Q2VNO, 5703446]
[paragraph, [141.0, 986.0, 995.0, 36.0], shoonya_2s8B85YJHTZK08, 5703446]
[paragraph, [141.0, 1022.0, 995.0, 36.0], shoonya_2s8B85YJHTZK08, 5703446]
[paragraph, [141.0, 1058.0, 995.0, 36.0], shoonya_2s8B85YJHTZK08, 5703446]
[paragraph, [141.0, 1094.0, 995.0, 36.0], shoonya_2s8B85YJHTZK08, 5703446]
[paragraph, [141.0, 1130.0, 995.0, 36.0], shoonya_2s8B85YJHTZK08, 5703446]
[paragraph, [141.0, 1166.0, 995.0, 36.0], shoonya_2s8B85YJHTZK08, 5703446]
[paragraph, [141.0, 1202.0, 995.0, 36.0], shoonya_2s8B85YJHTZK08, 5703446]
[paragraph, [141.0, 1238.0, 995.0, 36.0], shoonya_2s8B85YJHTZK08, 5703446]
[paragraph, [141.0, 1274.0, 995.0, 36.0], shoonya_2s8B85YJHTZK08, 5703446]
[paragraph, [141.0, 1310.0, 995.0, 36.0], shoonya_2s8B85YJHTZK08, 5703446]
[paragraph, [141.0, 1346.0, 995.0, 36.0], shoonya_2s8B85YJHTZK08, 5703446]
