[792, 612]
[folio, [259.0, 64.0, 121.0, 18.0], erVGxvj5cx, 6494801]
[paragraph, [215.0, 92.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 110.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 128.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 146.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 164.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 182.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 200.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 218.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 236.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 254.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 272.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 290.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 308.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 326.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 344.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 362.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 380.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 398.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 416.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 434.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 452.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 470.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 488.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 506.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 524.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 542.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 560.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 578.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 596.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 614.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 632.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 650.0, 200.0, 18.0], exi4wZwC0v, 6494801]
[paragraph, [215.0, 668.0, 200.0, 18.0], exi4wZwC0v, 6494801]
