[1806, 1262]
[folio, [984.0, 100.0, 111.0, 36.0], shoonya_5sOREOIRFFSAYA, 5680788]
[paragraph, [103.0, 172.0, 1053.0, 36.0], shoonya_1sBFBRDDHMT0VV, 5680788]
[paragraph, [103.0, 208.0, 1053.0, 36.0], shoonya_1sBFBRDDHMT0VV, 5680788]
[paragraph, [103.0, 244.0, 1053.0, 36.0], shoonya_1sBFBRDDHMT0VV, 5680788]
[paragraph, [103.0, 280.0, 1053.0, 36.0], shoonya_1sBFBRDDHMT0VV, 5680788]
[paragraph, [103.0, 316.0, 1053.0, 36.0], shoonya_1sBFBRDDHMT0VV, 5680788]
[paragraph, [103.0, 352.0, 1053.0, 36.0], shoonya_1sBFBRDDHMT0VV, 5680788]
[paragraph, [103.0, 388.0, 1053.0, 36.0], shoonya_1sBFBRDDHMT0VV, 5680788]
[paragraph, [103.0, 424.0, 1053.0, 36.0], shoonya_1sBFBRDDHMT0VV, 5680788]
[paragraph, [103.0, 460.0, 1053.0, 36.0], shoonya_1sBFBRDDHMT0VV, 5680788]
[ordered-list, [87.0, 514.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 550.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 586.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 622.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 658.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 694.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 730.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 766.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 802.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 838.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 874.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 910.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 946.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 982.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 1018.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 1054.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 1090.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 1126.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 1162.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 1198.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 1234.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 1270.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 1306.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 1342.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 1378.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 1414.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 1450.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 1486.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 1522.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 1558.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 1594.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 1630.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
[ordered-list, [87.0, 1666.0, 1067.0, 36.0], shoonya_3sCEAT348LQTIZ, 5680788]
