[1601, 1158]
[section-title, [333.0, 219.0, 484.0, 49.5], shoonya_4sQXNPZOT7DTMP, 5695420]
[headline, [340.0, 343.0, 487.0, 37.5], shoonya_1sGRLPCFHE85JB, 5695420]
[paragraph, [185.0, 423.0, 779.0, 36.0], shoonya_0sXXX4V5T279V2, 5695420]
[paragraph, [185.0, 459.0, 779.0, 36.0], shoonya_0sXXX4V5T279V2, 5695420]
[paragraph, [185.0, 495.0, 779.0, 36.0], shoonya_0sXXX4V5T279V2, 5695420]
[paragraph, [185.0, 531.0, 779.0, 36.0], shoonya_0sXXX4V5T279V2, 5695420]
[paragraph, [185.0, 567.0, 779.0, 36.0], shoonya_0sXXX4V5T279V2, 5695420]
[paragraph, [181.0, 629.0, 777.0, 36.0], shoonya_5s6Y6TE0TC4RJ5, 5695420]
[paragraph, [181.0, 665.0, 777.0, 36.0], shoonya_5s6Y6TE0TC4RJ5, 5695420]
[paragraph, [181.0, 701.0, 777.0, 36.0], shoonya_5s6Y6TE0TC4RJ5, 5695420]
[paragraph, [190.0, 753.0, 769.0, 36.0], 9EumBA0dfu, 5695420]
[paragraph, [190.0, 789.0, 769.0, 36.0], 9EumBA0dfu, 5695420]
[paragraph, [190.0, 825.0, 769.0, 36.0], 9EumBA0dfu, 5695420]
[paragraph, [190.0, 861.0, 769.0, 36.0], 9EumBA0dfu, 5695420]
[paragraph, [185.0, 914.0, 790.0, 36.0], K_Erb563Vc, 5695420]
[paragraph, [185.0, 950.0, 790.0, 36.0], K_Erb563Vc, 5695420]
[paragraph, [185.0, 986.0, 790.0, 36.0], K_Erb563Vc, 5695420]
[paragraph, [185.0, 1022.0, 790.0, 36.0], K_Erb563Vc, 5695420]
[paragraph, [189.0, 1081.0, 790.0, 36.0], shoonya_3sPF1NXPIR3AEF, 5695420]
[paragraph, [189.0, 1117.0, 790.0, 36.0], shoonya_3sPF1NXPIR3AEF, 5695420]
[paragraph, [189.0, 1153.0, 790.0, 36.0], shoonya_3sPF1NXPIR3AEF, 5695420]
[paragraph, [189.0, 1189.0, 790.0, 36.0], shoonya_3sPF1NXPIR3AEF, 5695420]
[paragraph, [189.0, 1225.0, 790.0, 36.0], shoonya_3sPF1NXPIR3AEF, 5695420]
[paragraph, [189.0, 1261.0, 790.0, 36.0], shoonya_3sPF1NXPIR3AEF, 5695420]
[paragraph, [196.0, 1314.0, 646.0, 36.0], shoonya_2s06WBOS2W1I8I, 5695420]
[paragraph, [192.0, 1368.0, 632.0, 36.0], 31DP-x9c19, 5695420]
