[1004, 621]
[paragraph, [34.0, 112.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 130.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 148.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 166.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 184.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 202.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 220.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 238.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 256.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 274.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 292.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 310.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 328.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 346.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 364.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 382.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 400.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 418.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 436.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 454.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 472.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 490.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 508.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 526.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 544.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 562.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 580.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 598.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 616.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 634.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 652.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 670.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 688.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 706.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 724.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 742.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 760.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 778.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 796.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 814.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 832.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 850.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 868.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 886.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 904.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 922.0, 557.0, 18.0], yigqQ38jn9, 5740658]
[paragraph, [34.0, 940.0, 557.0, 18.0], yigqQ38jn9, 5740658]
