[1319, 719]
[folio, [40.0, 27.0, 128.0, 18.0], NIQn5EqJha, 5781747]
[folio, [40.0, 45.0, 128.0, 18.0], NIQn5EqJha, 5781747]
[folio, [84.0, 83.0, 582.0, 18.0], shoonya_7sAT9PB16PR437, 5781747]
[sidebar, [500.0, 593.0, 181.0, 18.0], BfsXCaNF3T, 5781747]
[figure-caption, [115.0, 650.0, 515.0, 18.0], shoonya_6sSGP6H2A3ICYG, 5781747]
[ordered-list, [35.0, 696.0, 664.0, 18.0], shoonya_2s8QTEML344J0N, 5781747]
[ordered-list, [35.0, 714.0, 664.0, 18.0], shoonya_2s8QTEML344J0N, 5781747]
[ordered-list, [35.0, 732.0, 664.0, 18.0], shoonya_2s8QTEML344J0N, 5781747]
[ordered-list, [35.0, 750.0, 664.0, 18.0], shoonya_2s8QTEML344J0N, 5781747]
[ordered-list, [35.0, 768.0, 664.0, 18.0], shoonya_2s8QTEML344J0N, 5781747]
[ordered-list, [35.0, 786.0, 664.0, 18.0], shoonya_2s8QTEML344J0N, 5781747]
[ordered-list, [35.0, 804.0, 664.0, 18.0], shoonya_2s8QTEML344J0N, 5781747]
[ordered-list, [29.0, 830.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[ordered-list, [29.0, 848.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[ordered-list, [29.0, 866.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[ordered-list, [29.0, 884.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[ordered-list, [29.0, 902.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[ordered-list, [29.0, 920.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[ordered-list, [29.0, 938.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[ordered-list, [29.0, 956.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[ordered-list, [29.0, 974.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[ordered-list, [29.0, 992.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[ordered-list, [29.0, 1010.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[ordered-list, [29.0, 1028.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[ordered-list, [29.0, 1046.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[ordered-list, [29.0, 1064.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[ordered-list, [29.0, 1082.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[ordered-list, [29.0, 1100.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[ordered-list, [29.0, 1118.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[ordered-list, [29.0, 1136.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[ordered-list, [29.0, 1154.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[ordered-list, [29.0, 1172.0, 678.0, 18.0], LKOGKrDRB6, 5781747]
[sub-ordered-list, [41.0, 910.0, 660.0, 18.0], 7ZqMZDlwUi, 5781747]
[sub-ordered-list, [41.0, 928.0, 660.0, 18.0], 7ZqMZDlwUi, 5781747]
[sub-ordered-list, [41.0, 946.0, 660.0, 18.0], 7ZqMZDlwUi, 5781747]
[sub-ordered-list, [41.0, 964.0, 660.0, 18.0], 7ZqMZDlwUi, 5781747]
[sub-ordered-list, [41.0, 982.0, 660.0, 18.0], 7ZqMZDlwUi, 5781747]
[sub-ordered-list, [41.0, 1000.0, 660.0, 18.0], 7ZqMZDlwUi, 5781747]
[sub-ordered-list, [41.0, 1018.0, 660.0, 18.0], 7ZqMZDlwUi, 5781747]
[sub-ordered-list, [41.0, 1036.0, 660.0, 18.0], 7ZqMZDlwUi, 5781747]
[sub-ordered-list, [41.0, 1054.0, 660.0, 18.0], 7ZqMZDlwUi, 5781747]
[sub-ordered-list, [41.0, 1072.0, 660.0, 18.0], 7ZqMZDlwUi, 5781747]
[sub-ordered-list, [41.0, 1090.0, 660.0, 18.0], 7ZqMZDlwUi, 5781747]
[sub-ordered-list, [41.0, 1108.0, 660.0, 18.0], 7ZqMZDlwUi, 5781747]
[sub-ordered-list, [41.0, 1126.0, 660.0, 18.0], 7ZqMZDlwUi, 5781747]
[sub-ordered-list, [41.0, 1144.0, 660.0, 18.0], 7ZqMZDlwUi, 5781747]
[sub-ordered-list, [41.0, 1162.0, 660.0, 18.0], 7ZqMZDlwUi, 5781747]
[sub-ordered-list, [41.0, 1180.0, 660.0, 18.0], 7ZqMZDlwUi, 5781747]
