[1372, 849]
[section-title, [336.0, 68.0, 176.0, 30.0], shoonya_1sQA9OAHWBJQWV, 5710144]
[paragraph, [58.0, 130.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 148.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 166.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 184.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 202.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 220.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 238.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 256.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 274.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 292.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 310.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 328.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 346.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 364.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 382.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 400.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 418.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 436.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 454.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 472.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 490.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 508.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 526.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 544.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 562.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 580.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 598.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 616.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 634.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 652.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 670.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [58.0, 688.0, 743.0, 18.0], 0HTTcYGzcP, 5710144]
[paragraph, [63.0, 718.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 736.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 754.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 772.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 790.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 808.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 826.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 844.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 862.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 880.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 898.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 916.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 934.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 952.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 970.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 988.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 1006.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 1024.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 1042.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 1060.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 1078.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 1096.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 1114.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 1132.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 1150.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 1168.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 1186.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 1204.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 1222.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 1240.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 1258.0, 739.0, 18.0], -efs0mH5pU, 5710144]
[paragraph, [63.0, 1276.0, 739.0, 18.0], -efs0mH5pU, 5710144]
