[2230, 1704]
[paragraph, [898.0, 153.0, 776.0, 36.0], shoonya_6s3LF9SP71YXWB, 5654546]
[paragraph, [898.0, 189.0, 776.0, 36.0], shoonya_6s3LF9SP71YXWB, 5654546]
[paragraph, [898.0, 225.0, 776.0, 36.0], shoonya_6s3LF9SP71YXWB, 5654546]
[paragraph, [898.0, 261.0, 776.0, 36.0], shoonya_6s3LF9SP71YXWB, 5654546]
[paragraph, [898.0, 297.0, 776.0, 36.0], shoonya_6s3LF9SP71YXWB, 5654546]
[paragraph, [898.0, 333.0, 776.0, 36.0], shoonya_6s3LF9SP71YXWB, 5654546]
[paragraph, [898.0, 369.0, 776.0, 36.0], shoonya_6s3LF9SP71YXWB, 5654546]
[paragraph, [898.0, 405.0, 776.0, 36.0], shoonya_6s3LF9SP71YXWB, 5654546]
[paragraph, [898.0, 441.0, 776.0, 36.0], shoonya_6s3LF9SP71YXWB, 5654546]
[paragraph, [898.0, 477.0, 776.0, 36.0], shoonya_6s3LF9SP71YXWB, 5654546]
[paragraph, [85.0, 155.0, 794.0, 36.0], shoonya_4s8BZ1V5EUPKMW, 5654546]
[paragraph, [85.0, 191.0, 794.0, 36.0], shoonya_4s8BZ1V5EUPKMW, 5654546]
[paragraph, [85.0, 227.0, 794.0, 36.0], shoonya_4s8BZ1V5EUPKMW, 5654546]
[paragraph, [85.0, 263.0, 794.0, 36.0], shoonya_4s8BZ1V5EUPKMW, 5654546]
[paragraph, [87.0, 303.0, 788.0, 36.0], shoonya_9sRL2NVH9N88F5, 5654546]
[paragraph, [87.0, 339.0, 788.0, 36.0], shoonya_9sRL2NVH9N88F5, 5654546]
[ordered-list, [97.0, 400.0, 783.0, 36.0], shoonya_7s52F1UKPKQUM2, 5654546]
[ordered-list, [97.0, 436.0, 783.0, 36.0], shoonya_7s52F1UKPKQUM2, 5654546]
[ordered-list, [97.0, 472.0, 783.0, 36.0], shoonya_7s52F1UKPKQUM2, 5654546]
[ordered-list, [97.0, 508.0, 783.0, 36.0], shoonya_7s52F1UKPKQUM2, 5654546]
[ordered-list, [97.0, 544.0, 783.0, 36.0], shoonya_7s52F1UKPKQUM2, 5654546]
[ordered-list, [97.0, 580.0, 783.0, 36.0], shoonya_7s52F1UKPKQUM2, 5654546]
[ordered-list, [97.0, 616.0, 783.0, 36.0], shoonya_7s52F1UKPKQUM2, 5654546]
[ordered-list, [97.0, 652.0, 783.0, 36.0], shoonya_7s52F1UKPKQUM2, 5654546]
[ordered-list, [97.0, 688.0, 783.0, 36.0], shoonya_7s52F1UKPKQUM2, 5654546]
[ordered-list, [97.0, 724.0, 783.0, 36.0], shoonya_7s52F1UKPKQUM2, 5654546]
[paragraph, [898.0, 541.0, 772.0, 36.0], shoonya_1s9DS22RC01G9J, 5654546]
[paragraph, [898.0, 577.0, 772.0, 36.0], shoonya_1s9DS22RC01G9J, 5654546]
[paragraph, [898.0, 613.0, 772.0, 36.0], shoonya_1s9DS22RC01G9J, 5654546]
[paragraph, [898.0, 649.0, 772.0, 36.0], shoonya_1s9DS22RC01G9J, 5654546]
[paragraph, [898.0, 685.0, 772.0, 36.0], shoonya_1s9DS22RC01G9J, 5654546]
[paragraph, [898.0, 721.0, 772.0, 36.0], shoonya_1s9DS22RC01G9J, 5654546]
[paragraph, [898.0, 757.0, 772.0, 36.0], shoonya_1s9DS22RC01G9J, 5654546]
[paragraph, [898.0, 793.0, 772.0, 36.0], shoonya_1s9DS22RC01G9J, 5654546]
[paragraph, [78.0, 773.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 809.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 845.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 881.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 917.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 953.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 989.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 1025.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 1061.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 1097.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 1133.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 1169.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 1205.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 1241.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 1277.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 1313.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 1349.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 1385.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 1421.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 1457.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 1493.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [78.0, 1529.0, 806.0, 36.0], shoonya_3s62TYT4GTAIJ2, 5654546]
[paragraph, [903.0, 823.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 859.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 895.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 931.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 967.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1003.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1039.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1075.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1111.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1147.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1183.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1219.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1255.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1291.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1327.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1363.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
[paragraph, [903.0, 1399.0, 777.0, 36.0], shoonya_2sZ8EQWW21RODF, 5654546]
