[842, 596]
[section-title, [186.0, 65.0, 230.0, 30.0], shoonya_0sD0JL824Y8FVO, 5780602]
[paragraph, [58.0, 141.0, 472.0, 18.0], P5gcOJcuLQ, 5780602]
[ordered-list, [80.0, 183.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 201.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 219.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 237.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 255.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 273.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 291.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 309.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 327.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 345.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 363.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 381.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 399.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 417.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 435.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 453.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 471.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 489.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 507.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 525.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 543.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 561.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 579.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 597.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 615.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 633.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 651.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 669.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 687.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
[ordered-list, [80.0, 705.0, 453.0, 18.0], mi2aOkBzmJ, 5780602]
