[2339, 1654]
[folio, [163.0, 24.0, 329.0, 36.0], RVTz_FOoQD, 5750557]
[paragraph, [156.0, 78.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 114.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 150.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 186.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 222.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 258.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 294.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 330.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 366.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 402.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 438.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 474.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 510.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 546.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 582.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 618.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 654.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 690.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 726.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 762.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 798.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 834.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 870.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 906.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 942.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 978.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1014.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1050.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1086.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1122.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
[paragraph, [156.0, 1158.0, 1472.0, 36.0], shoonya_0s9L936F2AM016, 5750557]
