[1647, 1217]
[placeholder-text, [145.0, 279.0, 962.0, 18.0], shoonya_3sIQO2CXUA3NCM, 5719057]
[placeholder-text, [145.0, 297.0, 962.0, 18.0], shoonya_3sIQO2CXUA3NCM, 5719057]
[placeholder-text, [145.0, 315.0, 962.0, 18.0], shoonya_3sIQO2CXUA3NCM, 5719057]
[placeholder-text, [145.0, 333.0, 962.0, 18.0], shoonya_3sIQO2CXUA3NCM, 5719057]
[placeholder-text, [145.0, 351.0, 962.0, 18.0], shoonya_3sIQO2CXUA3NCM, 5719057]
[placeholder-text, [145.0, 369.0, 962.0, 18.0], shoonya_3sIQO2CXUA3NCM, 5719057]
[placeholder-text, [145.0, 387.0, 962.0, 18.0], shoonya_3sIQO2CXUA3NCM, 5719057]
[placeholder-text, [121.0, 493.0, 994.0, 18.0], shoonya_6s9O16MD2K1YFN, 5719057]
[placeholder-text, [121.0, 511.0, 994.0, 18.0], shoonya_6s9O16MD2K1YFN, 5719057]
[placeholder-text, [121.0, 529.0, 994.0, 18.0], shoonya_6s9O16MD2K1YFN, 5719057]
[placeholder-text, [121.0, 547.0, 994.0, 18.0], shoonya_6s9O16MD2K1YFN, 5719057]
[placeholder-text, [121.0, 565.0, 994.0, 18.0], shoonya_6s9O16MD2K1YFN, 5719057]
[placeholder-text, [121.0, 583.0, 994.0, 18.0], shoonya_6s9O16MD2K1YFN, 5719057]
[placeholder-text, [121.0, 601.0, 994.0, 18.0], shoonya_6s9O16MD2K1YFN, 5719057]
[placeholder-text, [121.0, 619.0, 994.0, 18.0], shoonya_6s9O16MD2K1YFN, 5719057]
[placeholder-text, [126.0, 718.0, 988.0, 18.0], povZB9VQHB, 5719057]
[placeholder-text, [126.0, 736.0, 988.0, 18.0], povZB9VQHB, 5719057]
[placeholder-text, [126.0, 754.0, 988.0, 18.0], povZB9VQHB, 5719057]
[placeholder-text, [126.0, 772.0, 988.0, 18.0], povZB9VQHB, 5719057]
[placeholder-text, [126.0, 790.0, 988.0, 18.0], povZB9VQHB, 5719057]
[placeholder-text, [126.0, 808.0, 988.0, 18.0], povZB9VQHB, 5719057]
[placeholder-text, [126.0, 826.0, 988.0, 18.0], povZB9VQHB, 5719057]
[sidebar, [981.0, 876.0, 150.0, 36.0], A4w4UQ6IOH, 5719057]
[second-level-question, [129.0, 951.0, 1016.0, 36.0], AgORwyYMME, 5719057]
[second-level-question, [129.0, 987.0, 1016.0, 36.0], AgORwyYMME, 5719057]
[second-level-question, [129.0, 1023.0, 1016.0, 36.0], AgORwyYMME, 5719057]
[second-level-question, [129.0, 1059.0, 1016.0, 36.0], AgORwyYMME, 5719057]
[second-level-question, [129.0, 1095.0, 1016.0, 36.0], AgORwyYMME, 5719057]
[second-level-question, [129.0, 1131.0, 1016.0, 36.0], AgORwyYMME, 5719057]
[second-level-question, [129.0, 1167.0, 1016.0, 36.0], AgORwyYMME, 5719057]
[second-level-question, [129.0, 1203.0, 1016.0, 36.0], AgORwyYMME, 5719057]
[second-level-question, [129.0, 1239.0, 1016.0, 36.0], AgORwyYMME, 5719057]
[second-level-question, [129.0, 1275.0, 1016.0, 36.0], AgORwyYMME, 5719057]
[second-level-question, [129.0, 1311.0, 1016.0, 36.0], AgORwyYMME, 5719057]
[second-level-question, [129.0, 1347.0, 1016.0, 36.0], AgORwyYMME, 5719057]
[placeholder-text, [130.0, 1013.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1031.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1049.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1067.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1085.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1103.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1121.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1139.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1157.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1175.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1193.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1211.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1229.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1247.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1265.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1283.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1301.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1319.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1337.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1355.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[placeholder-text, [130.0, 1373.0, 1010.0, 18.0], dFXoT-lthM, 5719057]
[jumpline, [1022.0, 1452.0, 109.0, 36.0], OHPcpU9kjy, 5719057]
[folio, [123.0, 1455.0, 279.0, 36.0], R_iD09RAxP, 5719057]
