[842, 595]
[paragraph, [54.0, 92.0, 244.0, 18.0], shoonya_10sZ6Y8GFPYGQF, 5742865]
[paragraph, [54.0, 110.0, 244.0, 18.0], shoonya_10sZ6Y8GFPYGQF, 5742865]
[paragraph, [54.0, 128.0, 244.0, 18.0], shoonya_10sZ6Y8GFPYGQF, 5742865]
[paragraph, [53.0, 180.0, 244.0, 18.0], shoonya_8sIHQQO0XHN3AJ, 5742865]
[paragraph, [53.0, 198.0, 244.0, 18.0], shoonya_8sIHQQO0XHN3AJ, 5742865]
[paragraph, [53.0, 216.0, 244.0, 18.0], shoonya_8sIHQQO0XHN3AJ, 5742865]
[paragraph, [53.0, 234.0, 244.0, 18.0], shoonya_8sIHQQO0XHN3AJ, 5742865]
[paragraph, [300.0, 256.0, 243.0, 18.0], shoonya_12s4X1WW67MICU, 5742865]
[paragraph, [300.0, 274.0, 243.0, 18.0], shoonya_12s4X1WW67MICU, 5742865]
[paragraph, [54.0, 278.0, 242.0, 18.0], shoonya_5s2DTD6641KJZS, 5742865]
[paragraph, [54.0, 296.0, 242.0, 18.0], shoonya_5s2DTD6641KJZS, 5742865]
[paragraph, [54.0, 314.0, 242.0, 18.0], shoonya_5s2DTD6641KJZS, 5742865]
[paragraph, [54.0, 332.0, 242.0, 18.0], shoonya_5s2DTD6641KJZS, 5742865]
[paragraph, [301.0, 317.0, 242.0, 18.0], shoonya_4sF8MMVYSNGJZW, 5742865]
[paragraph, [301.0, 335.0, 242.0, 18.0], shoonya_4sF8MMVYSNGJZW, 5742865]
[paragraph, [301.0, 353.0, 242.0, 18.0], shoonya_4sF8MMVYSNGJZW, 5742865]
[paragraph, [301.0, 371.0, 242.0, 18.0], shoonya_4sF8MMVYSNGJZW, 5742865]
[paragraph, [301.0, 389.0, 242.0, 18.0], shoonya_4sF8MMVYSNGJZW, 5742865]
[paragraph, [300.0, 429.0, 242.0, 18.0], shoonya_6sSSVOUXCDRD6F, 5742865]
[paragraph, [300.0, 447.0, 242.0, 18.0], shoonya_6sSSVOUXCDRD6F, 5742865]
[paragraph, [300.0, 465.0, 242.0, 18.0], shoonya_6sSSVOUXCDRD6F, 5742865]
[paragraph, [300.0, 495.0, 246.0, 18.0], shoonya_7sUACQHJBDHB1L, 5742865]
[paragraph, [300.0, 513.0, 246.0, 18.0], shoonya_7sUACQHJBDHB1L, 5742865]
[paragraph, [300.0, 531.0, 246.0, 18.0], shoonya_7sUACQHJBDHB1L, 5742865]
[paragraph, [300.0, 549.0, 246.0, 18.0], shoonya_7sUACQHJBDHB1L, 5742865]
[paragraph, [300.0, 567.0, 246.0, 18.0], shoonya_7sUACQHJBDHB1L, 5742865]
[paragraph, [54.0, 517.0, 242.0, 18.0], shoonya_14sE19AYRQJH3D, 5742865]
[paragraph, [54.0, 535.0, 242.0, 18.0], shoonya_14sE19AYRQJH3D, 5742865]
[paragraph, [54.0, 575.0, 242.0, 18.0], shoonya_3sBN4M8ZKK3I7R, 5742865]
[paragraph, [54.0, 593.0, 242.0, 18.0], shoonya_3sBN4M8ZKK3I7R, 5742865]
[paragraph, [54.0, 611.0, 242.0, 18.0], shoonya_3sBN4M8ZKK3I7R, 5742865]
[paragraph, [54.0, 629.0, 242.0, 18.0], shoonya_3sBN4M8ZKK3I7R, 5742865]
[paragraph, [301.0, 613.0, 243.0, 18.0], shoonya_2sUFBBHHVPEQJJ, 5742865]
[paragraph, [301.0, 631.0, 243.0, 18.0], shoonya_2sUFBBHHVPEQJJ, 5742865]
[paragraph, [301.0, 649.0, 243.0, 18.0], shoonya_2sUFBBHHVPEQJJ, 5742865]
[paragraph, [301.0, 667.0, 243.0, 18.0], shoonya_2sUFBBHHVPEQJJ, 5742865]
[paragraph, [301.0, 685.0, 243.0, 18.0], shoonya_2sUFBBHHVPEQJJ, 5742865]
[paragraph, [301.0, 703.0, 243.0, 18.0], shoonya_2sUFBBHHVPEQJJ, 5742865]
[paragraph, [54.0, 678.0, 243.0, 18.0], shoonya_9s0MO4D9C1CKEC, 5742865]
[paragraph, [54.0, 696.0, 243.0, 18.0], shoonya_9s0MO4D9C1CKEC, 5742865]
[paragraph, [54.0, 714.0, 243.0, 18.0], shoonya_9s0MO4D9C1CKEC, 5742865]
[folio, [473.0, 747.0, 67.0, 18.0], shoonya_15s390SOMC52Y0, 5742865]
