[2299, 979]
[contact-info, [2.0, 17.0, 974.0, 36.0], x4E9UuPHre, 5696080]
[contact-info, [2.0, 53.0, 974.0, 36.0], x4E9UuPHre, 5696080]
[contact-info, [368.0, 110.0, 246.0, 36.0], T8KQU8c2_Q, 5696080]
[contact-info, [140.0, 153.0, 640.0, 36.0], X_K6fUgB87, 5696080]
[contact-info, [140.0, 189.0, 640.0, 36.0], X_K6fUgB87, 5696080]
[contact-info, [140.0, 225.0, 640.0, 36.0], X_K6fUgB87, 5696080]
[headline, [18.0, 294.0, 945.0, 67.5], DyfNMMGxUB, 5696080]
[headline, [18.0, 361.5, 945.0, 67.5], DyfNMMGxUB, 5696080]
[headline, [18.0, 429.0, 945.0, 67.5], DyfNMMGxUB, 5696080]
[sub-headline, [27.0, 511.0, 925.0, 55.5], rMqtzUfV7F, 5696080]
[sub-headline, [27.0, 566.5, 925.0, 55.5], rMqtzUfV7F, 5696080]
[section-title, [588.0, 665.0, 316.0, 52.5], OxEHDYfLFO, 5696080]
[paragraph, [0.0, 676.0, 455.0, 36.0], shoonya_0sJZZSUJVR81A9, 5696080]
[paragraph, [0.0, 712.0, 455.0, 36.0], shoonya_0sJZZSUJVR81A9, 5696080]
[paragraph, [499.0, 758.0, 98.0, 36.0], gVD3AijIg7, 5696080]
[paragraph, [499.0, 794.0, 98.0, 36.0], gVD3AijIg7, 5696080]
[paragraph, [499.0, 830.0, 98.0, 36.0], gVD3AijIg7, 5696080]
[paragraph, [499.0, 866.0, 98.0, 36.0], gVD3AijIg7, 5696080]
[paragraph, [2.0, 788.0, 403.0, 36.0], pxBWpsmzl-, 5696080]
[paragraph, [2.0, 824.0, 403.0, 36.0], pxBWpsmzl-, 5696080]
[paragraph, [814.0, 805.0, 133.0, 36.0], 4XM9QGtkoH, 5696080]
[paragraph, [814.0, 841.0, 133.0, 36.0], 4XM9QGtkoH, 5696080]
[paragraph, [814.0, 877.0, 133.0, 36.0], 4XM9QGtkoH, 5696080]
[paragraph, [814.0, 913.0, 133.0, 36.0], 4XM9QGtkoH, 5696080]
[paragraph, [814.0, 949.0, 133.0, 36.0], 4XM9QGtkoH, 5696080]
[paragraph, [652.0, 819.0, 129.0, 36.0], bCBs2Q7455, 5696080]
[paragraph, [652.0, 855.0, 129.0, 36.0], bCBs2Q7455, 5696080]
[paragraph, [652.0, 891.0, 129.0, 36.0], bCBs2Q7455, 5696080]
[paragraph, [652.0, 927.0, 129.0, 36.0], bCBs2Q7455, 5696080]
[paragraph, [13.0, 895.0, 448.0, 36.0], ZGMIT9yO64, 5696080]
[paragraph, [13.0, 931.0, 448.0, 36.0], ZGMIT9yO64, 5696080]
[paragraph, [4.0, 1010.0, 551.0, 36.0], H5YmhHFtgF, 5696080]
[paragraph, [4.0, 1046.0, 551.0, 36.0], H5YmhHFtgF, 5696080]
[paragraph, [721.0, 1040.0, 158.0, 36.0], Gq3iMjVQF5, 5696080]
[paragraph, [721.0, 1076.0, 158.0, 36.0], Gq3iMjVQF5, 5696080]
[paragraph, [721.0, 1112.0, 158.0, 36.0], Gq3iMjVQF5, 5696080]
[paragraph, [721.0, 1148.0, 158.0, 36.0], Gq3iMjVQF5, 5696080]
[paragraph, [721.0, 1184.0, 158.0, 36.0], Gq3iMjVQF5, 5696080]
[paragraph, [721.0, 1220.0, 158.0, 36.0], Gq3iMjVQF5, 5696080]
[paragraph, [6.0, 1117.0, 492.0, 36.0], yiDzQdiVao, 5696080]
[paragraph, [6.0, 1153.0, 492.0, 36.0], yiDzQdiVao, 5696080]
[paragraph, [9.0, 1225.0, 593.0, 36.0], WLQ5LZ-vp4, 5696080]
[paragraph, [9.0, 1261.0, 593.0, 36.0], WLQ5LZ-vp4, 5696080]
[paragraph, [613.0, 1282.0, 131.0, 36.0], fbYYQZVtJJ, 5696080]
[paragraph, [613.0, 1318.0, 131.0, 36.0], fbYYQZVtJJ, 5696080]
[paragraph, [613.0, 1354.0, 131.0, 36.0], fbYYQZVtJJ, 5696080]
[paragraph, [613.0, 1390.0, 131.0, 36.0], fbYYQZVtJJ, 5696080]
[paragraph, [11.0, 1323.0, 437.0, 36.0], 4fdXXN2x1T, 5696080]
[paragraph, [11.0, 1359.0, 437.0, 36.0], 4fdXXN2x1T, 5696080]
[paragraph, [778.0, 1324.0, 196.0, 36.0], KQaJnl1kv9, 5696080]
[paragraph, [778.0, 1360.0, 196.0, 36.0], KQaJnl1kv9, 5696080]
[paragraph, [778.0, 1396.0, 196.0, 36.0], KQaJnl1kv9, 5696080]
[paragraph, [778.0, 1432.0, 196.0, 36.0], KQaJnl1kv9, 5696080]
[paragraph, [778.0, 1468.0, 196.0, 36.0], KQaJnl1kv9, 5696080]
[paragraph, [1.0, 1441.0, 429.0, 36.0], uHmrJUEXqw, 5696080]
[paragraph, [1.0, 1477.0, 429.0, 36.0], uHmrJUEXqw, 5696080]
[paragraph, [519.0, 1531.0, 188.0, 36.0], p3ixjKskJh, 5696080]
[paragraph, [519.0, 1567.0, 188.0, 36.0], p3ixjKskJh, 5696080]
[paragraph, [519.0, 1603.0, 188.0, 36.0], p3ixjKskJh, 5696080]
[paragraph, [519.0, 1639.0, 188.0, 36.0], p3ixjKskJh, 5696080]
[paragraph, [519.0, 1675.0, 188.0, 36.0], p3ixjKskJh, 5696080]
[paragraph, [519.0, 1711.0, 188.0, 36.0], p3ixjKskJh, 5696080]
[paragraph, [11.0, 1547.0, 443.0, 36.0], Yra4V1ylsW, 5696080]
[paragraph, [11.0, 1583.0, 443.0, 36.0], Yra4V1ylsW, 5696080]
[paragraph, [11.0, 1652.0, 482.0, 36.0], YdsIVKyTUh, 5696080]
[paragraph, [11.0, 1688.0, 482.0, 36.0], YdsIVKyTUh, 5696080]
[paragraph, [785.0, 1671.0, 129.0, 36.0], YQUls3g0PH, 5696080]
[paragraph, [785.0, 1707.0, 129.0, 36.0], YQUls3g0PH, 5696080]
[paragraph, [785.0, 1743.0, 129.0, 36.0], YQUls3g0PH, 5696080]
[paragraph, [785.0, 1779.0, 129.0, 36.0], YQUls3g0PH, 5696080]
[paragraph, [785.0, 1815.0, 129.0, 36.0], YQUls3g0PH, 5696080]
[paragraph, [3.0, 1759.0, 558.0, 36.0], GeH9WZs5FM, 5696080]
[paragraph, [3.0, 1795.0, 558.0, 36.0], GeH9WZs5FM, 5696080]
[paragraph, [626.0, 1849.0, 159.0, 36.0], gebhDRI69b, 5696080]
[paragraph, [626.0, 1885.0, 159.0, 36.0], gebhDRI69b, 5696080]
[paragraph, [626.0, 1921.0, 159.0, 36.0], gebhDRI69b, 5696080]
[paragraph, [626.0, 1957.0, 159.0, 36.0], gebhDRI69b, 5696080]
[paragraph, [626.0, 1993.0, 159.0, 36.0], gebhDRI69b, 5696080]
[paragraph, [4.0, 1870.0, 376.0, 36.0], kKDBxwMzb6, 5696080]
[paragraph, [4.0, 1906.0, 376.0, 36.0], kKDBxwMzb6, 5696080]
[paragraph, [8.0, 1981.0, 553.0, 36.0], JNUYWbxDf1, 5696080]
[paragraph, [8.0, 2017.0, 553.0, 36.0], JNUYWbxDf1, 5696080]
[folio, [3.0, 2093.0, 972.0, 36.0], shoonya_1sV7XGN0Y2463U, 5696080]
[folio, [3.0, 2129.0, 972.0, 36.0], shoonya_1sV7XGN0Y2463U, 5696080]
[contact-info, [2.0, 2198.0, 971.0, 36.0], 6A5RtJ4viz, 5696080]
[contact-info, [2.0, 2234.0, 971.0, 36.0], 6A5RtJ4viz, 5696080]
