[2180, 1468]
[folio, [166.0, 126.0, 194.0, 36.0], rNLR90cTFe, 5654842]
[paragraph, [163.0, 249.0, 1187.0, 36.0], shoonya_0sAQH264297B9T, 5654842]
[paragraph, [163.0, 285.0, 1187.0, 36.0], shoonya_0sAQH264297B9T, 5654842]
[paragraph, [163.0, 321.0, 1187.0, 36.0], shoonya_0sAQH264297B9T, 5654842]
[paragraph, [163.0, 357.0, 1187.0, 36.0], shoonya_0sAQH264297B9T, 5654842]
[paragraph, [163.0, 393.0, 1187.0, 36.0], shoonya_0sAQH264297B9T, 5654842]
[paragraph, [163.0, 429.0, 1187.0, 36.0], shoonya_0sAQH264297B9T, 5654842]
[paragraph, [163.0, 465.0, 1187.0, 36.0], shoonya_0sAQH264297B9T, 5654842]
[paragraph, [163.0, 501.0, 1187.0, 36.0], shoonya_0sAQH264297B9T, 5654842]
[paragraph, [163.0, 537.0, 1187.0, 36.0], shoonya_0sAQH264297B9T, 5654842]
[paragraph, [163.0, 573.0, 1187.0, 36.0], shoonya_0sAQH264297B9T, 5654842]
[paragraph, [163.0, 641.0, 1192.0, 36.0], shoonya_2sAB6NQ13SQU09, 5654842]
[paragraph, [163.0, 677.0, 1192.0, 36.0], shoonya_2sAB6NQ13SQU09, 5654842]
[paragraph, [163.0, 713.0, 1192.0, 36.0], shoonya_2sAB6NQ13SQU09, 5654842]
[paragraph, [163.0, 749.0, 1192.0, 36.0], shoonya_2sAB6NQ13SQU09, 5654842]
[paragraph, [163.0, 785.0, 1192.0, 36.0], shoonya_2sAB6NQ13SQU09, 5654842]
[paragraph, [163.0, 821.0, 1192.0, 36.0], shoonya_2sAB6NQ13SQU09, 5654842]
[paragraph, [163.0, 857.0, 1192.0, 36.0], shoonya_2sAB6NQ13SQU09, 5654842]
[paragraph, [163.0, 893.0, 1192.0, 36.0], shoonya_2sAB6NQ13SQU09, 5654842]
[paragraph, [163.0, 929.0, 1192.0, 36.0], shoonya_2sAB6NQ13SQU09, 5654842]
[paragraph, [163.0, 965.0, 1192.0, 36.0], shoonya_2sAB6NQ13SQU09, 5654842]
[paragraph, [168.0, 1054.0, 1198.0, 36.0], shoonya_3sHFBYULQXULF1, 5654842]
[paragraph, [168.0, 1090.0, 1198.0, 36.0], shoonya_3sHFBYULQXULF1, 5654842]
[paragraph, [168.0, 1126.0, 1198.0, 36.0], shoonya_3sHFBYULQXULF1, 5654842]
[paragraph, [168.0, 1162.0, 1198.0, 36.0], shoonya_3sHFBYULQXULF1, 5654842]
[paragraph, [168.0, 1198.0, 1198.0, 36.0], shoonya_3sHFBYULQXULF1, 5654842]
[paragraph, [168.0, 1234.0, 1198.0, 36.0], shoonya_3sHFBYULQXULF1, 5654842]
[paragraph, [168.0, 1270.0, 1198.0, 36.0], shoonya_3sHFBYULQXULF1, 5654842]
[paragraph, [168.0, 1306.0, 1198.0, 36.0], shoonya_3sHFBYULQXULF1, 5654842]
[paragraph, [233.0, 1378.0, 785.0, 36.0], VmfyVnUGun, 5654842]
[paragraph, [233.0, 1414.0, 785.0, 36.0], VmfyVnUGun, 5654842]
[paragraph, [233.0, 1450.0, 785.0, 36.0], VmfyVnUGun, 5654842]
[paragraph, [233.0, 1486.0, 785.0, 36.0], VmfyVnUGun, 5654842]
[paragraph, [233.0, 1522.0, 785.0, 36.0], VmfyVnUGun, 5654842]
[paragraph, [233.0, 1558.0, 785.0, 36.0], VmfyVnUGun, 5654842]
[paragraph, [233.0, 1594.0, 785.0, 36.0], VmfyVnUGun, 5654842]
[paragraph, [233.0, 1630.0, 785.0, 36.0], VmfyVnUGun, 5654842]
[paragraph, [173.0, 1687.0, 1188.0, 36.0], shoonya_5s0OUZLVOH2ZEN, 5654842]
[paragraph, [173.0, 1723.0, 1188.0, 36.0], shoonya_5s0OUZLVOH2ZEN, 5654842]
[paragraph, [173.0, 1759.0, 1188.0, 36.0], shoonya_5s0OUZLVOH2ZEN, 5654842]
[paragraph, [173.0, 1795.0, 1188.0, 36.0], shoonya_5s0OUZLVOH2ZEN, 5654842]
[paragraph, [173.0, 1831.0, 1188.0, 36.0], shoonya_5s0OUZLVOH2ZEN, 5654842]
[paragraph, [173.0, 1867.0, 1188.0, 36.0], shoonya_5s0OUZLVOH2ZEN, 5654842]
[reference, [178.0, 1955.0, 704.0, 36.0], shoonya_1sIRQSGZBB5G93, 5654842]
[reference, [178.0, 1991.0, 704.0, 36.0], shoonya_1sIRQSGZBB5G93, 5654842]
