[2338, 1654]
[paragraph, [270.0, 237.0, 1205.0, 36.0], shoonya_2s2URVNPPDYCQS, 5753720]
[paragraph, [270.0, 273.0, 1205.0, 36.0], shoonya_2s2URVNPPDYCQS, 5753720]
[paragraph, [270.0, 309.0, 1205.0, 36.0], shoonya_2s2URVNPPDYCQS, 5753720]
[paragraph, [270.0, 345.0, 1205.0, 36.0], shoonya_2s2URVNPPDYCQS, 5753720]
[paragraph, [270.0, 381.0, 1205.0, 36.0], shoonya_2s2URVNPPDYCQS, 5753720]
[paragraph, [270.0, 417.0, 1205.0, 36.0], shoonya_2s2URVNPPDYCQS, 5753720]
[section-title, [259.0, 487.0, 655.0, 52.5], UbeZ-1YIyi, 5753720]
[paragraph, [267.0, 574.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 610.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 646.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 682.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 718.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 754.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 790.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 826.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 862.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 898.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 934.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 970.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1006.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1042.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1078.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1114.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1150.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1186.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1222.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1258.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1294.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1330.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1366.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1402.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1438.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1474.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1510.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1546.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1582.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1618.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1654.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1690.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[paragraph, [267.0, 1726.0, 1218.0, 36.0], shoonya_0sN6NQXW3NS9X0, 5753720]
[reference, [251.0, 1833.0, 1166.0, 36.0], -_r0YCsHr2, 5753720]
[reference, [251.0, 1869.0, 1166.0, 36.0], -_r0YCsHr2, 5753720]
[reference, [251.0, 1905.0, 1166.0, 36.0], -_r0YCsHr2, 5753720]
[reference, [251.0, 1941.0, 1166.0, 36.0], -_r0YCsHr2, 5753720]
[reference, [251.0, 1977.0, 1166.0, 36.0], -_r0YCsHr2, 5753720]
[reference, [251.0, 2013.0, 1166.0, 36.0], -_r0YCsHr2, 5753720]
[reference, [251.0, 2049.0, 1166.0, 36.0], -_r0YCsHr2, 5753720]
