[2067, 1567]
[folio, [1052.0, 191.0, 316.0, 36.0], tE8-YLQsyV, 5735440]
[folio, [191.0, 199.0, 146.0, 36.0], mu3ix6Yg23, 5735440]
[paragraph, [791.0, 249.0, 580.0, 36.0], shoonya_3sNXX3SINRXUEO, 5735440]
[paragraph, [791.0, 285.0, 580.0, 36.0], shoonya_3sNXX3SINRXUEO, 5735440]
[paragraph, [791.0, 321.0, 580.0, 36.0], shoonya_3sNXX3SINRXUEO, 5735440]
[paragraph, [791.0, 357.0, 580.0, 36.0], shoonya_3sNXX3SINRXUEO, 5735440]
[paragraph, [183.0, 293.0, 172.0, 36.0], fGBIICdPYt, 5735440]
[paragraph, [446.0, 387.0, 328.0, 36.0], shoonya_9sFF28JPDFXRI4, 5735440]
[paragraph, [446.0, 423.0, 328.0, 36.0], shoonya_9sFF28JPDFXRI4, 5735440]
[paragraph, [446.0, 459.0, 328.0, 36.0], shoonya_9sFF28JPDFXRI4, 5735440]
[paragraph, [446.0, 495.0, 328.0, 36.0], shoonya_9sFF28JPDFXRI4, 5735440]
[paragraph, [446.0, 531.0, 328.0, 36.0], shoonya_9sFF28JPDFXRI4, 5735440]
[paragraph, [446.0, 567.0, 328.0, 36.0], shoonya_9sFF28JPDFXRI4, 5735440]
[paragraph, [446.0, 603.0, 328.0, 36.0], shoonya_9sFF28JPDFXRI4, 5735440]
[paragraph, [446.0, 639.0, 328.0, 36.0], shoonya_9sFF28JPDFXRI4, 5735440]
[paragraph, [446.0, 675.0, 328.0, 36.0], shoonya_9sFF28JPDFXRI4, 5735440]
[paragraph, [791.0, 429.0, 581.0, 36.0], shoonya_2s5W2V4Z5WCEOZ, 5735440]
[paragraph, [791.0, 465.0, 581.0, 36.0], shoonya_2s5W2V4Z5WCEOZ, 5735440]
[paragraph, [791.0, 501.0, 581.0, 36.0], shoonya_2s5W2V4Z5WCEOZ, 5735440]
[paragraph, [791.0, 537.0, 581.0, 36.0], shoonya_2s5W2V4Z5WCEOZ, 5735440]
[paragraph, [791.0, 573.0, 581.0, 36.0], shoonya_2s5W2V4Z5WCEOZ, 5735440]
[paragraph, [791.0, 609.0, 581.0, 36.0], shoonya_2s5W2V4Z5WCEOZ, 5735440]
[paragraph, [791.0, 645.0, 581.0, 36.0], shoonya_2s5W2V4Z5WCEOZ, 5735440]
[author, [1130.0, 692.0, 245.0, 36.0], shoonya_16s83HQP46O5VT, 5735440]
[paragraph, [192.0, 740.0, 580.0, 36.0], shoonya_13sZ5YPNOTOE7A, 5735440]
[paragraph, [192.0, 776.0, 580.0, 36.0], shoonya_13sZ5YPNOTOE7A, 5735440]
[paragraph, [192.0, 812.0, 580.0, 36.0], shoonya_13sZ5YPNOTOE7A, 5735440]
[paragraph, [192.0, 848.0, 580.0, 36.0], shoonya_13sZ5YPNOTOE7A, 5735440]
[ordered-list, [798.0, 788.0, 488.0, 36.0], shoonya_15sO86YF3BOEBU, 5735440]
[ordered-list, [798.0, 824.0, 488.0, 36.0], shoonya_15sO86YF3BOEBU, 5735440]
[section-title, [798.0, 905.0, 248.0, 52.5], shoonya_17sR8PYI7NR0ZH, 5735440]
[paragraph, [194.0, 915.0, 577.0, 36.0], shoonya_0sAKO1YHRB2A7I, 5735440]
[paragraph, [194.0, 951.0, 577.0, 36.0], shoonya_0sAKO1YHRB2A7I, 5735440]
[paragraph, [194.0, 987.0, 577.0, 36.0], shoonya_0sAKO1YHRB2A7I, 5735440]
[paragraph, [194.0, 1023.0, 577.0, 36.0], shoonya_0sAKO1YHRB2A7I, 5735440]
[paragraph, [194.0, 1059.0, 577.0, 36.0], shoonya_0sAKO1YHRB2A7I, 5735440]
[paragraph, [194.0, 1095.0, 577.0, 36.0], shoonya_0sAKO1YHRB2A7I, 5735440]
[paragraph, [194.0, 1131.0, 577.0, 36.0], shoonya_0sAKO1YHRB2A7I, 5735440]
[paragraph, [194.0, 1167.0, 577.0, 36.0], shoonya_0sAKO1YHRB2A7I, 5735440]
[paragraph, [788.0, 964.0, 156.0, 36.0], 0ZfsOv3oQg, 5735440]
[paragraph, [1050.0, 1051.0, 321.0, 36.0], shoonya_4sHF7ASV60OQU9, 5735440]
[paragraph, [1050.0, 1087.0, 321.0, 36.0], shoonya_4sHF7ASV60OQU9, 5735440]
[paragraph, [1050.0, 1123.0, 321.0, 36.0], shoonya_4sHF7ASV60OQU9, 5735440]
[paragraph, [1050.0, 1159.0, 321.0, 36.0], shoonya_4sHF7ASV60OQU9, 5735440]
[paragraph, [1050.0, 1195.0, 321.0, 36.0], shoonya_4sHF7ASV60OQU9, 5735440]
[paragraph, [1050.0, 1231.0, 321.0, 36.0], shoonya_4sHF7ASV60OQU9, 5735440]
[paragraph, [1050.0, 1267.0, 321.0, 36.0], shoonya_4sHF7ASV60OQU9, 5735440]
[paragraph, [1050.0, 1303.0, 321.0, 36.0], shoonya_4sHF7ASV60OQU9, 5735440]
[paragraph, [1050.0, 1339.0, 321.0, 36.0], shoonya_4sHF7ASV60OQU9, 5735440]
[paragraph, [194.0, 1229.0, 580.0, 36.0], shoonya_1sW80JEMSTALKJ, 5735440]
[paragraph, [194.0, 1265.0, 580.0, 36.0], shoonya_1sW80JEMSTALKJ, 5735440]
[paragraph, [194.0, 1301.0, 580.0, 36.0], shoonya_1sW80JEMSTALKJ, 5735440]
[paragraph, [194.0, 1337.0, 580.0, 36.0], shoonya_1sW80JEMSTALKJ, 5735440]
[paragraph, [194.0, 1373.0, 580.0, 36.0], shoonya_1sW80JEMSTALKJ, 5735440]
[paragraph, [194.0, 1409.0, 580.0, 36.0], shoonya_1sW80JEMSTALKJ, 5735440]
[paragraph, [194.0, 1445.0, 580.0, 36.0], shoonya_1sW80JEMSTALKJ, 5735440]
[paragraph, [194.0, 1481.0, 580.0, 36.0], shoonya_1sW80JEMSTALKJ, 5735440]
[paragraph, [194.0, 1517.0, 580.0, 36.0], shoonya_1sW80JEMSTALKJ, 5735440]
[paragraph, [794.0, 1403.0, 586.0, 36.0], MzptG32u1G, 5735440]
