[576, 720]
[folio, [265.0, 28.0, 55.0, 18.0], 0uPtigEwi1, 6533534]
[folio, [395.0, 28.0, 73.0, 18.0], 6u-7TL5zC8, 6533534]
[paragraph, [17.0, 54.0, 78.0, 18.0], 9b5S4AUhoA, 6533534]
[paragraph, [396.0, 56.0, 302.0, 18.0], mOjekn-mTi, 6533534]
[paragraph, [396.0, 74.0, 302.0, 18.0], mOjekn-mTi, 6533534]
[paragraph, [396.0, 92.0, 302.0, 18.0], mOjekn-mTi, 6533534]
[paragraph, [16.0, 72.0, 302.0, 18.0], D5ExSH-sc0, 6533534]
[paragraph, [16.0, 90.0, 302.0, 18.0], D5ExSH-sc0, 6533534]
[paragraph, [16.0, 108.0, 302.0, 18.0], D5ExSH-sc0, 6533534]
[paragraph, [16.0, 126.0, 302.0, 18.0], D5ExSH-sc0, 6533534]
[paragraph, [16.0, 144.0, 302.0, 18.0], D5ExSH-sc0, 6533534]
[paragraph, [16.0, 162.0, 302.0, 18.0], D5ExSH-sc0, 6533534]
[paragraph, [16.0, 180.0, 302.0, 18.0], D5ExSH-sc0, 6533534]
[paragraph, [16.0, 198.0, 302.0, 18.0], D5ExSH-sc0, 6533534]
[paragraph, [16.0, 216.0, 302.0, 18.0], D5ExSH-sc0, 6533534]
[paragraph, [16.0, 234.0, 302.0, 18.0], D5ExSH-sc0, 6533534]
[paragraph, [16.0, 252.0, 302.0, 18.0], D5ExSH-sc0, 6533534]
[paragraph, [16.0, 270.0, 302.0, 18.0], D5ExSH-sc0, 6533534]
[paragraph, [16.0, 288.0, 302.0, 18.0], D5ExSH-sc0, 6533534]
[paragraph, [16.0, 306.0, 302.0, 18.0], D5ExSH-sc0, 6533534]
[paragraph, [16.0, 324.0, 302.0, 18.0], D5ExSH-sc0, 6533534]
[paragraph, [400.0, 119.0, 301.0, 18.0], z3SsRrWnXy, 6533534]
[paragraph, [400.0, 137.0, 301.0, 18.0], z3SsRrWnXy, 6533534]
[paragraph, [400.0, 155.0, 301.0, 18.0], z3SsRrWnXy, 6533534]
[paragraph, [400.0, 173.0, 301.0, 18.0], z3SsRrWnXy, 6533534]
[paragraph, [400.0, 191.0, 301.0, 18.0], z3SsRrWnXy, 6533534]
[paragraph, [400.0, 209.0, 301.0, 18.0], z3SsRrWnXy, 6533534]
[paragraph, [400.0, 227.0, 301.0, 18.0], z3SsRrWnXy, 6533534]
[paragraph, [400.0, 245.0, 301.0, 18.0], z3SsRrWnXy, 6533534]
[paragraph, [400.0, 263.0, 301.0, 18.0], z3SsRrWnXy, 6533534]
[paragraph, [400.0, 281.0, 301.0, 18.0], z3SsRrWnXy, 6533534]
[paragraph, [400.0, 299.0, 301.0, 18.0], z3SsRrWnXy, 6533534]
[paragraph, [400.0, 317.0, 301.0, 18.0], z3SsRrWnXy, 6533534]
[paragraph, [400.0, 335.0, 301.0, 18.0], z3SsRrWnXy, 6533534]
[paragraph, [400.0, 353.0, 301.0, 18.0], z3SsRrWnXy, 6533534]
[paragraph, [400.0, 371.0, 301.0, 18.0], z3SsRrWnXy, 6533534]
[paragraph, [12.0, 352.0, 304.0, 18.0], FBpzW-Y33R, 6533534]
[paragraph, [12.0, 370.0, 304.0, 18.0], FBpzW-Y33R, 6533534]
[paragraph, [12.0, 388.0, 304.0, 18.0], FBpzW-Y33R, 6533534]
[paragraph, [12.0, 406.0, 304.0, 18.0], FBpzW-Y33R, 6533534]
[paragraph, [403.0, 395.0, 304.0, 18.0], GN7DN9zJhI, 6533534]
[paragraph, [403.0, 413.0, 304.0, 18.0], GN7DN9zJhI, 6533534]
[paragraph, [403.0, 431.0, 304.0, 18.0], GN7DN9zJhI, 6533534]
[paragraph, [403.0, 449.0, 304.0, 18.0], GN7DN9zJhI, 6533534]
[paragraph, [403.0, 467.0, 304.0, 18.0], GN7DN9zJhI, 6533534]
[paragraph, [403.0, 485.0, 304.0, 18.0], GN7DN9zJhI, 6533534]
[paragraph, [403.0, 503.0, 304.0, 18.0], GN7DN9zJhI, 6533534]
[paragraph, [403.0, 521.0, 304.0, 18.0], GN7DN9zJhI, 6533534]
[paragraph, [12.0, 432.0, 304.0, 18.0], g-wdpfL0y9, 6533534]
[paragraph, [12.0, 450.0, 304.0, 18.0], g-wdpfL0y9, 6533534]
[paragraph, [9.0, 478.0, 301.0, 18.0], jserpQpEuR, 6533534]
[paragraph, [9.0, 496.0, 301.0, 18.0], jserpQpEuR, 6533534]
[paragraph, [9.0, 514.0, 301.0, 18.0], jserpQpEuR, 6533534]
