[2339, 1654]
[paragraph, [141.0, 100.0, 1375.0, 36.0], shoonya_3sKWUQCRQKEK5K, 5753039]
[paragraph, [141.0, 136.0, 1375.0, 36.0], shoonya_3sKWUQCRQKEK5K, 5753039]
[paragraph, [141.0, 172.0, 1375.0, 36.0], shoonya_3sKWUQCRQKEK5K, 5753039]
[paragraph, [141.0, 208.0, 1375.0, 36.0], shoonya_3sKWUQCRQKEK5K, 5753039]
[paragraph, [143.0, 303.0, 1363.0, 36.0], shoonya_0s707PMHMNI5V7, 5753039]
[paragraph, [143.0, 339.0, 1363.0, 36.0], shoonya_0s707PMHMNI5V7, 5753039]
[paragraph, [143.0, 375.0, 1363.0, 36.0], shoonya_0s707PMHMNI5V7, 5753039]
[paragraph, [143.0, 411.0, 1363.0, 36.0], shoonya_0s707PMHMNI5V7, 5753039]
[paragraph, [143.0, 447.0, 1363.0, 36.0], shoonya_0s707PMHMNI5V7, 5753039]
[paragraph, [143.0, 483.0, 1363.0, 36.0], shoonya_0s707PMHMNI5V7, 5753039]
[paragraph, [143.0, 519.0, 1363.0, 36.0], shoonya_0s707PMHMNI5V7, 5753039]
[paragraph, [143.0, 555.0, 1363.0, 36.0], shoonya_0s707PMHMNI5V7, 5753039]
[paragraph, [143.0, 591.0, 1363.0, 36.0], shoonya_0s707PMHMNI5V7, 5753039]
[paragraph, [143.0, 627.0, 1363.0, 36.0], shoonya_0s707PMHMNI5V7, 5753039]
[paragraph, [143.0, 663.0, 1363.0, 36.0], shoonya_0s707PMHMNI5V7, 5753039]
[paragraph, [143.0, 699.0, 1363.0, 36.0], shoonya_0s707PMHMNI5V7, 5753039]
[paragraph, [143.0, 735.0, 1363.0, 36.0], shoonya_0s707PMHMNI5V7, 5753039]
[paragraph, [143.0, 771.0, 1363.0, 36.0], shoonya_0s707PMHMNI5V7, 5753039]
[paragraph, [143.0, 807.0, 1363.0, 36.0], shoonya_0s707PMHMNI5V7, 5753039]
[paragraph, [143.0, 843.0, 1363.0, 36.0], shoonya_0s707PMHMNI5V7, 5753039]
[paragraph, [143.0, 879.0, 1363.0, 36.0], shoonya_0s707PMHMNI5V7, 5753039]
[paragraph, [143.0, 915.0, 1363.0, 36.0], shoonya_0s707PMHMNI5V7, 5753039]
[paragraph, [143.0, 951.0, 1363.0, 36.0], shoonya_0s707PMHMNI5V7, 5753039]
[paragraph, [145.0, 1031.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1067.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1103.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1139.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1175.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1211.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1247.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1283.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1319.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1355.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1391.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1427.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1463.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1499.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1535.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1571.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1607.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1643.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1679.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1715.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1751.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1787.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1823.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1859.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1895.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1931.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 1967.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 2003.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
[paragraph, [145.0, 2039.0, 1362.0, 36.0], shoonya_1s1SNKNH0BFL2Z, 5753039]
