[1755, 1240]
[folio, [640.0, 79.0, 488.0, 36.0], nk2Ns93RkQ, 5744108]
[paragraph, [201.0, 206.0, 928.0, 36.0], gj9KQHlAnU, 5744108]
[paragraph, [201.0, 242.0, 928.0, 36.0], gj9KQHlAnU, 5744108]
[paragraph, [193.0, 311.0, 945.0, 36.0], jKj5Eg6x5W, 5744108]
[paragraph, [193.0, 347.0, 945.0, 36.0], jKj5Eg6x5W, 5744108]
[paragraph, [193.0, 383.0, 945.0, 36.0], jKj5Eg6x5W, 5744108]
[paragraph, [193.0, 419.0, 945.0, 36.0], jKj5Eg6x5W, 5744108]
[paragraph, [193.0, 455.0, 945.0, 36.0], jKj5Eg6x5W, 5744108]
[paragraph, [193.0, 491.0, 945.0, 36.0], jKj5Eg6x5W, 5744108]
[paragraph, [193.0, 527.0, 945.0, 36.0], jKj5Eg6x5W, 5744108]
[paragraph, [193.0, 563.0, 945.0, 36.0], jKj5Eg6x5W, 5744108]
[paragraph, [193.0, 599.0, 945.0, 36.0], jKj5Eg6x5W, 5744108]
[paragraph, [193.0, 635.0, 945.0, 36.0], jKj5Eg6x5W, 5744108]
[paragraph, [193.0, 671.0, 945.0, 36.0], jKj5Eg6x5W, 5744108]
[paragraph, [193.0, 707.0, 945.0, 36.0], jKj5Eg6x5W, 5744108]
[paragraph, [196.0, 779.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 815.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 851.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 887.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 923.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 959.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 995.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 1031.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 1067.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 1103.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 1139.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 1175.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 1211.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 1247.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 1283.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 1319.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 1355.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 1391.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 1427.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 1463.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 1499.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 1535.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
[paragraph, [196.0, 1571.0, 940.0, 36.0], vA8gYjtXVf, 5744108]
