[1806, 1262]
[folio, [156.0, 97.0, 512.0, 36.0], shoonya_6sXNQ73Q4FTY5T, 5680349]
[paragraph, [631.0, 166.0, 529.0, 36.0], shoonya_4s3XZHDLXXSPVU, 5680349]
[paragraph, [631.0, 202.0, 529.0, 36.0], shoonya_4s3XZHDLXXSPVU, 5680349]
[paragraph, [88.0, 174.0, 523.0, 36.0], shoonya_3sND0KYN82FKQA, 5680349]
[paragraph, [88.0, 210.0, 523.0, 36.0], shoonya_3sND0KYN82FKQA, 5680349]
[paragraph, [88.0, 246.0, 523.0, 36.0], shoonya_3sND0KYN82FKQA, 5680349]
[paragraph, [88.0, 282.0, 523.0, 36.0], shoonya_3sND0KYN82FKQA, 5680349]
[paragraph, [88.0, 318.0, 523.0, 36.0], shoonya_3sND0KYN82FKQA, 5680349]
[paragraph, [88.0, 354.0, 523.0, 36.0], shoonya_3sND0KYN82FKQA, 5680349]
[paragraph, [88.0, 390.0, 523.0, 36.0], shoonya_3sND0KYN82FKQA, 5680349]
[paragraph, [88.0, 426.0, 523.0, 36.0], shoonya_3sND0KYN82FKQA, 5680349]
[paragraph, [88.0, 462.0, 523.0, 36.0], shoonya_3sND0KYN82FKQA, 5680349]
[paragraph, [88.0, 498.0, 523.0, 36.0], shoonya_3sND0KYN82FKQA, 5680349]
[paragraph, [88.0, 534.0, 523.0, 36.0], shoonya_3sND0KYN82FKQA, 5680349]
[paragraph, [88.0, 570.0, 523.0, 36.0], shoonya_3sND0KYN82FKQA, 5680349]
[paragraph, [638.0, 282.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 318.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 354.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 390.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 426.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 462.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 498.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 534.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 570.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 606.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 642.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 678.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 714.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 750.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 786.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 822.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 858.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 894.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 930.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 966.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 1002.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [638.0, 1038.0, 520.0, 36.0], shoonya_1sK7RE46E2XICF, 5680349]
[paragraph, [91.0, 701.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 737.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 773.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 809.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 845.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 881.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 917.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 953.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 989.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 1025.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 1061.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 1097.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 1133.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 1169.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 1205.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 1241.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 1277.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 1313.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 1349.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 1385.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 1421.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 1457.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 1493.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 1529.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 1565.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 1601.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 1637.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [91.0, 1673.0, 528.0, 36.0], shoonya_0s59OF5UMT2QWC, 5680349]
[paragraph, [639.0, 1096.0, 523.0, 36.0], shoonya_2s7EG99USU1CAF, 5680349]
[paragraph, [639.0, 1132.0, 523.0, 36.0], shoonya_2s7EG99USU1CAF, 5680349]
[paragraph, [639.0, 1168.0, 523.0, 36.0], shoonya_2s7EG99USU1CAF, 5680349]
[paragraph, [639.0, 1204.0, 523.0, 36.0], shoonya_2s7EG99USU1CAF, 5680349]
[paragraph, [639.0, 1240.0, 523.0, 36.0], shoonya_2s7EG99USU1CAF, 5680349]
[paragraph, [639.0, 1276.0, 523.0, 36.0], shoonya_2s7EG99USU1CAF, 5680349]
[paragraph, [639.0, 1312.0, 523.0, 36.0], shoonya_2s7EG99USU1CAF, 5680349]
[paragraph, [639.0, 1348.0, 523.0, 36.0], shoonya_2s7EG99USU1CAF, 5680349]
[paragraph, [639.0, 1384.0, 523.0, 36.0], shoonya_2s7EG99USU1CAF, 5680349]
[paragraph, [639.0, 1420.0, 523.0, 36.0], shoonya_2s7EG99USU1CAF, 5680349]
[paragraph, [639.0, 1456.0, 523.0, 36.0], shoonya_2s7EG99USU1CAF, 5680349]
[paragraph, [639.0, 1492.0, 523.0, 36.0], shoonya_2s7EG99USU1CAF, 5680349]
[paragraph, [639.0, 1528.0, 523.0, 36.0], shoonya_2s7EG99USU1CAF, 5680349]
[paragraph, [639.0, 1564.0, 523.0, 36.0], shoonya_2s7EG99USU1CAF, 5680349]
[paragraph, [639.0, 1600.0, 523.0, 36.0], shoonya_2s7EG99USU1CAF, 5680349]
[paragraph, [639.0, 1636.0, 523.0, 36.0], shoonya_2s7EG99USU1CAF, 5680349]
[paragraph, [639.0, 1672.0, 523.0, 36.0], shoonya_2s7EG99USU1CAF, 5680349]
