[2339, 1656]
[paragraph, [865.0, 91.0, 697.0, 36.0], shoonya_4sDOHDKO9S342J, 5749712]
[paragraph, [865.0, 127.0, 697.0, 36.0], shoonya_4sDOHDKO9S342J, 5749712]
[paragraph, [865.0, 163.0, 697.0, 36.0], shoonya_4sDOHDKO9S342J, 5749712]
[paragraph, [865.0, 199.0, 697.0, 36.0], shoonya_4sDOHDKO9S342J, 5749712]
[paragraph, [865.0, 235.0, 697.0, 36.0], shoonya_4sDOHDKO9S342J, 5749712]
[paragraph, [865.0, 271.0, 697.0, 36.0], shoonya_4sDOHDKO9S342J, 5749712]
[paragraph, [865.0, 307.0, 697.0, 36.0], shoonya_4sDOHDKO9S342J, 5749712]
[paragraph, [865.0, 343.0, 697.0, 36.0], shoonya_4sDOHDKO9S342J, 5749712]
[paragraph, [865.0, 379.0, 697.0, 36.0], shoonya_4sDOHDKO9S342J, 5749712]
[paragraph, [865.0, 415.0, 697.0, 36.0], shoonya_4sDOHDKO9S342J, 5749712]
[paragraph, [865.0, 451.0, 697.0, 36.0], shoonya_4sDOHDKO9S342J, 5749712]
[paragraph, [131.0, 97.0, 703.0, 36.0], shoonya_0s5FSL9JSSZYXE, 5749712]
[paragraph, [131.0, 133.0, 703.0, 36.0], shoonya_0s5FSL9JSSZYXE, 5749712]
[paragraph, [131.0, 169.0, 703.0, 36.0], shoonya_0s5FSL9JSSZYXE, 5749712]
[paragraph, [131.0, 205.0, 703.0, 36.0], shoonya_0s5FSL9JSSZYXE, 5749712]
[paragraph, [133.0, 264.0, 704.0, 36.0], shoonya_1sKBTSQ404ILDM, 5749712]
[paragraph, [133.0, 300.0, 704.0, 36.0], shoonya_1sKBTSQ404ILDM, 5749712]
[paragraph, [133.0, 336.0, 704.0, 36.0], shoonya_1sKBTSQ404ILDM, 5749712]
[paragraph, [133.0, 372.0, 704.0, 36.0], shoonya_1sKBTSQ404ILDM, 5749712]
[paragraph, [204.0, 422.0, 620.0, 36.0], shoonya_2sKAXZ291Z578H, 5749712]
[paragraph, [207.0, 521.0, 494.0, 36.0], Cv2HhCbNu6, 5749712]
[paragraph, [869.0, 524.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 560.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 596.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 632.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 668.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 704.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 740.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 776.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 812.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 848.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 884.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 920.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 956.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 992.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1028.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1064.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1100.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1136.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1172.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1208.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1244.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1280.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1316.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1352.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1388.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1424.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1460.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1496.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1532.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1568.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1604.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1640.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1676.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1712.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[paragraph, [869.0, 1748.0, 703.0, 36.0], shoonya_5sN4N4DBR90GO9, 5749712]
[section-title, [432.0, 587.0, 107.0, 52.5], pK-6uxT7lh, 5749712]
[paragraph, [136.0, 686.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 722.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 758.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 794.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 830.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 866.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 902.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 938.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 974.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1010.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1046.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1082.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1118.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1154.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1190.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1226.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1262.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1298.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1334.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1370.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1406.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1442.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1478.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1514.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1550.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1586.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1622.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1658.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1694.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1730.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1766.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1802.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1838.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1874.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1910.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1946.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 1982.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [136.0, 2018.0, 705.0, 36.0], shoonya_3sJXSHJD9PEGII, 5749712]
[paragraph, [879.0, 1814.0, 698.0, 36.0], shoonya_6sCIW643RKA0VA, 5749712]
[paragraph, [879.0, 1850.0, 698.0, 36.0], shoonya_6sCIW643RKA0VA, 5749712]
[paragraph, [879.0, 1886.0, 698.0, 36.0], shoonya_6sCIW643RKA0VA, 5749712]
[paragraph, [879.0, 1922.0, 698.0, 36.0], shoonya_6sCIW643RKA0VA, 5749712]
