[1350, 900]
[folio, [179.0, 197.0, 212.0, 18.0], shoonya_5sZO3IDJA98SDA, 5760718]
[paragraph, [157.0, 248.0, 556.0, 18.0], shoonya_0sJ4ET1YUWZBXR, 5760718]
[paragraph, [157.0, 266.0, 556.0, 18.0], shoonya_0sJ4ET1YUWZBXR, 5760718]
[paragraph, [157.0, 284.0, 556.0, 18.0], shoonya_0sJ4ET1YUWZBXR, 5760718]
[paragraph, [157.0, 302.0, 556.0, 18.0], shoonya_0sJ4ET1YUWZBXR, 5760718]
[paragraph, [157.0, 320.0, 556.0, 18.0], shoonya_0sJ4ET1YUWZBXR, 5760718]
[paragraph, [157.0, 338.0, 556.0, 18.0], shoonya_0sJ4ET1YUWZBXR, 5760718]
[paragraph, [157.0, 356.0, 556.0, 18.0], shoonya_0sJ4ET1YUWZBXR, 5760718]
[paragraph, [157.0, 374.0, 556.0, 18.0], shoonya_0sJ4ET1YUWZBXR, 5760718]
[paragraph, [157.0, 392.0, 556.0, 18.0], shoonya_0sJ4ET1YUWZBXR, 5760718]
[paragraph, [157.0, 410.0, 556.0, 18.0], shoonya_0sJ4ET1YUWZBXR, 5760718]
[paragraph, [157.0, 428.0, 556.0, 18.0], shoonya_0sJ4ET1YUWZBXR, 5760718]
[paragraph, [157.0, 446.0, 556.0, 18.0], shoonya_0sJ4ET1YUWZBXR, 5760718]
[paragraph, [157.0, 464.0, 556.0, 18.0], shoonya_0sJ4ET1YUWZBXR, 5760718]
[paragraph, [157.0, 482.0, 556.0, 18.0], shoonya_0sJ4ET1YUWZBXR, 5760718]
[paragraph, [157.0, 500.0, 556.0, 18.0], shoonya_0sJ4ET1YUWZBXR, 5760718]
[paragraph, [157.0, 518.0, 556.0, 18.0], shoonya_0sJ4ET1YUWZBXR, 5760718]
[paragraph, [157.0, 536.0, 556.0, 18.0], shoonya_0sJ4ET1YUWZBXR, 5760718]
[paragraph, [157.0, 554.0, 556.0, 18.0], shoonya_0sJ4ET1YUWZBXR, 5760718]
[paragraph, [154.0, 582.0, 556.0, 18.0], shoonya_1s7R4U1D263S9V, 5760718]
[paragraph, [154.0, 600.0, 556.0, 18.0], shoonya_1s7R4U1D263S9V, 5760718]
[paragraph, [154.0, 618.0, 556.0, 18.0], shoonya_1s7R4U1D263S9V, 5760718]
[paragraph, [154.0, 636.0, 556.0, 18.0], shoonya_1s7R4U1D263S9V, 5760718]
[paragraph, [154.0, 654.0, 556.0, 18.0], shoonya_1s7R4U1D263S9V, 5760718]
[paragraph, [154.0, 672.0, 556.0, 18.0], shoonya_1s7R4U1D263S9V, 5760718]
[section-title, [154.0, 716.0, 196.0, 30.0], shoonya_2sD06UFPQH057I, 5760718]
[paragraph, [146.0, 770.0, 558.0, 18.0], shoonya_4s5I6SBZ3F7XO9, 5760718]
[paragraph, [146.0, 788.0, 558.0, 18.0], shoonya_4s5I6SBZ3F7XO9, 5760718]
[paragraph, [146.0, 806.0, 558.0, 18.0], shoonya_4s5I6SBZ3F7XO9, 5760718]
[paragraph, [146.0, 824.0, 558.0, 18.0], shoonya_4s5I6SBZ3F7XO9, 5760718]
[paragraph, [146.0, 842.0, 558.0, 18.0], shoonya_4s5I6SBZ3F7XO9, 5760718]
[paragraph, [146.0, 860.0, 558.0, 18.0], shoonya_4s5I6SBZ3F7XO9, 5760718]
[paragraph, [146.0, 878.0, 558.0, 18.0], shoonya_4s5I6SBZ3F7XO9, 5760718]
[paragraph, [146.0, 896.0, 558.0, 18.0], shoonya_4s5I6SBZ3F7XO9, 5760718]
[paragraph, [146.0, 914.0, 558.0, 18.0], shoonya_4s5I6SBZ3F7XO9, 5760718]
[paragraph, [142.0, 948.0, 563.0, 18.0], f2hz86cjY_, 5760718]
[paragraph, [142.0, 966.0, 563.0, 18.0], f2hz86cjY_, 5760718]
[paragraph, [142.0, 984.0, 563.0, 18.0], f2hz86cjY_, 5760718]
[paragraph, [142.0, 1002.0, 563.0, 18.0], f2hz86cjY_, 5760718]
[paragraph, [142.0, 1020.0, 563.0, 18.0], f2hz86cjY_, 5760718]
[paragraph, [142.0, 1038.0, 563.0, 18.0], f2hz86cjY_, 5760718]
[paragraph, [142.0, 1056.0, 563.0, 18.0], f2hz86cjY_, 5760718]
[paragraph, [142.0, 1074.0, 563.0, 18.0], f2hz86cjY_, 5760718]
[paragraph, [142.0, 1092.0, 563.0, 18.0], f2hz86cjY_, 5760718]
[paragraph, [142.0, 1110.0, 563.0, 18.0], f2hz86cjY_, 5760718]
[paragraph, [142.0, 1128.0, 563.0, 18.0], f2hz86cjY_, 5760718]
