[2506, 1932]
[section-title, [754.0, 161.0, 438.0, 79.5], P6IYsHXp4o, 5683546]
[paragraph, [274.0, 328.0, 1297.0, 46.5], chKhPA4-yR, 5683546]
[paragraph, [274.0, 374.5, 1297.0, 46.5], chKhPA4-yR, 5683546]
[paragraph, [274.0, 421.0, 1297.0, 46.5], chKhPA4-yR, 5683546]
[paragraph, [274.0, 467.5, 1297.0, 46.5], chKhPA4-yR, 5683546]
[paragraph, [274.0, 514.0, 1297.0, 46.5], chKhPA4-yR, 5683546]
[paragraph, [274.0, 560.5, 1297.0, 46.5], chKhPA4-yR, 5683546]
[paragraph, [274.0, 607.0, 1297.0, 46.5], chKhPA4-yR, 5683546]
[paragraph, [274.0, 653.5, 1297.0, 46.5], chKhPA4-yR, 5683546]
[paragraph, [274.0, 700.0, 1297.0, 46.5], chKhPA4-yR, 5683546]
[paragraph, [272.0, 769.0, 1300.0, 46.5], kgznhLZJ2C, 5683546]
[paragraph, [272.0, 815.5, 1300.0, 46.5], kgznhLZJ2C, 5683546]
[paragraph, [272.0, 862.0, 1300.0, 46.5], kgznhLZJ2C, 5683546]
[paragraph, [272.0, 908.5, 1300.0, 46.5], kgznhLZJ2C, 5683546]
[paragraph, [272.0, 955.0, 1300.0, 46.5], kgznhLZJ2C, 5683546]
[paragraph, [272.0, 1001.5, 1300.0, 46.5], kgznhLZJ2C, 5683546]
[paragraph, [272.0, 1048.0, 1300.0, 46.5], kgznhLZJ2C, 5683546]
[paragraph, [272.0, 1094.5, 1300.0, 46.5], kgznhLZJ2C, 5683546]
[paragraph, [272.0, 1141.0, 1300.0, 46.5], kgznhLZJ2C, 5683546]
[paragraph, [253.0, 1213.0, 1461.0, 46.5], gyf6oFky8R, 5683546]
[paragraph, [253.0, 1259.5, 1461.0, 46.5], gyf6oFky8R, 5683546]
[paragraph, [253.0, 1306.0, 1461.0, 46.5], gyf6oFky8R, 5683546]
[paragraph, [253.0, 1352.5, 1461.0, 46.5], gyf6oFky8R, 5683546]
[paragraph, [253.0, 1399.0, 1461.0, 46.5], gyf6oFky8R, 5683546]
[paragraph, [253.0, 1445.5, 1461.0, 46.5], gyf6oFky8R, 5683546]
[paragraph, [253.0, 1492.0, 1461.0, 46.5], gyf6oFky8R, 5683546]
[paragraph, [253.0, 1538.5, 1461.0, 46.5], gyf6oFky8R, 5683546]
[paragraph, [253.0, 1585.0, 1461.0, 46.5], gyf6oFky8R, 5683546]
[paragraph, [241.0, 1642.0, 1534.0, 46.5], FXNFtshyFY, 5683546]
[paragraph, [241.0, 1688.5, 1534.0, 46.5], FXNFtshyFY, 5683546]
[paragraph, [241.0, 1735.0, 1534.0, 46.5], FXNFtshyFY, 5683546]
[paragraph, [241.0, 1781.5, 1534.0, 46.5], FXNFtshyFY, 5683546]
[paragraph, [241.0, 1828.0, 1534.0, 46.5], FXNFtshyFY, 5683546]
[paragraph, [241.0, 1874.5, 1534.0, 46.5], FXNFtshyFY, 5683546]
[paragraph, [241.0, 1921.0, 1534.0, 46.5], FXNFtshyFY, 5683546]
[paragraph, [241.0, 1967.5, 1534.0, 46.5], FXNFtshyFY, 5683546]
[paragraph, [241.0, 2014.0, 1534.0, 46.5], FXNFtshyFY, 5683546]
[author, [1034.0, 2105.0, 781.0, 46.5], Q0d2KgDxri, 5683546]
[author, [1034.0, 2151.5, 781.0, 46.5], Q0d2KgDxri, 5683546]
