[856, 612]
[section-title, [211.0, 16.0, 216.0, 30.0], QUV0J1u1QC, 6460647]
[paragraph, [84.0, 66.0, 461.0, 18.0], shoonya_0s5C4ZX4UBQXBY, 6460647]
[paragraph, [84.0, 84.0, 461.0, 18.0], shoonya_0s5C4ZX4UBQXBY, 6460647]
[paragraph, [84.0, 102.0, 461.0, 18.0], shoonya_0s5C4ZX4UBQXBY, 6460647]
[paragraph, [84.0, 120.0, 461.0, 18.0], shoonya_0s5C4ZX4UBQXBY, 6460647]
[paragraph, [84.0, 138.0, 461.0, 18.0], shoonya_0s5C4ZX4UBQXBY, 6460647]
[paragraph, [84.0, 156.0, 461.0, 18.0], shoonya_0s5C4ZX4UBQXBY, 6460647]
[paragraph, [84.0, 174.0, 461.0, 18.0], shoonya_0s5C4ZX4UBQXBY, 6460647]
[paragraph, [84.0, 192.0, 461.0, 18.0], shoonya_0s5C4ZX4UBQXBY, 6460647]
[paragraph, [84.0, 210.0, 461.0, 18.0], shoonya_0s5C4ZX4UBQXBY, 6460647]
[paragraph, [84.0, 228.0, 461.0, 18.0], shoonya_0s5C4ZX4UBQXBY, 6460647]
[paragraph, [84.0, 246.0, 461.0, 18.0], shoonya_0s5C4ZX4UBQXBY, 6460647]
[paragraph, [84.0, 264.0, 461.0, 18.0], shoonya_0s5C4ZX4UBQXBY, 6460647]
[paragraph, [84.0, 282.0, 461.0, 18.0], shoonya_0s5C4ZX4UBQXBY, 6460647]
[paragraph, [84.0, 300.0, 461.0, 18.0], shoonya_0s5C4ZX4UBQXBY, 6460647]
[paragraph, [84.0, 318.0, 461.0, 18.0], shoonya_0s5C4ZX4UBQXBY, 6460647]
[paragraph, [84.0, 336.0, 461.0, 18.0], shoonya_0s5C4ZX4UBQXBY, 6460647]
[paragraph, [84.0, 354.0, 461.0, 18.0], shoonya_0s5C4ZX4UBQXBY, 6460647]
[paragraph, [90.0, 383.0, 465.0, 18.0], shoonya_1sUJM7YDJ9HLOB, 6460647]
[paragraph, [90.0, 401.0, 465.0, 18.0], shoonya_1sUJM7YDJ9HLOB, 6460647]
[paragraph, [90.0, 419.0, 465.0, 18.0], shoonya_1sUJM7YDJ9HLOB, 6460647]
[paragraph, [90.0, 437.0, 465.0, 18.0], shoonya_1sUJM7YDJ9HLOB, 6460647]
[paragraph, [90.0, 455.0, 465.0, 18.0], shoonya_1sUJM7YDJ9HLOB, 6460647]
[paragraph, [90.0, 473.0, 465.0, 18.0], shoonya_1sUJM7YDJ9HLOB, 6460647]
[paragraph, [90.0, 491.0, 465.0, 18.0], shoonya_1sUJM7YDJ9HLOB, 6460647]
[paragraph, [85.0, 509.0, 462.0, 18.0], shoonya_2sNTAY17DOKQSC, 6460647]
[paragraph, [85.0, 527.0, 462.0, 18.0], shoonya_2sNTAY17DOKQSC, 6460647]
[paragraph, [85.0, 545.0, 462.0, 18.0], shoonya_2sNTAY17DOKQSC, 6460647]
[paragraph, [85.0, 563.0, 462.0, 18.0], shoonya_2sNTAY17DOKQSC, 6460647]
[paragraph, [85.0, 581.0, 462.0, 18.0], shoonya_2sNTAY17DOKQSC, 6460647]
[paragraph, [85.0, 599.0, 462.0, 18.0], shoonya_2sNTAY17DOKQSC, 6460647]
[paragraph, [85.0, 617.0, 462.0, 18.0], shoonya_2sNTAY17DOKQSC, 6460647]
[paragraph, [83.0, 635.0, 467.0, 18.0], RscY25j-21, 6460647]
[paragraph, [83.0, 653.0, 467.0, 18.0], RscY25j-21, 6460647]
[paragraph, [83.0, 671.0, 467.0, 18.0], RscY25j-21, 6460647]
[paragraph, [83.0, 689.0, 467.0, 18.0], RscY25j-21, 6460647]
[paragraph, [83.0, 707.0, 467.0, 18.0], RscY25j-21, 6460647]
[paragraph, [83.0, 725.0, 467.0, 18.0], RscY25j-21, 6460647]
[paragraph, [83.0, 743.0, 467.0, 18.0], RscY25j-21, 6460647]
[paragraph, [140.0, 770.0, 231.0, 18.0], 2m9mKG-YmQ, 6460647]
[paragraph, [140.0, 788.0, 231.0, 18.0], 2m9mKG-YmQ, 6460647]
