[872, 605]
[section-title, [251.0, 32.0, 90.0, 30.0], z5vHJjoL9y, 6456960]
[folio, [37.0, 34.0, 78.0, 18.0], Ph7gNRy9Mn, 6456960]
[paragraph, [40.0, 73.0, 261.0, 18.0], 4w1RYk1Uv0, 6456960]
[paragraph, [40.0, 91.0, 261.0, 18.0], 4w1RYk1Uv0, 6456960]
[paragraph, [40.0, 109.0, 261.0, 18.0], 4w1RYk1Uv0, 6456960]
[paragraph, [40.0, 127.0, 261.0, 18.0], 4w1RYk1Uv0, 6456960]
[paragraph, [318.0, 75.0, 140.0, 18.0], qgDoPMlPJJ, 6456960]
[paragraph, [306.0, 92.0, 239.0, 18.0], EqjmXd5FVx, 6456960]
[paragraph, [303.0, 110.0, 244.0, 18.0], 9u-Gj__x2Z, 6456960]
[paragraph, [303.0, 128.0, 244.0, 18.0], 9u-Gj__x2Z, 6456960]
[paragraph, [36.0, 144.0, 263.0, 18.0], JBATO6rWo-, 6456960]
[paragraph, [36.0, 162.0, 263.0, 18.0], JBATO6rWo-, 6456960]
[paragraph, [36.0, 180.0, 263.0, 18.0], JBATO6rWo-, 6456960]
[paragraph, [36.0, 198.0, 263.0, 18.0], JBATO6rWo-, 6456960]
[paragraph, [302.0, 144.0, 252.0, 18.0], Qt_GEMBJ86, 6456960]
[paragraph, [302.0, 162.0, 252.0, 18.0], Qt_GEMBJ86, 6456960]
[paragraph, [301.0, 184.0, 259.0, 18.0], sHAy0mDtnJ, 6456960]
[paragraph, [301.0, 202.0, 259.0, 18.0], sHAy0mDtnJ, 6456960]
[paragraph, [301.0, 220.0, 259.0, 18.0], sHAy0mDtnJ, 6456960]
[paragraph, [301.0, 238.0, 259.0, 18.0], sHAy0mDtnJ, 6456960]
[paragraph, [301.0, 256.0, 259.0, 18.0], sHAy0mDtnJ, 6456960]
[paragraph, [301.0, 274.0, 259.0, 18.0], sHAy0mDtnJ, 6456960]
[paragraph, [301.0, 292.0, 259.0, 18.0], sHAy0mDtnJ, 6456960]
[paragraph, [301.0, 310.0, 259.0, 18.0], sHAy0mDtnJ, 6456960]
[paragraph, [301.0, 328.0, 259.0, 18.0], sHAy0mDtnJ, 6456960]
[paragraph, [301.0, 346.0, 259.0, 18.0], sHAy0mDtnJ, 6456960]
[paragraph, [50.0, 229.0, 146.0, 18.0], SoqoC3UHld, 6456960]
[paragraph, [40.0, 247.0, 258.0, 18.0], xvpc0EqeFa, 6456960]
[paragraph, [37.0, 268.0, 262.0, 18.0], 08jI4aBXyO, 6456960]
[paragraph, [37.0, 286.0, 262.0, 18.0], 08jI4aBXyO, 6456960]
[paragraph, [42.0, 303.0, 256.0, 18.0], d1HTIv40rY, 6456960]
[paragraph, [42.0, 321.0, 256.0, 18.0], d1HTIv40rY, 6456960]
[paragraph, [42.0, 339.0, 256.0, 18.0], d1HTIv40rY, 6456960]
[paragraph, [42.0, 357.0, 256.0, 18.0], d1HTIv40rY, 6456960]
[paragraph, [42.0, 375.0, 256.0, 18.0], d1HTIv40rY, 6456960]
[paragraph, [316.0, 370.0, 230.0, 18.0], X6GlW749Lk, 6456960]
[paragraph, [37.0, 391.0, 266.0, 18.0], htc3O-TQ_0, 6456960]
[paragraph, [315.0, 392.0, 120.0, 18.0], m-bmbPEv2N, 6456960]
[paragraph, [302.0, 405.0, 261.0, 18.0], FEw70nIZ3u, 6456960]
[paragraph, [302.0, 423.0, 261.0, 18.0], FEw70nIZ3u, 6456960]
[paragraph, [53.0, 423.0, 124.0, 18.0], pQ8UipFu0z, 6456960]
[paragraph, [40.0, 441.0, 262.0, 18.0], nm_5g8m64I, 6456960]
[paragraph, [40.0, 459.0, 262.0, 18.0], nm_5g8m64I, 6456960]
[paragraph, [302.0, 447.0, 153.0, 18.0], z5KGLXld-y, 6456960]
[paragraph, [302.0, 464.0, 263.0, 18.0], WoJF2frak0, 6456960]
[paragraph, [302.0, 482.0, 263.0, 18.0], WoJF2frak0, 6456960]
[paragraph, [302.0, 500.0, 263.0, 18.0], WoJF2frak0, 6456960]
[paragraph, [302.0, 518.0, 263.0, 18.0], WoJF2frak0, 6456960]
[paragraph, [302.0, 536.0, 263.0, 18.0], WoJF2frak0, 6456960]
[paragraph, [302.0, 554.0, 263.0, 18.0], WoJF2frak0, 6456960]
[paragraph, [302.0, 572.0, 263.0, 18.0], WoJF2frak0, 6456960]
[paragraph, [302.0, 590.0, 263.0, 18.0], WoJF2frak0, 6456960]
[paragraph, [40.0, 475.0, 242.0, 18.0], NgAa0Gie-F, 6456960]
[paragraph, [40.0, 493.0, 242.0, 18.0], NgAa0Gie-F, 6456960]
[paragraph, [40.0, 515.0, 232.0, 18.0], KgggnNCQJa, 6456960]
[paragraph, [38.0, 536.0, 266.0, 18.0], VoVXlE5waM, 6456960]
[paragraph, [38.0, 554.0, 266.0, 18.0], VoVXlE5waM, 6456960]
[paragraph, [38.0, 572.0, 266.0, 18.0], VoVXlE5waM, 6456960]
[paragraph, [38.0, 590.0, 266.0, 18.0], VoVXlE5waM, 6456960]
[paragraph, [38.0, 608.0, 266.0, 18.0], VoVXlE5waM, 6456960]
[paragraph, [38.0, 626.0, 266.0, 18.0], VoVXlE5waM, 6456960]
[paragraph, [315.0, 615.0, 61.0, 18.0], V9MbqKtLzw, 6456960]
[reference, [302.0, 634.0, 269.0, 18.0], shoonya_0sIEVMZOP5T138, 6456960]
[reference, [302.0, 652.0, 269.0, 18.0], shoonya_0sIEVMZOP5T138, 6456960]
[reference, [302.0, 670.0, 269.0, 18.0], shoonya_0sIEVMZOP5T138, 6456960]
[reference, [302.0, 688.0, 269.0, 18.0], shoonya_0sIEVMZOP5T138, 6456960]
[reference, [302.0, 706.0, 269.0, 18.0], shoonya_0sIEVMZOP5T138, 6456960]
[reference, [302.0, 724.0, 269.0, 18.0], shoonya_0sIEVMZOP5T138, 6456960]
[reference, [302.0, 742.0, 269.0, 18.0], shoonya_0sIEVMZOP5T138, 6456960]
[reference, [302.0, 760.0, 269.0, 18.0], shoonya_0sIEVMZOP5T138, 6456960]
[reference, [302.0, 778.0, 269.0, 18.0], shoonya_0sIEVMZOP5T138, 6456960]
[reference, [302.0, 796.0, 269.0, 18.0], shoonya_0sIEVMZOP5T138, 6456960]
[reference, [302.0, 814.0, 269.0, 18.0], shoonya_0sIEVMZOP5T138, 6456960]
[paragraph, [36.0, 656.0, 264.0, 18.0], cD2bu47WmL, 6456960]
[paragraph, [36.0, 674.0, 264.0, 18.0], cD2bu47WmL, 6456960]
[paragraph, [36.0, 692.0, 264.0, 18.0], cD2bu47WmL, 6456960]
[reference, [40.0, 703.0, 263.0, 18.0], kVQVczmrWq, 6456960]
[reference, [40.0, 721.0, 263.0, 18.0], kVQVczmrWq, 6456960]
[reference, [40.0, 739.0, 263.0, 18.0], kVQVczmrWq, 6456960]
[reference, [40.0, 757.0, 263.0, 18.0], kVQVczmrWq, 6456960]
[reference, [40.0, 775.0, 263.0, 18.0], kVQVczmrWq, 6456960]
[reference, [40.0, 793.0, 263.0, 18.0], kVQVczmrWq, 6456960]
[reference, [40.0, 811.0, 263.0, 18.0], kVQVczmrWq, 6456960]
