[2339, 1653]
[folio, [1012.0, 160.0, 468.0, 36.0], shoonya_0sZHTY37M82QBU, 5685409]
[paragraph, [316.0, 245.0, 1178.0, 36.0], shoonya_2sSTW56QKXPCU6, 5685409]
[paragraph, [316.0, 281.0, 1178.0, 36.0], shoonya_2sSTW56QKXPCU6, 5685409]
[paragraph, [316.0, 317.0, 1178.0, 36.0], shoonya_2sSTW56QKXPCU6, 5685409]
[paragraph, [316.0, 353.0, 1178.0, 36.0], shoonya_2sSTW56QKXPCU6, 5685409]
[paragraph, [322.0, 412.0, 1167.0, 36.0], shoonya_3sB9ENRJGGW6SH, 5685409]
[paragraph, [322.0, 448.0, 1167.0, 36.0], shoonya_3sB9ENRJGGW6SH, 5685409]
[paragraph, [322.0, 484.0, 1167.0, 36.0], shoonya_3sB9ENRJGGW6SH, 5685409]
[paragraph, [322.0, 520.0, 1167.0, 36.0], shoonya_3sB9ENRJGGW6SH, 5685409]
[paragraph, [322.0, 556.0, 1167.0, 36.0], shoonya_3sB9ENRJGGW6SH, 5685409]
[paragraph, [322.0, 592.0, 1167.0, 36.0], shoonya_3sB9ENRJGGW6SH, 5685409]
[paragraph, [322.0, 628.0, 1167.0, 36.0], shoonya_3sB9ENRJGGW6SH, 5685409]
[paragraph, [322.0, 664.0, 1167.0, 36.0], shoonya_3sB9ENRJGGW6SH, 5685409]
[paragraph, [318.0, 729.0, 1171.0, 36.0], shoonya_4sH3HCJ95G5RET, 5685409]
[paragraph, [318.0, 765.0, 1171.0, 36.0], shoonya_4sH3HCJ95G5RET, 5685409]
[paragraph, [318.0, 801.0, 1171.0, 36.0], shoonya_4sH3HCJ95G5RET, 5685409]
[paragraph, [318.0, 837.0, 1171.0, 36.0], shoonya_4sH3HCJ95G5RET, 5685409]
[paragraph, [318.0, 873.0, 1171.0, 36.0], shoonya_4sH3HCJ95G5RET, 5685409]
[paragraph, [320.0, 944.0, 1169.0, 36.0], meK996a3vA, 5685409]
[paragraph, [320.0, 980.0, 1169.0, 36.0], meK996a3vA, 5685409]
[paragraph, [320.0, 1016.0, 1169.0, 36.0], meK996a3vA, 5685409]
[paragraph, [320.0, 1052.0, 1169.0, 36.0], meK996a3vA, 5685409]
[paragraph, [320.0, 1088.0, 1169.0, 36.0], meK996a3vA, 5685409]
[sidebar, [316.0, 1228.0, 1169.0, 36.0], jJJKxq3yF3, 5685409]
[sidebar, [316.0, 1264.0, 1169.0, 36.0], jJJKxq3yF3, 5685409]
[sidebar, [316.0, 1300.0, 1169.0, 36.0], jJJKxq3yF3, 5685409]
[sidebar, [316.0, 1336.0, 1169.0, 36.0], jJJKxq3yF3, 5685409]
[sidebar, [316.0, 1372.0, 1169.0, 36.0], jJJKxq3yF3, 5685409]
[sidebar, [316.0, 1408.0, 1169.0, 36.0], jJJKxq3yF3, 5685409]
[sidebar, [316.0, 1444.0, 1169.0, 36.0], jJJKxq3yF3, 5685409]
[sidebar, [316.0, 1480.0, 1169.0, 36.0], jJJKxq3yF3, 5685409]
[sidebar, [316.0, 1516.0, 1169.0, 36.0], jJJKxq3yF3, 5685409]
[sidebar, [316.0, 1552.0, 1169.0, 36.0], jJJKxq3yF3, 5685409]
[sidebar, [316.0, 1588.0, 1169.0, 36.0], jJJKxq3yF3, 5685409]
[sidebar, [316.0, 1624.0, 1169.0, 36.0], jJJKxq3yF3, 5685409]
[sidebar, [316.0, 1660.0, 1169.0, 36.0], jJJKxq3yF3, 5685409]
[sidebar, [316.0, 1696.0, 1169.0, 36.0], jJJKxq3yF3, 5685409]
[sidebar, [316.0, 1732.0, 1169.0, 36.0], jJJKxq3yF3, 5685409]
[sidebar, [316.0, 1768.0, 1169.0, 36.0], jJJKxq3yF3, 5685409]
[sidebar, [316.0, 1804.0, 1169.0, 36.0], jJJKxq3yF3, 5685409]
[sidebar, [316.0, 1840.0, 1169.0, 36.0], jJJKxq3yF3, 5685409]
[sidebar, [316.0, 1876.0, 1169.0, 36.0], jJJKxq3yF3, 5685409]
[paragraph, [320.0, 1322.0, 1171.0, 36.0], eeVIxdNe8X, 5685409]
[paragraph, [320.0, 1358.0, 1171.0, 36.0], eeVIxdNe8X, 5685409]
[paragraph, [320.0, 1394.0, 1171.0, 36.0], eeVIxdNe8X, 5685409]
[paragraph, [320.0, 1430.0, 1171.0, 36.0], eeVIxdNe8X, 5685409]
[paragraph, [320.0, 1466.0, 1171.0, 36.0], eeVIxdNe8X, 5685409]
[paragraph, [320.0, 1502.0, 1171.0, 36.0], eeVIxdNe8X, 5685409]
[paragraph, [320.0, 1538.0, 1171.0, 36.0], eeVIxdNe8X, 5685409]
[paragraph, [320.0, 1574.0, 1171.0, 36.0], eeVIxdNe8X, 5685409]
[paragraph, [334.0, 1636.0, 1139.0, 36.0], BPMOfIeM_N, 5685409]
[paragraph, [334.0, 1672.0, 1139.0, 36.0], BPMOfIeM_N, 5685409]
[paragraph, [334.0, 1708.0, 1139.0, 36.0], BPMOfIeM_N, 5685409]
[paragraph, [338.0, 1756.0, 1011.0, 36.0], dKKvcQXpko, 5685409]
[paragraph, [338.0, 1792.0, 1011.0, 36.0], dKKvcQXpko, 5685409]
[paragraph, [338.0, 1828.0, 1011.0, 36.0], dKKvcQXpko, 5685409]
[paragraph, [338.0, 1864.0, 1011.0, 36.0], dKKvcQXpko, 5685409]
[paragraph, [338.0, 1900.0, 1011.0, 36.0], dKKvcQXpko, 5685409]
