[1275, 750]
[folio, [235.0, 94.0, 281.0, 18.0], shoonya_2sOGER1TGVCW2Q, 5767685]
[folio, [235.0, 112.0, 281.0, 18.0], shoonya_2sOGER1TGVCW2Q, 5767685]
[paragraph, [64.0, 151.0, 632.0, 18.0], mAY3BQtvBZ, 5767685]
[paragraph, [64.0, 169.0, 632.0, 18.0], mAY3BQtvBZ, 5767685]
[paragraph, [64.0, 187.0, 632.0, 18.0], mAY3BQtvBZ, 5767685]
[paragraph, [64.0, 205.0, 632.0, 18.0], mAY3BQtvBZ, 5767685]
[paragraph, [64.0, 223.0, 632.0, 18.0], mAY3BQtvBZ, 5767685]
[paragraph, [64.0, 241.0, 632.0, 18.0], mAY3BQtvBZ, 5767685]
[paragraph, [64.0, 259.0, 632.0, 18.0], mAY3BQtvBZ, 5767685]
[paragraph, [64.0, 277.0, 632.0, 18.0], mAY3BQtvBZ, 5767685]
[paragraph, [64.0, 295.0, 632.0, 18.0], mAY3BQtvBZ, 5767685]
[paragraph, [64.0, 313.0, 632.0, 18.0], mAY3BQtvBZ, 5767685]
[paragraph, [64.0, 331.0, 632.0, 18.0], mAY3BQtvBZ, 5767685]
[paragraph, [64.0, 349.0, 632.0, 18.0], mAY3BQtvBZ, 5767685]
[paragraph, [64.0, 367.0, 632.0, 18.0], mAY3BQtvBZ, 5767685]
[paragraph, [64.0, 385.0, 632.0, 18.0], mAY3BQtvBZ, 5767685]
[paragraph, [64.0, 403.0, 632.0, 18.0], mAY3BQtvBZ, 5767685]
[paragraph, [64.0, 421.0, 632.0, 18.0], mAY3BQtvBZ, 5767685]
[paragraph, [64.0, 439.0, 632.0, 18.0], mAY3BQtvBZ, 5767685]
[ordered-list, [74.0, 464.0, 613.0, 18.0], shoonya_4sEJCBSRPJMK4J, 5767685]
[ordered-list, [74.0, 482.0, 613.0, 18.0], shoonya_4sEJCBSRPJMK4J, 5767685]
[ordered-list, [74.0, 500.0, 613.0, 18.0], shoonya_4sEJCBSRPJMK4J, 5767685]
[ordered-list, [74.0, 518.0, 613.0, 18.0], shoonya_4sEJCBSRPJMK4J, 5767685]
[ordered-list, [74.0, 536.0, 613.0, 18.0], shoonya_4sEJCBSRPJMK4J, 5767685]
[ordered-list, [74.0, 554.0, 613.0, 18.0], shoonya_4sEJCBSRPJMK4J, 5767685]
[ordered-list, [74.0, 572.0, 613.0, 18.0], shoonya_4sEJCBSRPJMK4J, 5767685]
[ordered-list, [74.0, 590.0, 613.0, 18.0], shoonya_4sEJCBSRPJMK4J, 5767685]
[ordered-list, [74.0, 608.0, 613.0, 18.0], shoonya_4sEJCBSRPJMK4J, 5767685]
[ordered-list, [74.0, 626.0, 613.0, 18.0], shoonya_4sEJCBSRPJMK4J, 5767685]
[ordered-list, [74.0, 644.0, 613.0, 18.0], shoonya_4sEJCBSRPJMK4J, 5767685]
[ordered-list, [74.0, 662.0, 613.0, 18.0], shoonya_4sEJCBSRPJMK4J, 5767685]
[ordered-list, [74.0, 680.0, 613.0, 18.0], shoonya_4sEJCBSRPJMK4J, 5767685]
[section-title, [286.0, 737.0, 186.0, 30.0], GykzdzIVs-, 5767685]
[paragraph, [77.0, 805.0, 602.0, 18.0], shoonya_3sNL93VE7BW3M9, 5767685]
[paragraph, [77.0, 823.0, 602.0, 18.0], shoonya_3sNL93VE7BW3M9, 5767685]
[paragraph, [77.0, 841.0, 602.0, 18.0], shoonya_3sNL93VE7BW3M9, 5767685]
[paragraph, [77.0, 859.0, 602.0, 18.0], shoonya_3sNL93VE7BW3M9, 5767685]
[paragraph, [77.0, 877.0, 602.0, 18.0], shoonya_3sNL93VE7BW3M9, 5767685]
[paragraph, [77.0, 895.0, 602.0, 18.0], shoonya_3sNL93VE7BW3M9, 5767685]
[paragraph, [77.0, 913.0, 602.0, 18.0], shoonya_3sNL93VE7BW3M9, 5767685]
[paragraph, [77.0, 931.0, 602.0, 18.0], shoonya_3sNL93VE7BW3M9, 5767685]
[paragraph, [77.0, 949.0, 602.0, 18.0], shoonya_3sNL93VE7BW3M9, 5767685]
[paragraph, [77.0, 967.0, 602.0, 18.0], shoonya_3sNL93VE7BW3M9, 5767685]
[paragraph, [77.0, 985.0, 602.0, 18.0], shoonya_3sNL93VE7BW3M9, 5767685]
[paragraph, [77.0, 1003.0, 602.0, 18.0], shoonya_3sNL93VE7BW3M9, 5767685]
[paragraph, [77.0, 1021.0, 602.0, 18.0], shoonya_3sNL93VE7BW3M9, 5767685]
[paragraph, [77.0, 1039.0, 602.0, 18.0], shoonya_3sNL93VE7BW3M9, 5767685]
[paragraph, [77.0, 1057.0, 602.0, 18.0], shoonya_3sNL93VE7BW3M9, 5767685]
[paragraph, [78.0, 1102.0, 602.0, 18.0], shoonya_0sXBWK8BZXTZZ4, 5767685]
[paragraph, [78.0, 1120.0, 602.0, 18.0], shoonya_0sXBWK8BZXTZZ4, 5767685]
[paragraph, [78.0, 1138.0, 602.0, 18.0], shoonya_0sXBWK8BZXTZZ4, 5767685]
[paragraph, [78.0, 1156.0, 602.0, 18.0], shoonya_0sXBWK8BZXTZZ4, 5767685]
