[1447, 1063]
[section-title, [294.0, 190.0, 471.0, 30.0], shoonya_4sEKNG8K1JYOWT, 5762888]
[section-title, [294.0, 220.0, 471.0, 30.0], shoonya_4sEKNG8K1JYOWT, 5762888]
[paragraph, [95.0, 272.0, 869.0, 18.0], rad3b5tO28, 5762888]
[paragraph, [95.0, 290.0, 869.0, 18.0], rad3b5tO28, 5762888]
[paragraph, [95.0, 308.0, 869.0, 18.0], rad3b5tO28, 5762888]
[paragraph, [95.0, 326.0, 869.0, 18.0], rad3b5tO28, 5762888]
[paragraph, [95.0, 344.0, 869.0, 18.0], rad3b5tO28, 5762888]
[paragraph, [95.0, 362.0, 869.0, 18.0], rad3b5tO28, 5762888]
[paragraph, [95.0, 380.0, 869.0, 18.0], rad3b5tO28, 5762888]
[paragraph, [95.0, 398.0, 869.0, 18.0], rad3b5tO28, 5762888]
[paragraph, [95.0, 416.0, 869.0, 18.0], rad3b5tO28, 5762888]
[paragraph, [95.0, 434.0, 869.0, 18.0], rad3b5tO28, 5762888]
[paragraph, [95.0, 452.0, 869.0, 18.0], rad3b5tO28, 5762888]
[section-title, [539.0, 491.0, 380.0, 30.0], 5BSM-Nlo33, 5762888]
[section-title, [539.0, 521.0, 380.0, 30.0], 5BSM-Nlo33, 5762888]
[section-title, [539.0, 551.0, 380.0, 30.0], 5BSM-Nlo33, 5762888]
[unordered-list, [71.0, 595.0, 469.0, 18.0], Bhfxo_ZNBY, 5762888]
[unordered-list, [71.0, 613.0, 469.0, 18.0], Bhfxo_ZNBY, 5762888]
[unordered-list, [71.0, 631.0, 469.0, 18.0], Bhfxo_ZNBY, 5762888]
[unordered-list, [71.0, 649.0, 469.0, 18.0], Bhfxo_ZNBY, 5762888]
[unordered-list, [71.0, 667.0, 469.0, 18.0], Bhfxo_ZNBY, 5762888]
[unordered-list, [71.0, 685.0, 469.0, 18.0], Bhfxo_ZNBY, 5762888]
[unordered-list, [71.0, 703.0, 469.0, 18.0], Bhfxo_ZNBY, 5762888]
[unordered-list, [71.0, 721.0, 469.0, 18.0], Bhfxo_ZNBY, 5762888]
[unordered-list, [71.0, 739.0, 469.0, 18.0], Bhfxo_ZNBY, 5762888]
[unordered-list, [71.0, 757.0, 469.0, 18.0], Bhfxo_ZNBY, 5762888]
[unordered-list, [542.0, 601.0, 284.0, 18.0], h33g9mhePG, 5762888]
[unordered-list, [542.0, 619.0, 284.0, 18.0], h33g9mhePG, 5762888]
[unordered-list, [542.0, 637.0, 284.0, 18.0], h33g9mhePG, 5762888]
[unordered-list, [542.0, 655.0, 284.0, 18.0], h33g9mhePG, 5762888]
[unordered-list, [542.0, 673.0, 284.0, 18.0], h33g9mhePG, 5762888]
[unordered-list, [542.0, 691.0, 284.0, 18.0], h33g9mhePG, 5762888]
[unordered-list, [542.0, 709.0, 284.0, 18.0], h33g9mhePG, 5762888]
[unordered-list, [542.0, 727.0, 284.0, 18.0], h33g9mhePG, 5762888]
[unordered-list, [542.0, 745.0, 284.0, 18.0], h33g9mhePG, 5762888]
[section-title, [277.0, 822.0, 512.0, 30.0], pBQYA3XB7M, 5762888]
[paragraph, [297.0, 1024.0, 450.0, 18.0], 4IyZSHl6bP, 5762888]
[contact-info, [218.0, 1067.0, 618.0, 18.0], 04szxO0ted, 5762888]
[contact-info, [218.0, 1085.0, 618.0, 18.0], 04szxO0ted, 5762888]
[contact-info, [218.0, 1103.0, 618.0, 18.0], 04szxO0ted, 5762888]
[contact-info, [218.0, 1121.0, 618.0, 18.0], 04szxO0ted, 5762888]
[contact-info, [218.0, 1139.0, 618.0, 18.0], 04szxO0ted, 5762888]
[contact-info, [218.0, 1157.0, 618.0, 18.0], 04szxO0ted, 5762888]
[contact-info, [218.0, 1175.0, 618.0, 18.0], 04szxO0ted, 5762888]
[website-link, [229.0, 1130.0, 597.0, 18.0], PYn4OXCe5w, 5762888]
[website-link, [229.0, 1148.0, 597.0, 18.0], PYn4OXCe5w, 5762888]
[website-link, [229.0, 1166.0, 597.0, 18.0], PYn4OXCe5w, 5762888]
[contact-info, [183.0, 1214.0, 668.0, 18.0], 3U_-H5iY5m, 5762888]
[contact-info, [183.0, 1232.0, 668.0, 18.0], 3U_-H5iY5m, 5762888]
[contact-info, [257.0, 1266.0, 550.0, 18.0], bQFsJoabxM, 5762888]
[contact-info, [257.0, 1284.0, 550.0, 18.0], bQFsJoabxM, 5762888]
[contact-info, [257.0, 1302.0, 550.0, 18.0], bQFsJoabxM, 5762888]
[contact-info, [257.0, 1320.0, 550.0, 18.0], bQFsJoabxM, 5762888]
[contact-info, [257.0, 1338.0, 550.0, 18.0], bQFsJoabxM, 5762888]
