[1162, 749]
[folio, [306.0, 74.0, 142.0, 18.0], shoonya_3sEA9NMOOJLH3G, 5699863]
[paragraph, [77.0, 117.0, 600.0, 18.0], shoonya_0sAUBOBU5Z5RXU, 5699863]
[paragraph, [77.0, 135.0, 600.0, 18.0], shoonya_0sAUBOBU5Z5RXU, 5699863]
[paragraph, [77.0, 153.0, 600.0, 18.0], shoonya_0sAUBOBU5Z5RXU, 5699863]
[paragraph, [77.0, 171.0, 600.0, 18.0], shoonya_0sAUBOBU5Z5RXU, 5699863]
[paragraph, [77.0, 189.0, 600.0, 18.0], shoonya_0sAUBOBU5Z5RXU, 5699863]
[paragraph, [77.0, 207.0, 600.0, 18.0], shoonya_0sAUBOBU5Z5RXU, 5699863]
[paragraph, [77.0, 225.0, 600.0, 18.0], shoonya_0sAUBOBU5Z5RXU, 5699863]
[paragraph, [77.0, 243.0, 600.0, 18.0], shoonya_0sAUBOBU5Z5RXU, 5699863]
[paragraph, [77.0, 261.0, 600.0, 18.0], shoonya_0sAUBOBU5Z5RXU, 5699863]
[paragraph, [77.0, 294.0, 602.0, 18.0], 21AV7o3I2b, 5699863]
[paragraph, [77.0, 312.0, 602.0, 18.0], 21AV7o3I2b, 5699863]
[paragraph, [77.0, 330.0, 602.0, 18.0], 21AV7o3I2b, 5699863]
[paragraph, [77.0, 348.0, 602.0, 18.0], 21AV7o3I2b, 5699863]
[paragraph, [77.0, 366.0, 602.0, 18.0], 21AV7o3I2b, 5699863]
[paragraph, [77.0, 384.0, 602.0, 18.0], 21AV7o3I2b, 5699863]
[paragraph, [77.0, 402.0, 602.0, 18.0], 21AV7o3I2b, 5699863]
[paragraph, [77.0, 420.0, 602.0, 18.0], 21AV7o3I2b, 5699863]
[paragraph, [77.0, 438.0, 602.0, 18.0], 21AV7o3I2b, 5699863]
[paragraph, [77.0, 456.0, 602.0, 18.0], 21AV7o3I2b, 5699863]
[paragraph, [77.0, 474.0, 602.0, 18.0], 21AV7o3I2b, 5699863]
[paragraph, [77.0, 492.0, 602.0, 18.0], 21AV7o3I2b, 5699863]
[paragraph, [77.0, 510.0, 602.0, 18.0], 21AV7o3I2b, 5699863]
[paragraph, [78.0, 538.0, 595.0, 18.0], shoonya_1sIGJ8A485YA39, 5699863]
[paragraph, [78.0, 556.0, 595.0, 18.0], shoonya_1sIGJ8A485YA39, 5699863]
[paragraph, [78.0, 574.0, 595.0, 18.0], shoonya_1sIGJ8A485YA39, 5699863]
[paragraph, [78.0, 592.0, 595.0, 18.0], shoonya_1sIGJ8A485YA39, 5699863]
[paragraph, [78.0, 610.0, 595.0, 18.0], shoonya_1sIGJ8A485YA39, 5699863]
[paragraph, [78.0, 628.0, 595.0, 18.0], shoonya_1sIGJ8A485YA39, 5699863]
[paragraph, [78.0, 646.0, 595.0, 18.0], shoonya_1sIGJ8A485YA39, 5699863]
[paragraph, [78.0, 664.0, 595.0, 18.0], shoonya_1sIGJ8A485YA39, 5699863]
[paragraph, [78.0, 682.0, 595.0, 18.0], shoonya_1sIGJ8A485YA39, 5699863]
[paragraph, [78.0, 700.0, 595.0, 18.0], shoonya_1sIGJ8A485YA39, 5699863]
[paragraph, [78.0, 718.0, 595.0, 18.0], shoonya_1sIGJ8A485YA39, 5699863]
[paragraph, [78.0, 736.0, 595.0, 18.0], shoonya_1sIGJ8A485YA39, 5699863]
[paragraph, [78.0, 754.0, 595.0, 18.0], shoonya_1sIGJ8A485YA39, 5699863]
[paragraph, [78.0, 772.0, 595.0, 18.0], shoonya_1sIGJ8A485YA39, 5699863]
[paragraph, [78.0, 790.0, 595.0, 18.0], shoonya_1sIGJ8A485YA39, 5699863]
[paragraph, [78.0, 808.0, 595.0, 18.0], shoonya_1sIGJ8A485YA39, 5699863]
[paragraph, [79.0, 843.0, 600.0, 18.0], shoonya_2sAKRAAJNE8HY3, 5699863]
[paragraph, [79.0, 861.0, 600.0, 18.0], shoonya_2sAKRAAJNE8HY3, 5699863]
[paragraph, [79.0, 879.0, 600.0, 18.0], shoonya_2sAKRAAJNE8HY3, 5699863]
[paragraph, [79.0, 897.0, 600.0, 18.0], shoonya_2sAKRAAJNE8HY3, 5699863]
[paragraph, [79.0, 915.0, 600.0, 18.0], shoonya_2sAKRAAJNE8HY3, 5699863]
[paragraph, [79.0, 933.0, 600.0, 18.0], shoonya_2sAKRAAJNE8HY3, 5699863]
[paragraph, [79.0, 951.0, 600.0, 18.0], shoonya_2sAKRAAJNE8HY3, 5699863]
[paragraph, [79.0, 969.0, 600.0, 18.0], shoonya_2sAKRAAJNE8HY3, 5699863]
[paragraph, [79.0, 987.0, 600.0, 18.0], shoonya_2sAKRAAJNE8HY3, 5699863]
[paragraph, [79.0, 1005.0, 600.0, 18.0], shoonya_2sAKRAAJNE8HY3, 5699863]
[paragraph, [79.0, 1023.0, 600.0, 18.0], shoonya_2sAKRAAJNE8HY3, 5699863]
[paragraph, [77.0, 1053.0, 604.0, 18.0], ZidiagoQHi, 5699863]
[paragraph, [77.0, 1071.0, 604.0, 18.0], ZidiagoQHi, 5699863]
