[1211, 798]
[section-title, [344.0, 430.0, 100.0, 30.0], faoXqxzvno, 5741097]
[paragraph, [48.0, 491.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 509.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 527.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 545.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 563.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 581.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 599.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 617.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 635.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 653.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 671.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 689.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 707.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 725.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 743.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 761.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 779.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 797.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 815.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 833.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 851.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 869.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 887.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 905.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 923.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 941.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 959.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 977.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 995.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 1013.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 1031.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 1049.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 1067.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 1085.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 1103.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 1121.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[paragraph, [48.0, 1139.0, 696.0, 18.0], shoonya_0sHA5UMBQPJOL1, 5741097]
[footnote, [419.0, 1174.0, 320.0, 18.0], 3k74Vw7DbA, 5741097]
