[1818, 1374]
[folio, [486.0, 110.0, 399.0, 36.0], b8I8laCgPn, 5682093]
[paragraph, [108.0, 179.0, 564.0, 36.0], shoonya_1sHLCAJW9UW48Q, 5682093]
[paragraph, [108.0, 215.0, 564.0, 36.0], shoonya_1sHLCAJW9UW48Q, 5682093]
[paragraph, [108.0, 251.0, 564.0, 36.0], shoonya_1sHLCAJW9UW48Q, 5682093]
[paragraph, [108.0, 287.0, 564.0, 36.0], shoonya_1sHLCAJW9UW48Q, 5682093]
[paragraph, [108.0, 323.0, 564.0, 36.0], shoonya_1sHLCAJW9UW48Q, 5682093]
[paragraph, [108.0, 359.0, 564.0, 36.0], shoonya_1sHLCAJW9UW48Q, 5682093]
[paragraph, [108.0, 395.0, 564.0, 36.0], shoonya_1sHLCAJW9UW48Q, 5682093]
[paragraph, [108.0, 431.0, 564.0, 36.0], shoonya_1sHLCAJW9UW48Q, 5682093]
[paragraph, [108.0, 467.0, 564.0, 36.0], shoonya_1sHLCAJW9UW48Q, 5682093]
[paragraph, [108.0, 503.0, 564.0, 36.0], shoonya_1sHLCAJW9UW48Q, 5682093]
[paragraph, [699.0, 179.0, 566.0, 36.0], shoonya_0sXBD723XBA6H7, 5682093]
[paragraph, [699.0, 215.0, 566.0, 36.0], shoonya_0sXBD723XBA6H7, 5682093]
[paragraph, [699.0, 251.0, 566.0, 36.0], shoonya_0sXBD723XBA6H7, 5682093]
[paragraph, [742.0, 309.0, 304.0, 36.0], YrXY5vHyR-, 5682093]
[paragraph, [695.0, 351.0, 570.0, 36.0], 5NTYI8shXn, 5682093]
[paragraph, [695.0, 387.0, 570.0, 36.0], 5NTYI8shXn, 5682093]
[paragraph, [695.0, 423.0, 570.0, 36.0], 5NTYI8shXn, 5682093]
[paragraph, [695.0, 459.0, 570.0, 36.0], 5NTYI8shXn, 5682093]
[paragraph, [695.0, 495.0, 570.0, 36.0], 5NTYI8shXn, 5682093]
[paragraph, [695.0, 531.0, 570.0, 36.0], 5NTYI8shXn, 5682093]
[paragraph, [695.0, 567.0, 570.0, 36.0], 5NTYI8shXn, 5682093]
[paragraph, [695.0, 603.0, 570.0, 36.0], 5NTYI8shXn, 5682093]
[paragraph, [109.0, 567.0, 560.0, 36.0], dAdezHCDND, 5682093]
[paragraph, [109.0, 603.0, 560.0, 36.0], dAdezHCDND, 5682093]
[paragraph, [113.0, 652.0, 558.0, 36.0], F4eZ9hpbo5, 5682093]
[paragraph, [113.0, 688.0, 558.0, 36.0], F4eZ9hpbo5, 5682093]
[paragraph, [113.0, 724.0, 558.0, 36.0], F4eZ9hpbo5, 5682093]
[paragraph, [688.0, 652.0, 578.0, 36.0], 7WtfV_RYdW, 5682093]
[paragraph, [688.0, 688.0, 578.0, 36.0], 7WtfV_RYdW, 5682093]
[paragraph, [688.0, 724.0, 578.0, 36.0], 7WtfV_RYdW, 5682093]
[paragraph, [688.0, 760.0, 578.0, 36.0], 7WtfV_RYdW, 5682093]
[paragraph, [688.0, 796.0, 578.0, 36.0], 7WtfV_RYdW, 5682093]
[paragraph, [688.0, 832.0, 578.0, 36.0], 7WtfV_RYdW, 5682093]
[paragraph, [688.0, 868.0, 578.0, 36.0], 7WtfV_RYdW, 5682093]
[paragraph, [688.0, 904.0, 578.0, 36.0], 7WtfV_RYdW, 5682093]
[paragraph, [688.0, 940.0, 578.0, 36.0], 7WtfV_RYdW, 5682093]
[paragraph, [688.0, 976.0, 578.0, 36.0], 7WtfV_RYdW, 5682093]
[paragraph, [688.0, 1012.0, 578.0, 36.0], 7WtfV_RYdW, 5682093]
[paragraph, [688.0, 1048.0, 578.0, 36.0], 7WtfV_RYdW, 5682093]
[paragraph, [688.0, 1084.0, 578.0, 36.0], 7WtfV_RYdW, 5682093]
[paragraph, [688.0, 1120.0, 578.0, 36.0], 7WtfV_RYdW, 5682093]
[paragraph, [688.0, 1156.0, 578.0, 36.0], 7WtfV_RYdW, 5682093]
[paragraph, [688.0, 1192.0, 578.0, 36.0], 7WtfV_RYdW, 5682093]
[paragraph, [688.0, 1228.0, 578.0, 36.0], 7WtfV_RYdW, 5682093]
[paragraph, [688.0, 1264.0, 578.0, 36.0], 7WtfV_RYdW, 5682093]
[paragraph, [688.0, 1300.0, 578.0, 36.0], 7WtfV_RYdW, 5682093]
[paragraph, [108.0, 779.0, 564.0, 36.0], rYWCdniqU2, 5682093]
[paragraph, [108.0, 815.0, 564.0, 36.0], rYWCdniqU2, 5682093]
[paragraph, [108.0, 851.0, 564.0, 36.0], rYWCdniqU2, 5682093]
[paragraph, [108.0, 887.0, 564.0, 36.0], rYWCdniqU2, 5682093]
[paragraph, [108.0, 923.0, 564.0, 36.0], rYWCdniqU2, 5682093]
[paragraph, [108.0, 959.0, 564.0, 36.0], rYWCdniqU2, 5682093]
[paragraph, [149.0, 1034.0, 245.0, 36.0], ERtA-SENwx, 5682093]
[paragraph, [114.0, 1119.0, 556.0, 36.0], b0gPF24Yfm, 5682093]
[paragraph, [114.0, 1155.0, 556.0, 36.0], b0gPF24Yfm, 5682093]
[paragraph, [114.0, 1191.0, 556.0, 36.0], b0gPF24Yfm, 5682093]
[paragraph, [114.0, 1227.0, 556.0, 36.0], b0gPF24Yfm, 5682093]
[paragraph, [152.0, 1292.0, 246.0, 36.0], Org94nmJG2, 5682093]
[paragraph, [106.0, 1333.0, 567.0, 36.0], UykuhAkfKX, 5682093]
[paragraph, [106.0, 1369.0, 567.0, 36.0], UykuhAkfKX, 5682093]
[paragraph, [106.0, 1405.0, 567.0, 36.0], UykuhAkfKX, 5682093]
[paragraph, [106.0, 1441.0, 567.0, 36.0], UykuhAkfKX, 5682093]
