[1601, 1128]
[section-title, [88.0, 88.0, 304.0, 49.5], oawkuTGDBp, 6471624]
[author, [501.0, 91.0, 234.0, 36.0], sZsR-uCB51, 6471624]
[headline, [76.0, 219.0, 979.0, 37.5], shoonya_5s2CMHAK86TTWC, 6471624]
[headline, [76.0, 256.5, 979.0, 37.5], shoonya_5s2CMHAK86TTWC, 6471624]
[headline, [76.0, 294.0, 979.0, 37.5], shoonya_5s2CMHAK86TTWC, 6471624]
[headline, [76.0, 331.5, 979.0, 37.5], shoonya_5s2CMHAK86TTWC, 6471624]
[headline, [76.0, 369.0, 979.0, 37.5], shoonya_5s2CMHAK86TTWC, 6471624]
[headline, [76.0, 406.5, 979.0, 37.5], shoonya_5s2CMHAK86TTWC, 6471624]
[headline, [76.0, 444.0, 979.0, 37.5], shoonya_5s2CMHAK86TTWC, 6471624]
[sidebar, [83.0, 545.0, 982.0, 36.0], shoonya_4sY8LQZYNC0RY2, 6471624]
[sidebar, [83.0, 581.0, 982.0, 36.0], shoonya_4sY8LQZYNC0RY2, 6471624]
[sidebar, [83.0, 617.0, 982.0, 36.0], shoonya_4sY8LQZYNC0RY2, 6471624]
[sidebar, [83.0, 653.0, 982.0, 36.0], shoonya_4sY8LQZYNC0RY2, 6471624]
[paragraph, [83.0, 734.0, 485.0, 36.0], shoonya_0sDSCTYZK6DFDU, 6471624]
[paragraph, [83.0, 770.0, 485.0, 36.0], shoonya_0sDSCTYZK6DFDU, 6471624]
[paragraph, [83.0, 806.0, 485.0, 36.0], shoonya_0sDSCTYZK6DFDU, 6471624]
[paragraph, [83.0, 842.0, 485.0, 36.0], shoonya_0sDSCTYZK6DFDU, 6471624]
[paragraph, [585.0, 743.0, 470.0, 36.0], shoonya_6sR8MT79BTZGTF, 6471624]
[paragraph, [585.0, 779.0, 470.0, 36.0], shoonya_6sR8MT79BTZGTF, 6471624]
[paragraph, [582.0, 821.0, 479.0, 36.0], qvtx_IrD_V, 6471624]
[paragraph, [582.0, 857.0, 479.0, 36.0], qvtx_IrD_V, 6471624]
[paragraph, [582.0, 893.0, 479.0, 36.0], qvtx_IrD_V, 6471624]
[paragraph, [582.0, 929.0, 479.0, 36.0], qvtx_IrD_V, 6471624]
[paragraph, [582.0, 965.0, 479.0, 36.0], qvtx_IrD_V, 6471624]
[paragraph, [582.0, 1001.0, 479.0, 36.0], qvtx_IrD_V, 6471624]
[paragraph, [582.0, 1037.0, 479.0, 36.0], qvtx_IrD_V, 6471624]
[paragraph, [582.0, 1073.0, 479.0, 36.0], qvtx_IrD_V, 6471624]
[paragraph, [582.0, 1109.0, 479.0, 36.0], qvtx_IrD_V, 6471624]
[paragraph, [582.0, 1145.0, 479.0, 36.0], qvtx_IrD_V, 6471624]
[paragraph, [582.0, 1181.0, 479.0, 36.0], qvtx_IrD_V, 6471624]
[quote, [66.0, 1135.0, 87.0, 36.0], wggZS0utGh, 6471624]
[paragraph, [590.0, 1221.0, 466.0, 36.0], jkZSmRxizf, 6471624]
[paragraph, [590.0, 1257.0, 466.0, 36.0], jkZSmRxizf, 6471624]
[paragraph, [590.0, 1293.0, 466.0, 36.0], jkZSmRxizf, 6471624]
[paragraph, [590.0, 1329.0, 466.0, 36.0], jkZSmRxizf, 6471624]
[paragraph, [583.0, 1421.0, 473.0, 36.0], 8YAQkoW5pv, 6471624]
